#{"t_start": 1603905609.3897374, "env_id": "SlimeVolley-v0"}
r,l,t
-5,495,2.403948
-5,532,2.93553
-5,474,3.410062
-5,461,3.870627
-5,646,4.51583
-5,747,5.262604
-5,533,5.795564
-5,580,9.738901
-5,783,10.523012
-5,530,11.053499
-5,454,11.509202
-5,648,12.157988
-5,612,12.771122
-5,462,13.23358
-5,596,16.663354
-5,433,17.096936
-5,430,17.528075
-5,621,18.150202
-5,475,18.627206
-5,623,19.254203
-5,423,19.687125
-5,615,20.30452
-5,484,23.622865
-5,744,24.369795
-3,781,25.152467
-5,597,25.752133
-5,630,26.385004
-5,685,27.071017
-5,601,30.527937
-5,616,31.14495
-5,573,31.718784
-4,651,32.435377
-5,636,33.106667
-4,528,33.634802
-5,511,34.145806
-5,534,37.507685
-5,510,38.017946
-5,563,38.580924
-5,647,39.227626
-4,755,39.983963
-4,778,40.762779
-5,429,41.191831
-5,672,44.696703
-5,583,45.282259
-5,427,45.71145
-5,483,46.196137
-5,597,46.79553
-5,647,47.444847
-5,396,47.842037
-5,429,48.271286
-5,531,51.63507
-5,595,52.232566
-5,431,52.665609
-5,542,53.2109
-4,571,53.78512
-5,442,54.22928
-5,525,54.756044
-5,438,55.196801
-5,599,58.703491
-4,771,59.477645
-3,662,60.141653
-5,719,60.861885
-5,617,61.480777
-5,409,61.890244
-5,782,65.537115
-5,846,66.389002
-5,452,66.843174
-5,509,67.354904
-5,568,67.925122
-5,548,68.475073
-3,849,72.175482
-5,665,72.841543
-4,608,73.488719
-5,626,74.12397
-5,502,74.626782
-5,616,75.24488
-5,691,75.938108
-5,486,79.293153
-5,645,79.941479
-5,653,80.596016
-5,580,81.177082
-4,781,81.961933
-5,611,82.575538
-5,603,83.180919
-5,805,86.903188
-5,507,87.412154
-5,731,88.146053
-4,746,88.892722
-4,761,89.657106
-5,739,93.264599
-5,816,94.082866
-3,843,94.927668
-5,545,95.473132
-5,695,96.168724
-5,474,96.645659
-5,590,100.091873
-5,498,100.58988
-5,645,101.234733
-5,586,101.822001
-5,509,102.332746
-4,731,103.063375
-5,519,103.582384
-5,784,107.246095
-5,466,107.71319
-5,753,108.467464
-5,388,108.855464
-5,618,109.474626
-5,717,110.19152
-5,507,110.700082
-5,646,114.252878
-5,745,115.003179
-4,774,115.780683
-5,475,116.258189
-3,811,117.125094
-5,783,117.994035
-5,614,121.607773
-5,522,122.132383
-5,502,122.636674
-4,747,123.385861
-5,549,123.936763
-5,693,124.631037
-5,543,125.1753
-4,517,128.55438
-5,509,129.064161
-5,759,129.826615
-5,560,130.388037
-5,658,131.047962
-4,591,131.640271
-4,657,132.299487
-5,466,135.645912
-3,804,136.451126
-5,554,137.006094
-4,882,137.89117
-5,518,138.410491
-4,726,139.138743
-5,613,142.641165
-5,722,143.36595
-4,682,144.050876
-5,511,144.562847
-5,527,145.090325
-5,510,145.601297
-5,534,146.135515
-5,607,149.652429
-5,551,150.205028
-5,502,150.707608
-5,548,151.287989
-5,372,151.700581
-5,688,152.462185
-5,467,152.977321
-5,686,156.708966
-5,899,157.702603
-5,451,158.201343
-4,1039,159.351454
-5,504,159.907251
-5,518,160.478319
-4,698,164.215398
-5,574,164.847366
-5,497,165.394194
-5,690,166.153474
-5,719,166.94426
-4,597,167.600829
-5,537,168.191674
-5,770,171.999439
-2,1014,173.119224
-5,625,174.226267
-5,636,174.96705
-5,432,175.470011
-5,541,176.099648
-5,677,176.888451
-5,589,177.577749
-5,522,178.187801
-5,608,178.897676
-5,466,179.441071
-4,627,180.169249
-5,477,180.723397
-5,507,181.31393
-5,557,181.96337
-5,578,182.636725
-5,480,183.196131
-5,497,183.775304
