optimgain,EpLenMean,TimeElapsed,meankl,EpThisIter,EpisodesSoFar,entloss,explained_variance_tdlam_before,TimestepsSoFar,surrgain,EpRewMean,entropy
0.00684913,487.5,2.462381362915039,0.002485192,2,2,0.0,0.04572635889053345,1024,0.00684913,-5.0,2.0769656
0.004632499,577.3333333333334,3.812042713165283,0.004671352,1,3,0.0,0.07829427719116211,2048,0.004632499,-4.666666666666667,2.0750382
0.012503451,546.2,5.160191774368286,0.0056484817,2,5,0.0,0.2954966425895691,3072,0.012503451,-4.8,2.0745378
0.014162776,527.5714285714286,6.509786367416382,0.0083574,2,7,0.0,0.5234818458557129,4096,0.014162776,-4.857142857142857,2.0702887
0.019928295,555.4444444444445,7.85971474647522,0.008394707,2,9,0.0,0.5372641682624817,5120,0.019928295,-4.888888888888889,2.0706925
0.014224833,554.0,9.204495191574097,0.007475796,2,11,0.0,0.647363543510437,6144,0.014224833,-4.909090909090909,2.0699496
0.020343035,566.8333333333334,10.550636053085327,0.012845247,1,12,0.0,0.36185604333877563,7168,0.020343035,-4.833333333333333,2.0675046
0.010079831,574.5714285714286,11.89821982383728,0.010726525,2,14,0.0,0.5871155560016632,8192,0.010079831,-4.857142857142857,2.0683851
0.024627456,572.2,13.246487379074097,0.013057081,1,15,0.0,0.3608021140098572,9216,0.024627456,-4.8,2.058961
0.022816528,577.7058823529412,14.608887910842896,0.011770524,2,17,0.0,0.6294691264629364,10240,0.022816528,-4.823529411764706,2.0573485
0.015422367,576.8947368421053,16.201042652130127,0.012740607,2,19,0.0,0.5783615410327911,11264,0.015422367,-4.842105263157895,2.0546079
0.0156495,583.8095238095239,17.570672035217285,0.012371672,2,21,0.0,0.39114660024642944,12288,0.0156495,-4.809523809523809,2.0553942
0.017993072,591.2272727272727,18.945828199386597,0.013378009,1,22,0.0,0.4501594305038452,13312,0.017993072,-4.818181818181818,2.0532513
0.016484037,594.0434782608696,20.31755781173706,0.013504893,1,23,0.0,0.4958503246307373,14336,0.016484037,-4.782608695652174,2.052475
0.01155222,605.44,21.681920051574707,0.012438213,2,25,0.0,0.6969796419143677,15360,0.01155222,-4.8,2.0528526
0.014730222,606.4814814814815,23.078351974487305,0.013364142,2,27,0.0,0.6292541325092316,16384,0.014730222,-4.814814814814815,2.05306
0.010843517,596.2068965517242,24.451351165771484,0.013550166,2,29,0.0,0.6836366355419159,17408,0.010843517,-4.827586206896552,2.0538058
0.009818287,599.7333333333333,25.946171760559082,0.013914421,1,30,0.0,0.5635543465614319,18432,0.009818287,-4.833333333333333,2.0469904
0.012397708,599.4375,27.615854263305664,0.01446338,2,32,0.0,0.598638117313385,19456,0.012397708,-4.84375,2.0453649
0.0037861634,596.2058823529412,28.950815200805664,0.0142021375,2,34,0.0,0.7540828883647919,20480,0.0037861634,-4.852941176470588,2.0418277
0.009536105,601.5428571428571,30.274832487106323,0.014687863,1,35,0.0,0.2930493950843811,21504,0.009536105,-4.857142857142857,2.044477
0.005654076,603.1111111111111,31.62488889694214,0.014842262,1,36,0.0,0.5611838698387146,22528,0.005654076,-4.833333333333333,2.04151
0.0067840964,611.6842105263158,32.953874826431274,0.014916392,2,38,0.0,0.6726059913635254,23552,0.0067840964,-4.842105263157895,2.0432496
0.012750679,606.975,34.52958559989929,0.014415998,2,40,0.0,0.5409230291843414,24576,0.012750679,-4.85,2.0495353
0.004015612,609.65,35.841468334198,0.014910247,2,42,0.0,0.7376484572887421,25600,0.004015612,-4.85,2.039812
0.002614241,604.75,37.16948461532593,0.014120445,1,43,0.0,0.3837844133377075,26624,0.002614241,-4.875,2.0395203
0.011442654,612.375,38.53915071487427,0.014752877,2,45,0.0,0.5104240477085114,27648,0.011442654,-4.85,2.040389
0.016993351,614.9,39.85297751426697,0.014882632,2,47,0.0,0.6601796448230743,28672,0.016993351,-4.85,2.0355868
0.0003730394,612.675,41.263991832733154,0.014377976,2,49,0.0,0.5409143269062042,29696,0.0003730394,-4.825,2.0336177
0.010636785,614.45,42.61577844619751,0.014347231,1,50,0.0,0.6705941259860992,30720,0.010636785,-4.825,2.0370073
0.009299301,617.675,43.929075956344604,0.014354741,2,52,0.0,0.5567278265953064,31744,0.009299301,-4.85,2.0392005
0.008559171,612.6,45.56564211845398,0.014157617,2,54,0.0,0.6697809994220734,32768,0.008559171,-4.85,2.0375843
0.00016240776,603.925,47.03772521018982,0.014902743,2,56,0.0,0.6280021667480469,33792,0.00016240776,-4.875,2.0333886
0.0067487275,617.475,48.3955020904541,0.014851408,1,57,0.0,0.7233156561851501,34816,0.0067487275,-4.85,2.0325034
0.00697265,619.125,49.82813286781311,0.014925677,2,59,0.0,0.6863462626934052,35840,0.00697265,-4.85,2.0307112
0.0060222987,611.2,51.209930181503296,0.014695069,2,61,0.0,0.7100786566734314,36864,0.0060222987,-4.875,2.0398083
