#{"t_start": 1604383187.0583737, "env_id": "SlimeVolley-v0"}
r,l,t
-5,564,1.056998
-5,432,1.280999
-4,774,1.663
-5,590,1.959003
-5,528,2.211998
-5,505,2.463999
-5,674,2.809999
-5,525,4.710999
-5,677,5.087999
-5,642,5.448997
-5,483,5.725999
-5,495,6.002999
-5,707,6.402998
-5,683,8.284999
-5,484,8.546998
-5,432,8.806001
-5,555,9.148999
-5,719,9.606998
-5,511,9.895999
-5,614,10.241998
-5,514,10.524999
-5,553,12.367999
-5,505,12.656999
-5,478,12.929998
-5,650,13.302998
-5,528,13.598999
-5,521,13.898999
-5,529,14.198999
-5,530,16.014998
-5,568,16.383999
-5,566,16.76
-5,559,17.098002
-5,498,17.389
-5,450,17.662998
-5,511,18.002998
-5,604,18.360999
-4,556,20.374073
-4,666,20.733505
-5,781,21.141505
-5,696,21.506504
-5,514,21.841502
-5,559,22.149505
-5,528,22.480507
-5,389,24.594095
-5,546,24.959097
-5,461,25.314095
-5,450,25.774745
-5,514,26.190743
-5,489,26.590745
-5,564,27.007745
-5,522,27.353744
-5,443,29.477746
-5,549,29.851744
-5,540,30.195743
-5,543,30.539745
-5,570,30.906745
-5,501,31.241744
-5,715,31.748709
-5,548,33.731739
-5,481,34.000774
-5,636,34.363738
-5,724,35.254221
-5,512,35.915208
-5,475,36.843209
-5,495,37.520028
-5,500,38.048568
-5,449,40.686184
-5,516,41.150185
-5,658,41.661183
-5,541,42.064702
-5,627,42.5067
-5,612,42.963435
-5,534,43.376958
-5,416,45.562384
-5,512,45.852581
-5,599,46.184486
-5,511,46.482447
-5,422,46.740422
-5,468,47.001417
-5,529,47.295377
-5,542,47.599513
-5,556,49.660717
-5,429,49.953557
-5,580,50.303909
-5,508,50.607694
-5,582,50.952467
-5,534,51.253628
-5,497,51.532593
-5,423,51.767885
-5,596,53.586431
-5,733,54.051601
-5,532,54.381377
-5,559,54.72974
-4,722,55.139951
-4,644,55.508439
-5,542,55.832498
-5,535,57.670784
-5,580,58.028659
-5,575,58.359774
-5,513,58.644392
-5,546,58.952032
-5,396,59.173355
-5,649,59.533484
-5,455,59.78736
-5,571,61.634822
-5,511,61.909657
-4,685,62.280398
-5,467,62.530438
-5,622,62.889505
-5,553,63.203785
-5,506,63.498857
-4,695,65.394605
-5,661,65.778895
-5,493,66.084482
-5,504,66.402344
-5,515,66.729461
-5,560,67.068266
-5,530,67.387149
-5,500,69.205662
-5,500,69.486406
-4,613,69.842583
-5,529,70.151876
-5,607,70.510405
-4,556,70.843416
-5,520,71.135521
-5,676,71.508396
-5,626,73.362643
-5,463,73.673616
-5,592,74.118932
-5,597,74.513335
-5,549,74.88548
-5,460,75.1864
-5,592,75.609567
-5,516,77.625734
-5,567,77.940559
-5,536,78.238553
-5,557,78.546643
-5,475,78.824471
-5,545,79.14545
-5,571,79.485182
-5,538,79.817536
-5,620,81.932764
-4,580,82.3622
-5,459,82.729607
-5,469,83.138608
-4,628,83.704361
-4,672,84.276067
-5,510,84.62358
-5,495,86.677808
-4,637,87.133351
-5,495,87.443084
-5,492,87.756623
-5,583,88.106454
-4,615,88.480603
-5,542,88.810289
-5,619,91.03877
-5,488,91.357964
-5,670,91.78601
-5,564,92.161477
-5,616,92.588571
-5,589,92.995434
-5,609,93.384093
-5,548,95.309801
-5,520,95.599457
-4,635,95.95956
-5,533,96.25956
-5,552,96.57626
-5,581,96.978941
-5,541,97.336567
-5,496,97.65256
-5,680,99.734581
-5,594,100.081521
-4,558,100.409148
-5,569,100.74835
-5,641,101.151539
-5,657,101.526379
-5,401,101.754896
-5,519,103.591725
-5,472,103.853393
-5,611,104.198492
-5,526,104.62204
-5,530,104.960345
-5,559,105.3065
-5,486,105.612525
-5,449,105.888384
-4,488,106.198931
-5,726,106.6688
-5,501,107.045542
-4,535,107.433254
-5,550,107.831339
