EpisodesSoFar,loss_vf_loss,EpLenMean,EpThisIter,loss_kl,loss_pol_surr,loss_pol_entpen,TimestepsSoFar,TimeElapsed,ev_tdlam_before,loss_ent,EpRewMean
6,0.019377863,590.5,6,0.009719569,-0.0092969965,0.0,4096,7.651703357696533,-0.06520915031433105,2.0696492,-4.833333333333333
13,0.015606596,592.8461538461538,7,0.008497635,-0.007554843,0.0,8192,14.746724367141724,0.6764614582061768,2.060837,-4.923076923076923
21,0.014678332,566.0,8,0.008735615,-0.009406839,0.0,12288,21.914486408233643,0.7816744148731232,2.0533812,-4.9523809523809526
29,0.018966408,564.8620689655172,8,0.0048139454,-0.008467053,0.0,16384,29.027758598327637,0.764206051826477,2.0460286,-4.931034482758621
36,0.023279134,565.3888888888889,7,0.008155055,-0.008046864,0.0,20480,36.090896129608154,0.7305731773376465,2.0334485,-4.888888888888889
43,0.015435111,561.7209302325581,7,0.008723861,-0.00954524,0.0,24576,43.208181619644165,0.8055655658245087,2.0226192,-4.906976744186046
49,0.017116958,579.530612244898,6,0.0061500245,-0.0073234364,0.0,28672,50.49497151374817,0.7761770486831665,2.0160682,-4.877551020408164
56,0.017645117,582.7321428571429,7,0.006699913,-0.009233199,0.0,32768,57.63011455535889,0.8076076954603195,2.0195663,-4.875
63,0.02038883,583.7619047619048,7,0.006566803,-0.009141477,0.0,36864,64.76423954963684,0.8006487339735031,2.0050244,-4.857142857142857
69,0.018239625,591.9710144927536,6,0.006008786,-0.0076661534,0.0,40960,71.99209904670715,0.7826854139566422,2.0054712,-4.855072463768116
74,0.018143786,601.0540540540541,5,0.004766697,-0.0054713357,0.0,45056,79.17599296569824,0.8004865944385529,2.0022786,-4.837837837837838
81,0.012180374,602.3086419753087,7,0.004527242,-0.004122259,0.0,49152,86.45972108840942,0.8432159125804901,2.01459,-4.851851851851852
88,0.01473842,601.6363636363636,7,0.0036776902,-0.006072499,0.0,53248,93.7043776512146,0.8299650400876999,2.0021183,-4.863636363636363
94,0.018688727,606.0851063829788,6,0.0055202763,-0.009169089,0.0,57344,100.78179907798767,0.8111152946949005,1.9982591,-4.861702127659575
100,0.016531704,607.47,6,0.0057159644,-0.0035591694,0.0,61440,107.90143847465515,0.812145933508873,1.9966059,-4.85
107,0.012767112,609.94,7,0.0063617397,-0.007083298,0.0,65536,115.17385458946228,0.86489337682724,1.9770085,-4.86
113,0.0127189,619.16,6,0.005406865,-0.007047114,0.0,69632,122.60409164428711,0.8482976704835892,1.9654827,-4.85
119,0.015037581,626.42,6,0.005582657,-0.005607242,0.0,73728,130.03475093841553,0.8394512683153152,1.9440956,-4.84
125,0.015970703,630.47,6,0.0056428704,-0.0056495694,0.0,77824,137.4786627292633,0.8131925910711288,1.9418931,-4.82
133,0.014583395,628.96,8,0.0061832103,-0.007470705,0.0,81920,144.84685826301575,0.8488080501556396,1.9615071,-4.85
139,0.014769495,638.07,6,0.0074607907,-0.010173141,0.0,86016,152.18628883361816,0.8304047286510468,1.9242027,-4.85
145,0.012260658,643.02,6,0.0055065504,-0.0036896863,0.0,90112,159.34559226036072,0.8597884327173233,1.9073957,-4.85
151,0.012245757,644.56,6,0.0057572084,-0.008438202,0.0,94208,166.50358653068542,0.860988512635231,1.8908175,-4.85
158,0.012271575,642.91,7,0.006375597,-0.007866131,0.0,98304,173.71857023239136,0.8516350835561752,1.9222367,-4.87
165,0.015490496,640.82,7,0.0056132674,-0.0037433023,0.0,102400,251.19334030151367,0.8401994407176971,1.9269274,-4.89
172,0.014434483,630.48,7,0.006445405,-0.0059243683,0.0,106496,258.6455223560333,0.8581467419862747,1.9093465,-4.89
179,0.013202868,627.0,7,0.0068536266,-0.00580411,0.0,110592,266.09737396240234,0.8434576094150543,1.8673126,-4.89
186,0.013829634,628.53,7,0.0060511003,-0.007445316,0.0,114688,273.3398823738098,0.8161528259515762,1.8968238,-4.88
192,0.0186285,628.5,6,0.0062529556,-0.0074964315,0.0,118784,280.4416012763977,0.7428009212017059,1.887676,-4.87
199,0.013812105,625.51,7,0.007439036,-0.0065872865,0.0,122880,287.8765437602997,0.8227292001247406,1.8714987,-4.88
205,0.017012285,621.88,6,0.008086873,-0.007300392,0.0,126976,295.31219458580017,0.8233398646116257,1.8845341,-4.85
212,0.014117947,620.34,7,0.006102079,-0.008912886,0.0,131072,302.7557044029236,0.8074468225240707,1.8759567,-4.84
218,0.013591849,622.82,6,0.0068550375,-0.009064776,0.0,135168,309.9776084423065,0.8256815820932388,1.8839251,-4.85
225,0.013867217,618.27,7,0.007343485,-0.0060347505,0.0,139264,317.31233072280884,0.8568990081548691,1.8802868,-4.86
231,0.015891751,618.7,6,0.006004614,-0.0076140827,0.0,143360,324.6680386066437,0.8355787396430969,1.8812859,-4.83
237,0.015242523,623.34,6,0.006081833,-0.0076226774,0.0,147456,331.8510785102844,0.8258417844772339,1.8752302,-4.81
245,0.015028029,615.57,8,0.0067122607,-0.00691321,0.0,151552,339.16235184669495,0.8496541827917099,1.8631326,-4.81
252,0.011867481,609.17,7,0.0072493562,-0.0094044525,0.0,155648,346.6810998916626,0.8339439928531647,1.8652493,-4.82
257,0.014076753,614.72,5,0.0070936778,-0.006530878,0.0,159744,353.89071583747864,0.8229270428419113,1.8572515,-4.8
264,0.013438166,618.04,7,0.00676179,-0.00892191,0.0,163840,361.0070276260376,0.8307296186685562,1.888501,-4.8
270,0.013050591,625.11,6,0.0058261617,-0.00719664,0.0,167936,368.4222981929779,0.860309362411499,1.853909,-4.82
276,0.013045871,631.23,6,0.00668177,-0.0060558626,0.0,172032,375.71466302871704,0.8377088308334351,1.8245741,-4.8
282,0.011031579,637.73,6,0.0062143835,-0.007299321,0.0,176128,383.13512992858887,0.8497802913188934,1.8325927,-4.79
289,0.015922118,632.96,7,0.008852735,-0.009670926,0.0,180224,390.58638429641724,0.8184398859739304,1.8431437,-4.79
296,0.012321855,631.52,7,0.0074655144,-0.008268205,0.0,184320,398.04420351982117,0.8579697608947754,1.8135651,-4.81
303,0.015343845,632.42,7,0.007574955,-0.0075135846,0.0,188416,405.2200496196747,0.8183045238256454,1.7889806,-4.82
308,0.014006732,636.63,5,0.007275217,-0.00714998,0.0,192512,412.5358874797821,0.8132913559675217,1.7540641,-4.84
313,0.01829523,643.72,5,0.006818913,-0.005266416,0.0,196608,419.6602394580841,0.8064691126346588,1.773023,-4.83
320,0.013285844,639.33,7,0.006624848,-0.00751788,0.0,200704,496.661826133728,0.7999526709318161,1.7832923,-4.82
326,0.011472004,645.74,6,0.0053243083,-0.0043009026,0.0,204800,503.8535146713257,0.8529387563467026,1.7583666,-4.84
332,0.013580943,649.02,6,0.0058187735,-0.0075383815,0.0,208896,511.07199692726135,0.8204787820577621,1.7661024,-4.83
339,0.016983356,649.01,7,0.0077849794,-0.0075817597,0.0,212992,518.1627445220947,0.8318122625350952,1.7389694,-4.82
346,0.01280628,647.93,7,0.009449129,-0.012047326,0.0,217088,525.5422446727753,0.855288565158844,1.7359251,-4.83
352,0.013873823,651.33,6,0.008452202,-0.00817772,0.0,221184,532.9337673187256,0.8438755571842194,1.7129116,-4.81
358,0.013796987,650.69,6,0.0063781026,-0.004381072,0.0,225280,540.2551081180573,0.8299379497766495,1.7004488,-4.83
364,0.01588314,655.79,6,0.0066898963,-0.0063392012,0.0,229376,547.3651444911957,0.8252722024917603,1.693215,-4.82
370,0.012901322,650.88,6,0.006424905,-0.00942626,0.0,233472,554.5450823307037,0.863495796918869,1.6666728,-4.82
377,0.012230609,649.66,7,0.0067054583,-0.006735176,0.0,237568,561.7891371250153,0.8478155136108398,1.6708103,-4.83
382,0.013154213,652.15,5,0.009176167,-0.009994946,0.0,241664,568.9668531417847,0.8154730349779129,1.6738111,-4.82
389,0.015365887,657.16,7,0.0073134475,-0.006698344,0.0,245760,576.166656255722,0.8144484311342239,1.6867704,-4.82
396,0.012205619,657.23,7,0.0085507175,-0.007865645,0.0,249856,583.3550477027893,0.8544697016477585,1.6663018,-4.81
402,0.011159182,657.36,6,0.007912623,-0.005464737,0.0,253952,590.6132085323334,0.8564093708992004,1.6319995,-4.82
409,0.010577835,648.56,7,0.0055141696,-0.0047900514,0.0,258048,597.8578221797943,0.8711249232292175,1.6223017,-4.83
415,0.015138775,644.88,6,0.006894722,-0.011422761,0.0,262144,605.2097818851471,0.8262723982334137,1.5930407,-4.83
421,0.015763322,649.47,6,0.008997934,-0.007332763,0.0,266240,612.5572092533112,0.8164154589176178,1.6200037,-4.79
428,0.010987116,645.14,7,0.008101473,-0.007795271,0.0,270336,619.6603655815125,0.8565118610858917,1.6196183,-4.8
434,0.011730107,646.1,6,0.0066678803,-0.005747349,0.0,274432,627.1079378128052,0.8278795331716537,1.6010033,-4.82
442,0.011083608,637.91,8,0.007638333,-0.0038016427,0.0,278528,634.5748829841614,0.8601217716932297,1.6241109,-4.85
449,0.012261828,638.94,7,0.0073641925,-0.010535498,0.0,282624,641.8184065818787,0.8658307194709778,1.6524049,-4.85
456,0.011552908,626.42,7,0.008522354,-0.006372828,0.0,286720,649.2649936676025,0.8685103207826614,1.6186936,-4.87
464,0.012680491,616.99,8,0.007612935,-0.0073078633,0.0,290816,656.626886844635,0.8453353047370911,1.6103405,-4.86
470,0.012773856,619.72,6,0.0074785748,-0.0092640985,0.0,294912,663.7523248195648,0.8353203237056732,1.6028132,-4.86
476,0.013007685,614.72,6,0.009237362,-0.006824317,0.0,299008,670.9816641807556,0.8491562604904175,1.5707054,-4.86
481,0.013621251,623.25,5,0.007748992,-0.0068314704,0.0,303104,749.4657959938049,0.8318828195333481,1.536617,-4.85
487,0.013142327,624.51,6,0.0065437206,-0.009871695,0.0,307200,756.9098136425018,0.8288304060697556,1.5589204,-4.87
493,0.014063111,629.49,6,0.008453144,-0.0075948937,0.0,311296,764.3503248691559,0.8459198325872421,1.5177234,-4.84
500,0.013261088,627.41,7,0.0064057615,-0.007605919,0.0,315392,771.5572242736816,0.83735191822052,1.5984261,-4.85
506,0.011529483,629.66,6,0.0063933525,-0.0085762115,0.0,319488,779.0391759872437,0.8705902546644211,1.5379417,-4.85
513,0.010851131,632.25,7,0.0062410547,-0.008244304,0.0,323584,786.5071063041687,0.8726786673069,1.5518602,-4.84
520,0.010041201,622.89,7,0.0052683884,-0.0053643137,0.0,327680,793.9495735168457,0.8774591013789177,1.603881,-4.89
526,0.0142231975,626.41,6,0.0076175733,-0.0052382695,0.0,331776,801.351523399353,0.8308162242174149,1.5559801,-4.88
533,0.014554646,622.53,7,0.00781633,-0.010069951,0.0,335872,808.7898967266083,0.8192759156227112,1.5877199,-4.85
540,0.013051209,628.96,7,0.006535596,-0.0070830123,0.0,339968,816.2056257724762,0.8343863785266876,1.595001,-4.84
546,0.013226886,631.38,6,0.006078461,-0.008263053,0.0,344064,823.6603527069092,0.8354224264621735,1.5621629,-4.83
552,0.0113928355,636.61,6,0.006525985,-0.010407073,0.0,348160,831.126148223877,0.8546378761529922,1.6169382,-4.82
557,0.013433836,648.38,5,0.007667897,-0.00969579,0.0,352256,838.5867283344269,0.8344165831804276,1.6017545,-4.81
564,0.010612647,656.84,7,0.0068087433,-0.0084033515,0.0,356352,846.0503926277161,0.8647209703922272,1.6043473,-4.83
570,0.011636653,657.79,6,0.007441678,-0.006088366,0.0,360448,853.524943113327,0.8357726782560349,1.5992521,-4.82
576,0.00899876,656.76,6,0.0055047083,-0.0046984004,0.0,364544,860.9925756454468,0.8869697004556656,1.602651,-4.83
