loss_pol_surr,loss_pol_entpen,loss_ent,EpThisIter,TimestepsSoFar,loss_kl,TimeElapsed,ev_tdlam_before,EpisodesSoFar,loss_vf_loss,EpRewMean,EpLenMean
-0.012231391,-0.020773005,2.0773005,0,256,0.0021881675,2.236093521118164,0.06060075759887695,0,0.021523146,,
-0.0016889572,-0.020753562,2.075356,0,512,0.00046060234,3.530430555343628,0.16523241996765137,0,0.054644737,,
-0.0017695837,-0.020746335,2.0746336,0,768,0.00020956341,5.2929604053497314,0.6665142476558685,0,0.022187753,,
-0.0011743475,-0.020737574,2.0737574,1,1024,0.00010550581,6.71002459526062,0.5932891368865967,1,0.033126123,-4.0,865.0
