TimestepsSoFar,EpThisIter,EpisodesSoFar,meankl,entloss,optimgain,EpLenMean,TimeElapsed,entropy,explained_variance_tdlam_before,EpRewMean,surrgain
1024,1,1,0.0061403057,0.0,0.03366336,546.0,1.1670937538146973,2.0733533,0.36362403631210327,-5.0,0.03366336
2048,1,2,0.006253242,0.0,0.0402028,583.5,1.8719136714935303,2.0590997,0.4700794816017151,-5.0,0.0402028
3072,2,4,0.005665638,0.0,0.031680048,679.25,2.5776193141937256,2.0539331,0.5104778707027435,-4.75,0.031680048
4096,2,6,0.005821246,0.0,0.035937764,636.8333333333334,3.2824652194976807,2.0518556,0.6855976283550262,-4.833333333333333,0.035937764
5120,2,8,0.006537513,0.0,0.038743824,619.0,3.9867143630981445,2.0462136,0.556524932384491,-4.875,0.038743824
6144,1,9,0.007460279,0.0,0.03795829,634.6666666666666,4.6931445598602295,2.0432804,0.7400108575820923,-4.888888888888889,0.03795829
7168,2,11,0.0070207072,0.0,0.040898215,618.9090909090909,5.398970127105713,2.0426216,0.7108868658542633,-4.909090909090909,0.040898215
8192,2,13,0.007009566,0.0,0.052700616,620.6153846153846,6.2043280601501465,2.03396,0.5096411108970642,-4.846153846153846,0.052700616
9216,1,14,0.0075012785,0.0,0.046227682,639.2142857142857,6.9511096477508545,2.0307178,0.5522970855236053,-4.857142857142857,0.046227682
10240,2,16,0.0066527203,0.0,0.048378967,626.25,7.693345308303833,2.0424838,0.6557701528072357,-4.8125,0.048378967
11264,2,18,0.0062974724,0.0,0.040060174,621.8333333333334,8.438446521759033,2.0311956,0.529427170753479,-4.833333333333333,0.040060174
12288,1,19,0.007068905,0.0,0.040552054,620.0526315789474,9.181585311889648,2.0310173,0.7191775739192963,-4.842105263157895,0.040552054
13312,2,21,0.007132074,0.0,0.049223706,626.3333333333334,10.075388193130493,2.023693,0.5528579950332642,-4.809523809523809,0.049223706
14336,1,22,0.008436939,0.0,0.044448677,629.8636363636364,10.928354263305664,2.0215054,0.6519252955913544,-4.818181818181818,0.044448677
15360,2,24,0.007946235,0.0,0.046186388,634.0,11.814899921417236,2.0148282,0.6953471601009369,-4.791666666666667,0.046186388
16384,1,25,0.0065787686,0.0,0.044700675,628.72,12.705654621124268,2.0063257,0.5679874420166016,-4.8,0.044700675
17408,2,27,0.007256344,0.0,0.04697626,639.0,13.502932071685791,2.0054734,0.7572580426931381,-4.814814814814815,0.04697626
18432,2,29,0.0074143494,0.0,0.041209206,627.1724137931035,14.24483609199524,2.0030732,0.7370176017284393,-4.827586206896552,0.041209206
19456,1,30,0.008257445,0.0,0.048577204,628.1666666666666,14.988073110580444,1.9969702,0.6403800249099731,-4.833333333333333,0.048577204
20480,2,32,0.009309902,0.0,0.050589107,626.875,15.731850385665894,1.9767697,0.739509105682373,-4.84375,0.050589107
21504,2,34,0.0070928345,0.0,0.044626452,622.0294117647059,16.490088939666748,1.9891491,0.7329447269439697,-4.852941176470588,0.044626452
22528,2,36,0.008261114,0.0,0.060814176,622.6111111111111,17.24241352081299,1.9901087,0.5829725861549377,-4.833333333333333,0.060814176
23552,1,37,0.009001153,0.0,0.057018466,629.7027027027027,17.986090898513794,1.9932947,0.6581955850124359,-4.8108108108108105,0.057018466
24576,2,39,0.0075572603,0.0,0.048796706,623.5641025641025,18.727888584136963,1.9762357,0.5842529833316803,-4.82051282051282,0.048796706
25600,2,41,0.008362481,0.0,0.051182628,621.95,19.473365306854248,1.9687116,0.716918408870697,-4.825,0.051182628
26624,2,43,0.0069598057,0.0,0.040337194,612.55,20.218367338180542,1.9658494,0.7654809504747391,-4.85,0.040337194
27648,1,44,0.009871086,0.0,0.058903817,617.2,20.960477113723755,1.9582042,0.44999200105667114,-4.825,0.058903817
28672,2,46,0.0078340005,0.0,0.04564528,618.775,21.70408058166504,1.9676328,0.5729958117008209,-4.825,0.04564528
29696,1,47,0.007641985,0.0,0.049682632,624.175,22.446910858154297,1.9569663,0.7944421917200089,-4.825,0.049682632
30720,2,49,0.009417133,0.0,0.055983182,618.125,23.19740056991577,1.9125817,0.7512155324220657,-4.825,0.055983182
31744,1,50,0.007962917,0.0,0.059121523,620.825,23.941665649414062,1.9284725,0.7438881993293762,-4.825,0.059121523
32768,3,53,0.008237939,0.0,0.04868125,615.1,24.81217670440674,1.9203238,0.7165806591510773,-4.85,0.04868125
33792,1,54,0.008748028,0.0,0.04996089,611.65,25.714547157287598,1.9493666,0.5337308943271637,-4.85,0.04996089
34816,2,56,0.009398775,0.0,0.05258472,609.85,26.615880727767944,1.9269434,0.6735143661499023,-4.875,0.05258472
35840,1,57,0.008390493,0.0,0.047808122,613.225,27.515841722488403,1.9247394,0.6661937832832336,-4.875,0.047808122
36864,2,59,0.008804886,0.0,0.05352187,614.875,28.416107177734375,1.9283847,0.6749843955039978,-4.875,0.05352187
37888,2,61,0.006956026,0.0,0.046165384,605.675,29.310744524002075,1.9153696,0.5991995632648468,-4.9,0.046165384
38912,2,63,0.009197254,0.0,0.05293727,607.825,30.21194076538086,1.8991206,0.5152573585510254,-4.9,0.05293727
39936,2,65,0.008754425,0.0,0.05033893,603.85,31.076691150665283,1.9126983,0.5775595009326935,-4.9,0.05033893
40960,1,66,0.009118598,0.0,0.060551368,602.35,31.947002172470093,1.9198465,0.7306265830993652,-4.9,0.060551368
41984,1,67,0.010019984,0.0,0.06190648,601.1,32.84034085273743,1.931594,0.6832813024520874,-4.9,0.06190648
43008,2,69,0.010078585,0.0,0.056588892,617.55,33.74167490005493,1.9126668,0.6257997751235962,-4.9,0.056588892
44032,1,70,0.010297204,0.0,0.04819203,616.4,34.643479108810425,1.8924866,0.841310903429985,-4.9,0.04819203
45056,2,72,0.013441481,0.0,0.05893216,620.45,36.33950209617615,1.9071054,0.48234695196151733,-4.9,0.05893216
46080,1,73,0.008590901,0.0,0.057067253,619.525,37.80121183395386,1.9023135,0.6651186347007751,-4.9,0.057067253
47104,2,75,0.008337516,0.0,0.06557229,631.65,38.513028621673584,1.8958898,0.578406572341919,-4.85,0.06557229
48128,1,76,0.009386285,0.0,0.056439362,630.125,39.21677589416504,1.8861418,0.49715501070022583,-4.875,0.056439362
49152,2,78,0.009046019,0.0,0.047603745,620.85,39.93286848068237,1.9005446,0.6696873903274536,-4.9,0.047603745
50176,3,81,0.009060368,0.0,0.057730053,616.325,40.63790321350098,1.8984585,0.8223244994878769,-4.9,0.057730053
51200,2,83,0.011026323,0.0,0.047787026,613.825,41.341891288757324,1.8749257,0.7856954038143158,-4.9,0.047787026
52224,1,84,0.009150116,0.0,0.05927226,606.95,42.044623136520386,1.8773634,0.6188351511955261,-4.9,0.05927226
53248,2,86,0.009350138,0.0,0.058123432,606.6,42.81937766075134,1.8315856,0.664157897233963,-4.9,0.058123432
54272,1,87,0.011176791,0.0,0.059599854,604.8,43.682589292526245,1.8551816,0.6186963319778442,-4.9,0.059599854
55296,2,89,0.010034448,0.0,0.058461875,611.525,44.548738956451416,1.8612256,0.6664653718471527,-4.9,0.058461875
56320,2,91,0.009542223,0.0,0.058482647,610.025,45.41481876373291,1.8506314,0.771106481552124,-4.9,0.058482647
57344,2,93,0.008734577,0.0,0.05825931,610.675,46.28001403808594,1.8559719,0.7224607765674591,-4.9,0.05825931
58368,2,95,0.010798615,0.0,0.0716823,609.45,47.14277935028076,1.8078845,0.5716163218021393,-4.875,0.0716823
59392,2,97,0.0092827985,0.0,0.05429449,604.3,48.013587474823,1.8624452,0.73968705534935,-4.875,0.05429449
60416,1,98,0.008507731,0.0,0.057080302,601.1,48.882728815078735,1.85554,0.7167379558086395,-4.875,0.057080302
61440,2,100,0.008526852,0.0,0.054718234,605.875,49.71940875053406,1.8196328,0.76780666410923,-4.85,0.054718234
62464,2,102,0.010491202,0.0,0.052067265,599.975,50.4626784324646,1.8568065,0.6517081558704376,-4.875,0.052067265
63488,2,104,0.009519086,0.0,0.047126777,598.525,51.20767593383789,1.8655224,0.7203953564167023,-4.875,0.047126777
64512,2,106,0.008679908,0.0,0.05809046,589.9,51.94886326789856,1.8694761,0.6382203996181488,-4.875,0.05809046
65536,2,108,0.009005848,0.0,0.05422988,580.1,52.69163513183594,1.8490257,0.6749562621116638,-4.875,0.05422988
66560,2,110,0.008648984,0.0,0.06611772,573.025,53.43582463264465,1.8338516,0.7032058537006378,-4.875,0.06611772
67584,1,111,0.01032502,0.0,0.06238254,574.875,54.18061113357544,1.8498744,0.5517323613166809,-4.875,0.06238254
68608,2,113,0.009659933,0.0,0.062353924,569.5,54.92199730873108,1.8533087,0.7159082293510437,-4.875,0.062353924
69632,2,115,0.007935511,0.0,0.06077275,559.55,55.665902853012085,1.8721426,0.7970892786979675,-4.925,0.06077275
70656,1,116,0.008798493,0.0,0.06250758,564.225,56.4080548286438,1.8686965,0.7698957473039627,-4.925,0.06250758
71680,2,118,0.00906028,0.0,0.060579777,566.975,57.14978075027466,1.8652598,0.7821124047040939,-4.925,0.060579777
72704,2,120,0.009409627,0.0,0.043907657,570.325,57.89120435714722,1.8853719,0.808371052145958,-4.925,0.043907657
73728,2,122,0.009160286,0.0,0.056531336,568.675,58.63416862487793,1.873308,0.6966408789157867,-4.925,0.056531336
74752,2,124,0.010446307,0.0,0.06084453,571.25,59.37824821472168,1.8556517,0.7703079432249069,-4.95,0.06084453
75776,2,126,0.010993841,0.0,0.05304338,567.275,60.12176823616028,1.8496771,0.7905028760433197,-4.95,0.05304338
76800,2,128,0.009187825,0.0,0.048155595,556.55,60.866060972213745,1.8201177,0.6989855170249939,-4.95,0.048155595
77824,1,129,0.009625338,0.0,0.057559147,562.425,61.61047339439392,1.7997968,0.752050369977951,-4.925,0.057559147
78848,2,131,0.008915785,0.0,0.054628998,561.575,62.355183124542236,1.8357136,0.7624143660068512,-4.925,0.054628998
79872,1,132,0.008624677,0.0,0.05972998,567.275,63.10039019584656,1.8572199,0.7865144610404968,-4.925,0.05972998
80896,2,134,0.009115071,0.0,0.056083784,572.1,63.84313416481018,1.8379743,0.7813861519098282,-4.925,0.056083784
