policy_entropy,total_timesteps,explained_variance,nupdates,fps,value_loss
2.0794403553009033,5,-497.043701171875,1,9,0.07800737768411636
2.0794339179992676,500,-161.76536560058594,100,220,0.04720814898610115
2.0794191360473633,1000,-449.8426208496094,200,232,0.044772613793611526
