EpThisIter,surrgain,explained_variance_tdlam_before,entloss,entropy,EpLenMean,EpRewMean,TimestepsSoFar,TimeElapsed,EpisodesSoFar,meankl,optimgain
1,0.01056066,-0.2008056640625,0.0,1.789254,556.0,-4.0,1024,6.860088348388672,1,0.0025291364,0.01056066
2,0.0152007025,0.001003265380859375,0.0,1.7881057,626.6666666666666,-3.6666666666666665,2048,11.847164154052734,3,0.0037051104,0.0152007025
2,0.0058995993,0.14807820320129395,0.0,1.7859564,611.6,-4.2,3072,16.702377557754517,5,0.004394926,0.0058995993
0,0.011191716,0.09403377771377563,0.0,1.7846968,611.6,-4.2,4096,20.55463719367981,5,0.005261508,0.011191716
2,0.017832475,0.37638264894485474,0.0,1.7845701,729.0,-4.285714285714286,5120,25.591408729553223,7,0.00653486,0.017832475
