TimeElapsed,loss_kl,EpThisIter,loss_pol_entpen,TimestepsSoFar,loss_ent,ev_tdlam_before,EpLenMean,loss_vf_loss,EpRewMean,EpisodesSoFar,loss_pol_surr
4.156412363052368,0.006098983,6,0.0,4096,2.073254,-0.5639966726303101,628.8333333333334,0.0136004,-5.0,6,-0.009953581
8.210144996643066,0.008607382,7,0.0,8192,2.0651069,0.7167877554893494,599.2307692307693,0.014096599,-4.923076923076923,13,-0.010652801
12.271081924438477,0.005644332,8,0.0,12288,2.0626137,0.8365892618894577,579.3333333333334,0.012901091,-4.9523809523809526,21,-0.008481536
15.992077589035034,0.007348343,6,0.0,16384,2.041217,0.7436164319515228,600.8518518518518,0.020229483,-4.888888888888889,27,-0.008842117
19.63607096672058,0.0074681514,7,0.0,20480,2.0402827,0.812307745218277,596.8235294117648,0.01691884,-4.882352941176471,34,-0.011058094
23.33925199508667,0.0075592166,6,0.0,24576,2.037412,0.8325372189283371,598.7,0.014386286,-4.9,40,-0.012167244
27.077978372573853,0.008069464,8,0.0,28672,2.005768,0.8073252141475677,590.1458333333334,0.014643889,-4.916666666666667,48,-0.010004389
30.966219902038574,0.006758088,7,0.0,32768,2.0105612,0.822480633854866,588.6181818181818,0.016361788,-4.909090909090909,55,-0.011045328
35.023555517196655,0.0081127295,8,0.0,36864,1.9955425,0.8350353091955185,582.6666666666666,0.014280471,-4.920634920634921,63,-0.0101880655
39.08172798156738,0.008355665,7,0.0,40960,1.9813566,0.8010773360729218,580.2285714285714,0.016804853,-4.914285714285715,70,-0.0122955395
43.13601088523865,0.007898987,6,0.0,45056,1.9894136,0.8106516003608704,580.8157894736842,0.017934,-4.921052631578948,76,-0.010784521
47.193662881851196,0.0077258297,8,0.0,49152,1.989585,0.834392324090004,584.3095238095239,0.015473345,-4.892857142857143,84,-0.012595295
51.253971099853516,0.0070603197,6,0.0,53248,1.9558382,0.803442656993866,589.4333333333333,0.016177515,-4.888888888888889,90,-0.01010537
55.30820655822754,0.007339306,6,0.0,57344,1.9471508,0.7953073084354401,592.28125,0.01927897,-4.875,96,-0.012455214
59.331461906433105,0.0063189636,7,0.0,61440,1.9333225,0.8372541964054108,591.13,0.015450466,-4.87,103,-0.01186174
63.00993371009827,0.0075612664,7,0.0,65536,1.911233,0.8319825083017349,591.26,0.016929055,-4.86,110,-0.011292331
66.66057300567627,0.007576924,7,0.0,69632,1.8985083,0.8378584980964661,592.93,0.016214123,-4.85,117,-0.013069163
70.32561755180359,0.0064908876,6,0.0,73728,1.8868365,0.8360438048839569,596.24,0.011722255,-4.86,123,-0.011679842
73.97601509094238,0.0069980756,7,0.0,77824,1.8670791,0.8406894505023956,597.33,0.013485727,-4.87,130,-0.011727364
77.63579845428467,0.008287098,7,0.0,81920,1.838154,0.7970659136772156,596.88,0.018359499,-4.86,137,-0.013638407
81.35988259315491,0.0059328144,6,0.0,86016,1.8137338,0.8183968365192413,597.53,0.0145856375,-4.84,143,-0.013048627
85.05015206336975,0.007852809,7,0.0,90112,1.832039,0.8187160789966583,601.46,0.016036592,-4.82,150,-0.013748753
88.69073128700256,0.0054986575,6,0.0,94208,1.8031986,0.7956186830997467,609.4,0.016288437,-4.81,156,-0.010340706
92.41952538490295,0.0055104517,7,0.0,98304,1.8003752,0.8425871431827545,613.96,0.012184856,-4.81,163,-0.01074677
135.98367071151733,0.005936834,6,0.0,102400,1.7917786,0.8546016067266464,617.16,0.010841116,-4.82,169,-0.012482565
140.02733731269836,0.0070443563,8,0.0,106496,1.7921823,0.834624394774437,613.14,0.013417774,-4.83,177,-0.013582576
143.87017846107483,0.008389983,6,0.0,110592,1.7791518,0.8446398675441742,617.95,0.011455448,-4.83,183,-0.014570753
147.52083706855774,0.007178143,6,0.0,114688,1.7846348,0.8251416087150574,615.14,0.011997737,-4.83,189,-0.014039148
