optimgain,surrgain,explained_variance_tdlam_before,EpLenMean,EpThisIter,TimeElapsed,meankl,entropy,EpisodesSoFar,EpRewMean,TimestepsSoFar,entloss
0.0059114383,0.0059114383,0.8354056179523468,603.0,2,107.34070682525635,0.011886707,2.0331883,123,-0.525,76800,0.0
0.02249718,0.02249718,0.6909795701503754,603.075,2,108.5830466747284,0.014334915,2.027296,125,-0.275,77824,0.0
0.013544226,0.013544226,0.8908362239599228,606.975,1,109.86560606956482,0.014279138,2.0319068,126,-0.125,78848,0.0
0.011427014,0.011427014,0.8218579441308975,616.825,2,111.1475019454956,0.01177506,2.0360472,128,-0.1,79872,0.0
0.008466359,0.008466359,0.8732440769672394,612.0,1,112.41795516014099,0.012666085,1.9935942,129,-0.15,80896,0.0
0.010919888,0.010919888,0.8456202000379562,617.25,2,113.68822503089905,0.011067558,2.026409,131,-0.175,81920,0.0
0.027399272,0.027399272,0.848399743437767,627.225,1,114.93439269065857,0.013588347,2.0102007,132,-0.1,82944,0.0
0.00063756667,0.00063756667,0.8218215852975845,619.875,2,116.34825086593628,0.012494496,2.017623,134,-0.125,83968,0.0
0.014305657,0.014305657,0.8412073403596878,619.45,2,117.56551098823547,0.014025545,2.005731,136,-0.125,84992,0.0
0.0128836725,0.0128836725,0.8883230686187744,612.95,1,118.83523511886597,0.013411391,2.037905,137,0.05,86016,0.0
0.014843848,0.014843848,0.750616267323494,610.825,2,120.1022400856018,0.013302182,1.9879336,139,-0.075,87040,0.0
0.01083063,0.01083063,0.87199467420578,613.525,1,121.42724633216858,0.014738224,1.9906192,140,-0.05,88064,0.0
0.012394026,0.012394026,0.5858794748783112,622.45,2,122.70721530914307,0.013477666,1.9977368,142,0.05,89088,0.0
0.010700271,0.010700271,0.8759762868285179,620.075,2,123.9984929561615,0.013337286,2.0099225,144,0.175,90112,0.0
0.015023105,0.015023105,0.718923956155777,625.15,1,125.27065682411194,0.014246861,2.0075364,145,0.025,91136,0.0
0.006462235,0.006462235,0.9065210819244385,632.775,2,126.5465452671051,0.012250189,2.0194805,147,0.075,92160,0.0
0.010380181,0.010380181,0.8848470598459244,638.1,1,127.8384575843811,0.013659218,2.0124922,148,0.15,93184,0.0
0.019609112,0.019609112,0.846980482339859,638.425,2,129.1397635936737,0.012950834,2.0165067,150,0.175,94208,0.0
0.00038148742,0.00038148742,0.8555634021759033,628.825,2,130.4326729774475,0.014006126,2.0107713,152,0.075,95232,0.0
0.0100391805,0.0100391805,0.8641735017299652,625.875,2,131.6796910762787,0.013911466,2.0202365,154,0.175,96256,0.0
0.009273641,0.009273641,0.79555943608284,630.05,2,133.0201256275177,0.014623401,1.9898484,156,0.325,97280,0.0
0.018727627,0.018727627,0.8269797265529633,631.85,1,134.31623530387878,0.014695555,1.9926479,157,0.325,98304,0.0
0.015551373,0.015551373,0.8768116533756256,621.075,2,135.61505484580994,0.012537358,2.0083818,159,0.15,99328,0.0
0.009452557,0.009452557,0.8255491256713867,624.35,1,205.7263970375061,0.014508227,2.008924,160,0.275,100352,0.0
0.008812219,0.008812219,0.9102070406079292,634.475,1,208.5438756942749,0.013340198,2.0079455,161,0.225,101376,0.0
0.002828435,0.002828435,0.8839383646845818,635.275,2,212.7514705657959,0.014502133,2.0022798,163,-0.1,102400,0.0
0.011586143,0.011586143,0.7912921458482742,641.65,2,217.1865212917328,0.014359662,2.0052025,165,-0.15,103424,0.0
0.0042719617,0.0042719617,0.9038051590323448,637.65,1,220.3363881111145,0.014064516,1.9974928,166,-0.15,104448,0.0
0.0077720946,0.0077720946,0.895893394947052,636.55,2,224.6021809577942,0.014456046,1.9946704,168,-0.25,105472,0.0
0.031669382,0.031669382,0.8263450562953949,645.125,1,228.05354475975037,0.01468572,1.9951233,169,-0.15,106496,0.0
0.01897373,0.01897373,0.8535689413547516,632.1,2,232.0595498085022,0.0142590515,2.004669,171,-0.375,107520,0.0
0.01363999,0.01363999,0.8612196892499924,628.075,2,237.3983018398285,0.013936451,2.0026968,173,-0.35,108544,0.0
0.008145334,0.008145334,0.8974864855408669,625.05,1,240.37002635002136,0.013648558,1.9960134,174,-0.375,109568,0.0
0.018113563,0.018113563,0.822003960609436,626.825,2,245.08894729614258,0.01335911,2.0123816,176,-0.1,110592,0.0
0.018297577,0.018297577,0.8635956048965454,628.975,2,249.80421566963196,0.014318828,1.980794,178,-0.05,111616,0.0
0.024787694,0.024787694,0.8969961330294609,628.8,2,254.03117156028748,0.0140181165,1.9705875,180,0.175,112640,0.0
0.025862908,0.025862908,0.9044172614812851,626.675,1,257.0347080230713,0.013097131,1.9578553,181,0.2,113664,0.0
0.01611143,0.01611143,0.8193389177322388,626.075,2,261.21141600608826,0.014836693,1.9963135,183,0.25,114688,0.0
0.015534674,0.015534674,0.8858184218406677,628.65,1,264.80931305885315,0.013051275,1.9698956,184,0.225,115712,0.0
0.0061167586,0.0061167586,0.8449788242578506,629.25,2,268.8382041454315,0.014495168,1.9951477,186,0.075,116736,0.0
0.007277531,0.007277531,0.857002854347229,624.925,2,272.8075325489044,0.012178915,1.955138,188,0.025,117760,0.0
0.0072975038,0.0072975038,0.8600177615880966,627.8,1,275.792799949646,0.012077529,1.9570143,189,-0.1,118784,0.0
0.006123573,0.006123573,0.822815790772438,630.4,2,280.58846950531006,0.012887362,1.9719898,191,-0.075,119808,0.0
0.0074513406,0.0074513406,0.8813516572117805,638.175,1,283.5561754703522,0.013718059,1.971752,192,-0.25,120832,0.0
0.008940034,0.008940034,0.8577726483345032,643.4,2,287.63173246383667,0.012530224,1.969589,194,-0.525,121856,0.0
0.025101246,0.025101246,0.8969013467431068,631.425,2,291.66344594955444,0.014293177,1.9608166,196,-0.525,122880,0.0
0.00484889,0.00484889,0.8545399159193039,629.525,2,296.238742351532,0.012049057,1.9842534,198,-0.45,123904,0.0
0.011806854,0.011806854,0.8559746593236923,631.375,1,299.2560124397278,0.013488468,1.937108,199,-0.425,124928,0.0
0.015570401,0.015570401,0.8458886444568634,627.1,2,304.21256732940674,0.012676523,1.9758089,201,-0.4,125952,0.0
0.018456127,0.018456127,0.8419541865587234,626.2,2,308.46704745292664,0.014122652,1.9604602,203,-0.425,126976,0.0
0.017950984,0.017950984,0.8798988088965416,619.475,1,311.4635467529297,0.014565098,1.9763695,204,-0.525,128000,0.0
0.013466834,0.013466834,0.8571119755506516,622.475,2,315.761515378952,0.012796741,1.9680132,206,-0.7,129024,0.0
-0.006737233,-0.006737233,0.8675473630428314,619.1,2,320.1047399044037,0.015316922,1.9769704,208,-0.75,130048,0.0
0.005791192,0.005791192,0.8338946998119354,615.525,1,323.46123361587524,0.014307411,1.9829135,209,-0.65,131072,0.0
0.0030974327,0.0030974327,0.9008446484804153,621.5,2,327.882043838501,0.014723994,1.9723686,211,-0.6,132096,0.0
0.013945187,0.013945187,0.8462668657302856,619.7,1,331.77279138565063,0.014797067,1.9913938,212,-0.525,133120,0.0
0.006535126,0.006535126,0.8604722768068314,629.425,2,335.88748717308044,0.013396084,1.9759413,214,-0.6,134144,0.0
0.018612612,0.018612612,0.8219206929206848,624.5,2,340.2623302936554,0.013709702,1.9602656,216,-0.725,135168,0.0
0.0121627655,0.0121627655,0.8810627162456512,628.65,1,343.1765010356903,0.012833186,1.9793977,217,-0.775,136192,0.0
0.013002708,0.013002708,0.8532384485006332,624.45,2,347.54815649986267,0.0140305115,1.9772564,219,-1.05,137216,0.0
0.019363698,0.019363698,0.8899054676294327,619.725,2,352.3882534503937,0.013999544,1.9832981,221,-0.975,138240,0.0
0.011105512,0.011105512,0.8701075911521912,612.125,2,357.08634996414185,0.014111936,1.9766448,223,-0.925,139264,0.0
0.011295706,0.011295706,0.7923212051391602,614.9,1,360.4401738643646,0.012327414,1.978024,224,-0.95,140288,0.0
0.014677631,0.014677631,0.8563309758901596,613.8,2,364.5663113594055,0.012101317,1.9908389,226,-0.975,141312,0.0
0.010735623,0.010735623,0.7011662125587463,615.45,2,369.98415207862854,0.012129586,1.9867297,228,-0.8,142336,0.0
0.0106188115,0.0106188115,0.9083088412880898,619.675,1,372.87904357910156,0.011583791,1.9751948,229,-0.775,143360,0.0
0.00040958147,0.00040958147,0.8776761144399643,619.425,1,376.0199770927429,0.012194984,1.970381,230,-0.775,144384,0.0
0.012428884,0.012428884,0.8142669051885605,627.3,2,380.2700572013855,0.012745051,1.9722412,232,-0.7,145408,0.0
0.003969347,0.003969347,0.905008539557457,623.825,1,383.28017711639404,0.013568291,1.9884171,233,-0.725,146432,0.0
0.015326021,0.015326021,0.9047778770327568,634.3,2,387.8889241218567,0.013571443,1.9679444,235,-0.55,147456,0.0
0.011004284,0.011004284,0.8761633336544037,639.275,1,391.05622696876526,0.013217572,1.9795182,236,-0.725,148480,0.0
0.01746329,0.01746329,0.9038225337862968,640.75,2,395.10547280311584,0.01357579,1.9898096,238,-0.775,149504,0.0
0.0087552685,0.0087552685,0.8918684273958206,637.475,2,399.1558563709259,0.012062777,1.9950514,240,-0.9,150528,0.0
0.011970034,0.011970034,0.8272257596254349,630.675,1,402.3702700138092,0.012582874,1.9911656,241,-1.0,151552,0.0
0.015807599,0.015807599,0.8191892951726913,627.85,2,406.5520324707031,0.014728768,1.9942503,243,-0.625,152576,0.0
0.01588343,0.01588343,0.8243664354085922,631.175,2,412.26476645469666,0.01363462,1.9921165,245,-0.475,153600,0.0
0.015920453,0.015920453,0.8661742806434631,632.975,1,415.291864156723,0.011565886,2.0109525,246,-0.325,154624,0.0
0.010808301,0.010808301,0.8352198004722595,630.475,2,419.74848222732544,0.01353232,1.9907587,248,-0.2,155648,0.0
0.018860154,0.018860154,0.7995750308036804,636.05,1,422.7545030117035,0.013744156,2.0051117,249,-0.25,156672,0.0
0.0065823942,0.0065823942,0.8106059730052948,643.075,2,426.8795566558838,0.012381261,1.9926805,251,-0.175,157696,0.0
0.0136004705,0.0136004705,0.8901509121060371,643.675,1,429.7159101963043,0.012874838,2.0004995,252,-0.25,158720,0.0
0.0050490526,0.0050490526,0.8546648472547531,640.55,2,433.91010880470276,0.013553623,1.9914217,254,-0.05,159744,0.0
0.010429228,0.010429228,0.8626369833946228,640.9,1,436.87007904052734,0.014035899,1.978726,255,-0.225,160768,0.0
0.009701455,0.009701455,0.9135390222072601,642.55,2,441.05691862106323,0.01279358,1.9976575,257,-0.175,161792,0.0
0.011083158,0.011083158,0.8609188199043274,645.025,1,444.09120082855225,0.012808517,1.9852221,258,-0.15,162816,0.0
0.012781303,0.012781303,0.8920130059123039,646.975,2,448.0979804992676,0.013639985,1.9766976,260,-0.225,163840,0.0
0.01240617,0.01240617,0.6948774755001068,654.1,2,452.0109272003174,0.011971688,1.9823529,262,-0.475,164864,0.0
0.003999198,0.003999198,0.8268290162086487,658.725,1,454.9052355289459,0.013981393,1.9828582,263,-0.55,165888,0.0
0.015523093,0.015523093,0.8919480293989182,656.525,2,459.1923522949219,0.014062953,1.9759649,265,-0.55,166912,0.0
0.009189602,0.009189602,0.8848458230495453,662.775,1,462.3828341960907,0.014582008,1.9935329,266,-0.475,167936,0.0
0.009262789,0.009262789,0.8819487392902374,664.225,2,468.7206757068634,0.014654465,1.9584713,268,-0.4,168960,0.0
0.020494312,0.020494312,0.786836713552475,659.05,1,471.7680130004883,0.014576286,1.9711984,269,-0.3,169984,0.0
0.0077016316,0.0077016316,0.8857974857091904,651.375,2,475.9462699890137,0.013152048,1.9829948,271,-0.225,171008,0.0
0.010522373,0.010522373,0.8839944079518318,652.1,2,480.04591512680054,0.01371204,1.9890285,273,0.025,172032,0.0
0.010691147,0.010691147,0.8773238360881805,652.9,1,483.0984184741974,0.0142230885,1.9595182,274,-0.025,173056,0.0
0.0025596898,0.0025596898,0.8476708680391312,643.6,2,487.28875732421875,0.013985265,1.9683293,276,0.1,174080,0.0
0.0070690606,0.0070690606,0.8418422192335129,649.675,1,490.2585480213165,0.01353376,1.9641478,277,0.15,175104,0.0
0.0033702836,0.0033702836,0.8999209478497505,648.125,2,494.458300113678,0.013909403,1.9631462,279,0.35,176128,0.0
0.006617163,0.006617163,0.8889402076601982,649.975,2,499.28235363960266,0.013691868,1.9753747,281,0.475,177152,0.0
0.012128647,0.012128647,0.86893630027771,650.15,2,504.06789350509644,0.014646281,1.9727962,283,0.225,178176,0.0
0.00095474254,0.00095474254,0.8927694782614708,650.525,1,507.0924105644226,0.013919805,1.9655616,284,0.175,179200,0.0
0.0015861876,0.0015861876,0.864476278424263,649.575,2,511.0898320674896,0.013790758,1.9685507,286,-0.025,180224,0.0
0.009122569,0.009122569,0.7853363305330276,650.2,1,514.1259918212891,0.014832819,1.9899307,287,-0.025,181248,0.0
0.011496538,0.011496538,0.8764676973223686,647.8,2,518.5045330524445,0.01397043,1.9683776,289,-0.025,182272,0.0
-0.00059164874,-0.00059164874,0.911530077457428,642.225,1,521.7398412227631,0.01405389,1.9706733,290,0.05,183296,0.0
0.009531688,0.009531688,0.788000077009201,638.425,2,526.351535320282,0.014588898,1.9740585,292,0.025,184320,0.0
0.016832985,0.016832985,0.8386048078536987,638.375,2,531.0546300411224,0.014780645,1.9745085,294,0.0,185344,0.0
0.00448092,0.00448092,0.7486166059970856,641.875,1,534.2267146110535,0.014655989,1.982065,295,0.125,186368,0.0
0.0037423568,0.0037423568,0.8550595492124557,642.125,2,542.0808773040771,0.014680989,1.9134483,297,0.3,187392,0.0
0.012923139,0.012923139,0.8745459318161011,643.225,1,545.4626276493073,0.013300858,1.9645452,298,0.3,188416,0.0
0.008067839,0.008067839,0.8947369083762169,647.575,2,549.7641324996948,0.014121899,1.966214,300,0.35,189440,0.0
0.012592961,0.012592961,0.8576390743255615,644.9,1,553.1540651321411,0.014019858,1.906178,301,0.475,190464,0.0
0.0052772947,0.0052772947,0.8122913539409637,644.425,2,557.6957335472107,0.013507074,1.9232173,303,0.625,191488,0.0
0.0037314012,0.0037314012,0.7692864686250687,640.025,2,562.1371030807495,0.013435922,1.9553682,305,0.5,192512,0.0
0.013348119,0.013348119,0.8904244899749756,638.275,1,565.2087557315826,0.014786715,1.9846246,306,0.6,193536,0.0
0.0034973677,0.0034973677,0.7682136595249176,643.025,2,569.2847447395325,0.014625685,1.9489024,308,0.425,194560,0.0
0.008429806,0.008429806,0.8510354161262512,644.0,1,572.1827218532562,0.014124952,1.9679565,309,0.4,195584,0.0
0.007889677,0.007889677,0.9061832502484322,642.1,2,576.7325630187988,0.015308913,1.9654088,311,0.325,196608,0.0
0.004477636,0.004477636,0.8736105710268021,645.925,1,579.7162945270538,0.014138546,1.9308115,312,0.225,197632,0.0
0.011169478,0.011169478,0.8024979829788208,645.75,1,583.4746780395508,0.014930276,1.8968496,313,0.15,198656,0.0
0.004995284,0.004995284,0.8770803213119507,652.65,2,587.9768371582031,0.014257906,1.9532862,315,0.25,199680,0.0
0.01001025,0.01001025,0.8634839057922363,665.75,1,828.7682819366455,0.014772353,1.9325644,316,0.05,200704,0.0
0.012001493,0.012001493,0.8682916909456253,659.275,2,1273.8454480171204,0.014769465,1.9387288,318,0.15,201728,0.0
0.00385526,0.00385526,0.7974193692207336,659.95,1,1276.7867481708527,0.0155735025,1.9482403,319,0.05,202752,0.0
0.0042901933,0.0042901933,0.810836985707283,663.275,1,1279.7285265922546,0.013718673,1.9439079,320,0.025,203776,0.0
0.0070147905,0.0070147905,0.9084625765681267,679.375,2,1284.1540393829346,0.014605097,1.9577603,322,0.25,204800,0.0
0.0012882468,0.0012882468,0.8721835762262344,681.0,1,1287.0521166324615,0.014165529,1.9597743,323,0.25,205824,0.0
0.004009085,0.004009085,0.8525497615337372,680.125,2,1291.2209658622742,0.014319518,1.9569435,325,0.475,206848,0.0
0.0032470175,0.0032470175,0.825357586145401,680.925,1,1294.3359808921814,0.0146505805,1.9533981,326,0.4,207872,0.0
0.0065609384,0.0065609384,0.9039891809225082,680.225,2,1298.6237869262695,0.014497066,1.9374676,328,0.4,208896,0.0
0.005639317,0.005639317,0.8936609104275703,682.2,2,1303.2539494037628,0.014886989,1.9554927,330,0.3,209920,0.0
0.0048626615,0.0048626615,0.8150050193071365,673.775,2,1307.8743693828583,0.014938497,1.957284,332,0.15,210944,0.0
0.0061668404,0.0061668404,0.9106551557779312,670.175,1,1310.8078343868256,0.01474074,1.9452956,333,0.2,211968,0.0
0.014119588,0.014119588,0.8380893021821976,674.025,2,1315.1004576683044,0.0149268275,1.9524276,335,0.175,212992,0.0
0.015705764,0.015705764,0.8828790485858917,670.95,2,1319.7193882465363,0.014412574,1.9373562,337,0.15,214016,0.0
0.009422713,0.009422713,0.9207343384623528,666.95,1,1322.585501909256,0.014431563,1.940891,338,0.275,215040,0.0
-0.001459609,-0.001459609,0.8477566689252853,666.6,2,1326.9294378757477,0.015458678,1.9547833,340,0.2,216064,0.0
0.008590618,0.008590618,0.8159561008214951,666.85,1,1330.0121901035309,0.01459639,1.9321613,341,0.175,217088,0.0
0.012940022,0.012940022,0.8636354804039001,666.475,2,1334.944536447525,0.014775913,1.9389223,343,0.025,218112,0.0
-0.0011376813,-0.0011376813,0.8531530946493149,666.6,1,1338.6478288173676,0.014914656,1.9152048,344,-0.025,219136,0.0
0.010234028,0.010234028,0.8833334743976593,672.15,2,1342.8819870948792,0.013632521,1.9299316,346,0.05,220160,0.0
0.0033658408,0.0033658408,0.9008375555276871,664.375,2,1347.0639979839325,0.014810006,1.9260514,348,-0.05,221184,0.0
0.001575951,0.001575951,0.7637936472892761,670.15,1,1350.0777444839478,0.014192916,1.9585062,349,-0.05,222208,0.0
0.005434392,0.005434392,0.9065660089254379,668.25,1,1353.2033898830414,0.014914963,1.9287375,350,-0.05,223232,0.0
0.013410508,0.013410508,0.9055619612336159,667.45,2,1357.56578540802,0.01491843,1.9268641,352,-0.025,224256,0.0
-0.0058847424,-0.0058847424,0.7240921556949615,661.175,2,1362.3366684913635,0.01639956,1.94279,354,-0.15,225280,0.0
0.00177873,0.00177873,0.8279235810041428,641.825,2,1366.384187221527,0.016047822,1.9339627,356,-0.225,226304,0.0
-0.003903912,-0.003903912,0.812985971570015,642.0,1,1369.2899115085602,0.014711982,1.9595888,357,-0.3,227328,0.0
0.008844356,0.008844356,0.8871025592088699,649.15,2,1373.4647333621979,0.014823845,1.9549068,359,-0.35,228352,0.0
