TimestepsSoFar,EpThisIter,EpisodesSoFar,meankl,entloss,optimgain,EpLenMean,TimeElapsed,entropy,explained_variance_tdlam_before,EpRewMean,surrgain
1024,1,1,0.007296482,0.0,0.03209868,556.0,1.3657371997833252,2.0722668,-2.4352474212646484,-4.0,0.03209868
2048,2,3,0.006824015,0.0,0.03416777,578.0,2.0721077919006348,2.0641513,-0.12253808975219727,-4.333333333333333,0.03416777
3072,2,5,0.0065667536,0.0,0.042437356,610.4,2.7790145874023438,2.0568333,0.4104154109954834,-4.6,0.042437356
4096,1,6,0.008260839,0.0,0.046488043,638.8333333333334,3.488168239593506,2.0426111,0.35570162534713745,-4.666666666666667,0.046488043
5120,1,7,0.0072594844,0.0,0.040134184,647.1428571428571,4.196861267089844,2.0379105,0.5664636492729187,-4.714285714285714,0.040134184
6144,2,9,0.0072710495,0.0,0.04300125,651.4444444444445,4.9024786949157715,2.037862,0.5646281838417053,-4.777777777777778,0.04300125
7168,2,11,0.006840784,0.0,0.042095236,645.3636363636364,5.6108667850494385,2.0195827,0.6674611270427704,-4.818181818181818,0.042095236
8192,1,12,0.0061739255,0.0,0.037351407,640.1666666666666,6.31719446182251,2.0194573,0.7437514960765839,-4.833333333333333,0.037351407
9216,2,14,0.00784704,0.0,0.046664424,645.0714285714286,7.0241920948028564,2.0249226,0.6497191488742828,-4.857142857142857,0.046664424
10240,1,15,0.008198388,0.0,0.051445782,666.4,7.730047702789307,2.0169308,0.5855676829814911,-4.866666666666666,0.051445782
11264,2,17,0.007941576,0.0,0.04785135,658.1176470588235,8.434262752532959,2.013134,0.6129746735095978,-4.823529411764706,0.04785135
12288,1,18,0.0076172226,0.0,0.05250306,644.9444444444445,9.139870405197144,2.008041,0.527844250202179,-4.833333333333333,0.05250306
13312,2,20,0.008098522,0.0,0.044826284,648.35,9.845774412155151,2.0085309,0.723719596862793,-4.8,0.044826284
14336,2,22,0.007415908,0.0,0.041823756,641.9090909090909,10.552979230880737,1.9937792,0.416199266910553,-4.818181818181818,0.041823756
15360,2,24,0.008779371,0.0,0.05756668,634.2083333333334,11.260471105575562,1.9955193,0.5927749276161194,-4.833333333333333,0.05756668
16384,1,25,0.008764172,0.0,0.04848558,642.36,11.962929487228394,1.9902931,0.5462000072002411,-4.84,0.04848558
17408,2,27,0.008481747,0.0,0.047566492,632.6296296296297,12.668559074401855,1.9720008,0.6284234821796417,-4.851851851851852,0.047566492
18432,2,29,0.008311694,0.0,0.047184143,632.3793103448276,13.376439332962036,1.9599261,0.6070164442062378,-4.862068965517241,0.047184143
19456,2,31,0.007867133,0.0,0.049388304,624.4516129032259,14.080536365509033,1.9872248,0.5471826195716858,-4.870967741935484,0.049388304
20480,1,32,0.009077765,0.0,0.05962623,619.375,14.787319660186768,1.9930648,0.5289791524410248,-4.875,0.05962623
21504,2,34,0.008428715,0.0,0.05083261,620.9411764705883,15.49480128288269,1.993648,0.5745000243186951,-4.852941176470588,0.05083261
22528,1,35,0.009036759,0.0,0.05001491,628.0571428571428,16.196914434432983,1.9686358,0.6875669360160828,-4.828571428571428,0.05001491
23552,2,37,0.007599736,0.0,0.051503114,625.6756756756756,16.900991916656494,1.964916,0.7818287909030914,-4.837837837837838,0.051503114
24576,2,39,0.010396212,0.0,0.059402063,625.4102564102565,17.60783815383911,1.9543839,0.3402004837989807,-4.82051282051282,0.059402063
25600,2,41,0.00864744,0.0,0.051548097,625.15,18.311304569244385,1.9632363,0.6227764189243317,-4.85,0.051548097
26624,1,42,0.008583274,0.0,0.044167556,622.175,19.016804456710815,1.9772494,0.7987904250621796,-4.875,0.044167556
27648,2,44,0.008977877,0.0,0.04529048,616.1,19.722095727920532,1.9608353,0.7233714461326599,-4.875,0.04529048
28672,2,46,0.0075858687,0.0,0.0526755,610.75,20.42461395263672,1.9807127,0.7861399799585342,-4.875,0.0526755
29696,2,48,0.009086513,0.0,0.057843804,601.2,21.12750768661499,1.8508332,0.6637049615383148,-4.875,0.057843804
30720,2,50,0.0078713065,0.0,0.054698452,601.475,21.830986976623535,1.6856477,0.7169162929058075,-4.875,0.054698452
31744,1,51,0.007942552,0.0,0.050017618,610.525,22.535143852233887,1.6881442,0.6135563552379608,-4.875,0.050017618
32768,1,52,0.0076395757,0.0,0.043184903,610.325,23.24013042449951,1.6131877,0.613871693611145,-4.875,0.043184903
33792,2,54,0.008841674,0.0,0.05555357,614.475,23.943527460098267,1.6703148,0.6633464097976685,-4.875,0.05555357
34816,1,55,0.007940875,0.0,0.051319495,608.075,24.647531747817993,1.6274139,0.6647807359695435,-4.875,0.051319495
35840,2,57,0.00838551,0.0,0.049790174,607.55,25.353516340255737,1.7182454,0.71505007147789,-4.875,0.049790174
36864,2,59,0.00788955,0.0,0.052541137,604.4,26.058384656906128,1.7119222,0.8013946712017059,-4.9,0.052541137
37888,1,60,0.007146323,0.0,0.06367394,606.225,26.761984825134277,1.6924074,0.5156352818012238,-4.9,0.06367394
38912,2,62,0.008719026,0.0,0.055362355,607.725,27.46898913383484,1.7099044,0.7334413826465607,-4.875,0.055362355
39936,2,64,0.007820478,0.0,0.04552305,609.975,28.172279357910156,1.6528716,0.8094751685857773,-4.875,0.04552305
40960,2,66,0.008674782,0.0,0.0582187,609.125,28.877435445785522,1.6480948,0.8439684063196182,-4.875,0.0582187
41984,2,68,0.009159152,0.0,0.04808571,604.9,29.58549451828003,1.6510396,0.7066374123096466,-4.875,0.04808571
43008,1,69,0.008332752,0.0,0.05733151,602.475,30.292211532592773,1.6760979,0.6482076048851013,-4.875,0.05733151
44032,2,71,0.007212483,0.0,0.055202216,605.0,31.00081491470337,1.7083303,0.6988197267055511,-4.875,0.055202216
45056,2,73,0.008596424,0.0,0.053878233,609.65,31.706462144851685,1.7287451,0.7003816664218903,-4.9,0.053878233
46080,1,74,0.0076237754,0.0,0.051872212,612.35,32.4109947681427,1.687386,0.7830827534198761,-4.9,0.051872212
47104,2,76,0.008818255,0.0,0.081967056,603.725,33.11587691307068,1.7202902,0.520241916179657,-4.925,0.081967056
48128,2,78,0.010079468,0.0,0.064530075,608.05,33.820560693740845,1.7327152,0.7940290719270706,-4.9,0.064530075
49152,2,80,0.0067566587,0.0,0.046978053,598.425,34.5275194644928,1.7355111,0.7725829184055328,-4.925,0.046978053
50176,1,81,0.0090385,0.0,0.061405633,603.65,35.23531889915466,1.7261847,0.7362373173236847,-4.925,0.061405633
51200,2,83,0.008560693,0.0,0.047275774,611.225,35.94101905822754,1.7078402,0.668604165315628,-4.925,0.047275774
52224,1,84,0.010222503,0.0,0.07615928,618.3,36.649048805236816,1.7129568,0.6314916908740997,-4.9,0.07615928
53248,1,85,0.009023229,0.0,0.059381235,619.0,37.35631012916565,1.7018158,0.5735215544700623,-4.9,0.059381235
54272,1,86,0.008184046,0.0,0.050654203,629.175,38.05929136276245,1.7054799,0.6758984327316284,-4.875,0.050654203
