EpLenMean,EpRewMean,loss_pol_surr,loss_kl,ev_tdlam_before,EpThisIter,EpisodesSoFar,loss_vf_loss,TimeElapsed,loss_ent,loss_pol_entpen,TimestepsSoFar
577.4285714285714,-4.714285714285714,-0.011827964,0.009795168,-1.2837142944335938,7,7,0.022267334,4.044246673583984,2.0698042,0.0,4096
666.5,-4.583333333333333,-0.010614946,0.0076820413,0.5396855473518372,5,12,0.02026209,7.971733093261719,2.0556602,0.0,8192
643.9473684210526,-4.7368421052631575,-0.011348672,0.008376215,0.7894856333732605,7,19,0.014038942,11.748741865158081,2.0394418,0.0,12288
636.32,-4.8,-0.0098883035,0.007346545,0.8421081155538559,6,25,0.013102139,15.500748872756958,2.0288906,0.0,16384
635.5,-4.84375,-0.009439927,0.0063096536,0.8477437645196915,7,32,0.013313303,19.261817693710327,2.0341053,0.0,20480
641.9736842105264,-4.842105263157895,-0.0098730875,0.0069904495,0.8396564722061157,6,38,0.016106814,23.02531409263611,2.0242486,0.0,24576
650.6818181818181,-4.840909090909091,-0.010409772,0.0076109227,0.80534827709198,6,44,0.017497772,27.05742883682251,2.018179,0.0,28672
640.8823529411765,-4.8431372549019605,-0.012962172,0.007920008,0.8617289215326309,7,51,0.013222305,31.21005892753601,1.9920558,0.0,32768
633.3275862068965,-4.862068965517241,-0.012493793,0.008443224,0.854183703660965,7,58,0.01266273,35.35954141616821,1.9617189,0.0,36864
629.7384615384616,-4.861538461538461,-0.0087049445,0.00631626,0.7784349769353867,7,65,0.019236645,39.50617861747742,1.9466797,0.0,40960
636.8142857142857,-4.871428571428571,-0.010082053,0.0066834274,0.8385176062583923,5,70,0.013201508,43.652899980545044,1.9360307,0.0,45056
635.7792207792207,-4.857142857142857,-0.010716732,0.0067817434,0.81509929895401,7,77,0.015981374,47.804675340652466,1.910583,0.0,49152
624.2117647058824,-4.858823529411764,-0.009463476,0.0063734427,0.8235114216804504,8,85,0.017216336,51.95303511619568,1.8801898,0.0,53248
625.8681318681319,-4.868131868131868,-0.0090387,0.006476066,0.8597573935985565,6,91,0.0129532125,56.09856986999512,1.8804233,0.0,57344
623.1734693877551,-4.86734693877551,-0.009470433,0.005001603,0.8449478596448898,7,98,0.014538618,60.24516439437866,1.8977404,0.0,61440
623.72,-4.86,-0.009924311,0.009443273,0.7693117707967758,7,105,0.021559928,64.39271545410156,1.9275738,0.0,65536
614.92,-4.89,-0.010981992,0.0074203024,0.8145947456359863,7,112,0.015141743,68.54070997238159,1.9194995,0.0,69632
617.94,-4.88,-0.011605425,0.007457417,0.8582399934530258,6,118,0.0136768585,72.68829727172852,1.8850071,0.0,73728
615.83,-4.87,-0.0107550435,0.007078567,0.83247210085392,7,125,0.016069014,76.84079384803772,1.8571851,0.0,77824
613.85,-4.85,-0.009275818,0.0063407924,0.8687802404165268,7,132,0.012239922,80.99162077903748,1.8456763,0.0,81920
607.82,-4.86,-0.009858652,0.007007207,0.867501825094223,7,139,0.010992849,85.14777398109436,1.8241378,0.0,86016
607.93,-4.86,-0.011788121,0.0072407755,0.8441141545772552,6,145,0.012667191,89.30148077011108,1.8167118,0.0,90112
611.1,-4.86,-0.010652453,0.0055669984,0.8202652484178543,6,151,0.016900977,93.44972562789917,1.7955269,0.0,94208
613.24,-4.85,-0.011209626,0.00826522,0.8276870846748352,6,157,0.015140266,97.61876106262207,1.7711184,0.0,98304
621.56,-4.86,-0.012477032,0.006345253,0.8664147853851318,6,163,0.011321996,522.9182372093201,1.7605224,0.0,102400
613.66,-4.86,-0.010115642,0.005579425,0.8195061534643173,7,170,0.015282215,527.0739643573761,1.7660335,0.0,106496
617.46,-4.88,-0.012248838,0.0066239377,0.8130606263875961,6,176,0.013680931,531.2281224727631,1.7235225,0.0,110592
623.18,-4.88,-0.0100905495,0.006619424,0.8391511738300323,7,183,0.011373008,535.342226266861,1.7321954,0.0,114688
623.74,-4.89,-0.012012977,0.0063640415,0.8432860523462296,7,190,0.01234482,539.4300818443298,1.6909026,0.0,118784
631.92,-4.89,-0.010142706,0.007345755,0.8507601767778397,5,195,0.01143109,543.5799462795258,1.7210805,0.0,122880
626.51,-4.91,-0.012039953,0.0057447706,0.8335475921630859,7,202,0.013343154,547.7326664924622,1.7197137,0.0,126976
633.51,-4.9,-0.009255734,0.005109152,0.8138197809457779,6,208,0.013262701,551.7248923778534,1.7292289,0.0,131072
629.42,-4.87,-0.013961131,0.0064167413,0.8333748281002045,8,216,0.0143640805,555.4764280319214,1.7142303,0.0,135168
633.21,-4.86,-0.012741084,0.005906963,0.7849091589450836,5,221,0.016913868,559.2293357849121,1.7048155,0.0,139264
644.09,-4.86,-0.013527086,0.0061365846,0.7547843903303146,6,227,0.017043853,563.2852265834808,1.6964386,0.0,143360
648.73,-4.87,-0.013956412,0.007423025,0.8350412547588348,6,233,0.010787708,567.4338092803955,1.6966441,0.0,147456
656.86,-4.86,-0.0115689505,0.0051228018,0.8208628296852112,6,239,0.012419075,571.5869610309601,1.7231858,0.0,151552
660.91,-4.86,-0.012933473,0.0061105983,0.807897686958313,5,244,0.013070028,575.7428994178772,1.7221934,0.0,155648
660.79,-4.84,-0.013195524,0.005236594,0.7902229130268097,6,250,0.016109547,579.8837876319885,1.7124156,0.0,159744
663.19,-4.85,-0.013088673,0.0058293277,0.8030061721801758,7,257,0.013094208,584.0339920520782,1.6915072,0.0,163840
654.14,-4.84,-0.014894636,0.005586696,0.8121892511844635,7,264,0.013702813,588.179883480072,1.6843746,0.0,167936
658.48,-4.83,-0.012497336,0.004670322,0.8333803564310074,6,270,0.0143738305,592.3277032375336,1.6858424,0.0,172032
653.56,-4.83,-0.011759043,0.0043883384,0.8502540439367294,6,276,0.01199124,596.475593328476,1.7194542,0.0,176128
656.32,-4.83,-0.012787739,0.005866441,0.8724450469017029,7,283,0.011574864,600.611400604248,1.7238978,0.0,180224
653.63,-4.83,-0.010190859,0.0044682496,0.8727205991744995,7,290,0.010702249,604.753176689148,1.7291772,0.0,184320
650.49,-4.84,-0.013549074,0.008243377,0.8436991721391678,6,296,0.012287819,608.8968472480774,1.715679,0.0,188416
648.2,-4.85,-0.012219378,0.005659955,0.8590045422315598,7,303,0.011177518,613.0419354438782,1.7075099,0.0,192512
646.29,-4.86,-0.014163484,0.006363413,0.7678597718477249,7,310,0.013244756,617.1915109157562,1.6806331,0.0,196608
653.71,-4.86,-0.014133379,0.006201945,0.7986595928668976,6,316,0.013031031,1039.6007220745087,1.6880608,0.0,200704
651.31,-4.88,-0.010599412,0.0060659647,0.8398952782154083,6,322,0.012121651,1043.7629058361053,1.6734878,0.0,204800
640.73,-4.9,-0.014494356,0.006131341,0.8510005176067352,7,329,0.010111766,1047.915869474411,1.6435708,0.0,208896
640.94,-4.9,-0.0098696565,0.0054537673,0.8538490682840347,6,335,0.010644928,1052.0791380405426,1.6333518,0.0,212992
634.83,-4.91,-0.014313794,0.008503543,0.865849643945694,6,341,0.011356139,1056.2416961193085,1.6129575,0.0,217088
632.23,-4.91,-0.0153109105,0.004924078,0.7984941303730011,6,347,0.013864969,1060.2909142971039,1.5976095,0.0,221184
627.47,-4.9,-0.012039074,0.0041287118,0.8525887131690979,8,355,0.012046193,1064.3173835277557,1.5988055,0.0,225280
632.48,-4.89,-0.012840427,0.004734247,0.8619109690189362,6,361,0.010967016,1068.1442482471466,1.5771105,0.0,229376
629.05,-4.88,-0.013922032,0.005649732,0.8573001474142075,7,368,0.013430474,1072.2797758579254,1.5826507,0.0,233472
618.24,-4.88,-0.013668878,0.007347048,0.8723769634962082,8,376,0.010683611,1076.4336202144623,1.5349703,0.0,237568
611.55,-4.87,-0.013612885,0.0057655415,0.8561696857213974,7,383,0.01243421,1080.5920939445496,1.5104679,0.0,241664
613.51,-4.84,-0.014391299,0.006854471,0.8195899724960327,6,389,0.012733741,1084.7428016662598,1.5398209,0.0,245760
623.36,-4.83,-0.01419641,0.0063864384,0.8238820284605026,6,395,0.013509985,1088.8970885276794,1.5165235,0.0,249856
623.92,-4.81,-0.013287229,0.006455349,0.793909877538681,7,402,0.0166497,1093.0534706115723,1.4789021,0.0,253952
628.95,-4.79,-0.014702629,0.0060783336,0.8066961020231247,5,407,0.015327858,1097.2085938453674,1.4820298,0.0,258048
630.3,-4.8,-0.010421441,0.0040034926,0.8245869427919388,7,414,0.013269148,1101.3415794372559,1.4591163,0.0,262144
633.92,-4.79,-0.014240323,0.0059964196,0.8352280557155609,5,419,0.0147000365,1105.5136258602142,1.474863,0.0,266240
629.55,-4.78,-0.015457148,0.00462522,0.8457857966423035,7,426,0.010636757,1109.3521029949188,1.4708785,0.0,270336
630.95,-4.77,-0.014058183,0.0051244646,0.8253105580806732,7,433,0.011304505,1113.2458355426788,1.4618967,0.0,274432
621.45,-4.76,-0.0135292895,0.0058683464,0.8334280848503113,8,441,0.011998441,1117.170209646225,1.4794847,0.0,278528
614.57,-4.79,-0.014971989,0.0048364783,0.8792396187782288,6,447,0.010154933,1120.9376773834229,1.4791431,0.0,282624
615.72,-4.8,-0.01550207,0.0064847562,0.8433164954185486,7,454,0.0122130355,1124.68612241745,1.4764823,0.0,286720
613.29,-4.81,-0.013385197,0.004896098,0.8559460490942001,7,461,0.010813352,1128.4193034172058,1.4579444,0.0,290816
612.5,-4.84,-0.011708093,0.004151409,0.8432926684617996,7,468,0.012377245,1132.1518335342407,1.4379604,0.0,294912
614.56,-4.83,-0.015868777,0.00665178,0.8370718955993652,8,476,0.012143147,1135.8982231616974,1.4335548,0.0,299008
618.02,-4.82,-0.016977988,0.0076173367,0.806860625743866,7,483,0.014678802,1563.6672122478485,1.3599832,0.0,303104
616.67,-4.85,-0.0136068,0.005513234,0.8675830811262131,6,489,0.0093191685,1567.5150771141052,1.4009722,0.0,307200
605.52,-4.86,-0.014079898,0.005299683,0.8702131509780884,8,497,0.009492215,1571.363885641098,1.4078281,0.0,311296
600.7,-4.88,-0.013987026,0.006027712,0.8409173488616943,7,504,0.010962449,1575.1214606761932,1.4235698,0.0,315392
593.45,-4.89,-0.014740246,0.005247652,0.8386151790618896,7,511,0.012141347,1578.8687074184418,1.4106137,0.0,319488
592.57,-4.91,-0.016432472,0.0073106093,0.8574343621730804,5,516,0.010336669,1582.6193263530731,1.373798,0.0,323584
591.14,-4.93,-0.014117005,0.004859446,0.8399734348058701,7,523,0.012416393,1586.5958330631256,1.3631812,0.0,327680
591.08,-4.94,-0.014195361,0.0060707694,0.8374721705913544,7,530,0.010983793,1590.3510463237762,1.3560961,0.0,331776
595.63,-4.94,-0.015885469,0.0062098363,0.8440621197223663,7,537,0.010956873,1594.099966287613,1.3396207,0.0,335872
598.11,-4.93,-0.015262732,0.0050513954,0.8475526720285416,6,543,0.011276806,1597.8473148345947,1.3402197,0.0,339968
605.76,-4.91,-0.015471239,0.004961491,0.8170525133609772,6,549,0.013283713,1601.636071920395,1.3337402,0.0,344064
610.2,-4.92,-0.015817182,0.0059306626,0.8569628000259399,6,555,0.009831122,1605.4044954776764,1.3551621,0.0,348160
610.19,-4.92,-0.015580966,0.0056135734,0.8406478017568588,7,562,0.012812492,1609.2796013355255,1.3290693,0.0,352256
611.55,-4.92,-0.014758706,0.005927092,0.8645291775465012,6,568,0.010099175,1613.2472033500671,1.3109933,0.0,356352
621.98,-4.91,-0.014475021,0.006063155,0.8637636452913284,7,575,0.01101785,1617.2318587303162,1.3313221,0.0,360448
622.17,-4.94,-0.014035197,0.005021168,0.8558825254440308,6,581,0.010688391,1621.1982424259186,1.2924471,0.0,364544
621.49,-4.94,-0.014061502,0.0048712133,0.8577777296304703,7,588,0.01099035,1624.9546670913696,1.2899939,0.0,368640
