ev_tdlam_before,loss_kl,loss_pol_entpen,TimeElapsed,loss_pol_surr,loss_ent,EpThisIter,loss_vf_loss,TimestepsSoFar,EpisodesSoFar,EpRewMean,EpLenMean
0.5104847848415375,0.010124559,-0.016613245,16.65865397453308,-0.012422409,1.6613246,1,0.021927927,10240,15,0.8,674.2666666666667
0.9332236647605896,0.018145265,-0.015907783,17.045708179473877,-0.01919395,1.5907781,0,0.014352901,10496,15,0.8,674.2666666666667
0.9074907749891281,0.014342805,-0.015910052,17.460485696792603,-0.014310665,1.5910053,0,0.018093634,10752,15,0.8,674.2666666666667
0.9420143514871597,0.013959713,-0.016968118,17.85182523727417,-0.012500783,1.6968118,0,0.01986604,11008,15,0.8,674.2666666666667
0.8405842483043671,0.008676231,-0.017088294,18.232531309127808,-0.009485863,1.7088295,1,0.020570159,11264,16,0.6875,690.5625
0.6042464673519135,0.006566123,-0.017323578,18.617820024490356,-0.003048839,1.732358,0,0.027494779,11520,16,0.6875,690.5625
0.9067381173372269,0.0040384643,-0.017367013,18.99146580696106,-0.0095013715,1.7367013,0,0.03049804,11776,16,0.6875,690.5625
0.8302536606788635,0.005287148,-0.017057274,19.377427101135254,-0.0032267869,1.7057275,1,0.02848301,12032,17,0.7058823529411765,693.8823529411765
0.8021541684865952,0.0070760637,-0.016541833,19.762554168701172,-0.011848167,1.6541833,0,0.058205258,12288,17,0.7058823529411765,693.8823529411765
0.9318146109580994,0.017617933,-0.015350366,20.147127151489258,-0.016674008,1.5350366,1,0.020394728,12544,18,0.8333333333333334,685.8888888888889
0.9184385612607002,0.004921426,-0.015008396,20.53290605545044,-0.007769283,1.5008395,0,0.021980919,12800,18,0.8333333333333334,685.8888888888889
0.9117479845881462,0.008101626,-0.014676057,20.922420024871826,-0.013581748,1.4676056,1,0.023648154,13056,19,0.9473684210526315,679.7368421052631
0.9131684973835945,0.009744393,-0.015301567,21.310540437698364,-0.017303394,1.5301569,0,0.023733797,13312,19,0.9473684210526315,679.7368421052631
0.9352549090981483,0.021984782,-0.014471544,21.724438428878784,-0.011460881,1.4471544,0,0.01870058,13568,19,0.9473684210526315,679.7368421052631
0.8668620884418488,0.009632669,-0.014893358,22.14854884147644,-0.011156461,1.4893358,1,0.021884656,13824,20,0.95,683.55
0.9352540150284767,0.008539837,-0.01527274,22.606592178344727,-0.010235522,1.5272741,0,0.014225073,14080,20,0.95,683.55
0.866939440369606,0.013114498,-0.014572846,23.038928270339966,-0.020536957,1.4572847,0,0.02253397,14336,20,0.95,683.55
0.7584345042705536,0.007193709,-0.0140380915,23.539573431015015,-0.001928281,1.4038092,1,0.05124379,14592,21,0.8095238095238095,684.7142857142857
0.9522108286619186,0.0070680724,-0.014563815,23.994412422180176,-0.012143794,1.4563816,0,0.01507039,14848,21,0.8095238095238095,684.7142857142857
0.8373297899961472,0.005004146,-0.014733084,24.412594079971313,-0.003111666,1.4733084,0,0.017216802,15104,21,0.8095238095238095,684.7142857142857
0.4735841155052185,0.003596311,-0.014555304,24.89281177520752,-0.0078426115,1.4555304,1,0.016066486,15360,22,0.7272727272727273,690.1818181818181
0.8937358781695366,0.0055589774,-0.014242281,25.30221176147461,-0.014902536,1.4242282,0,0.029941753,15616,22,0.7272727272727273,690.1818181818181
0.9549580253660679,0.0075152335,-0.013984804,25.8126859664917,-0.0077390764,1.3984804,1,0.017930783,15872,23,0.5652173913043478,685.2608695652174
0.6438513398170471,0.012786865,-0.0138788605,26.25700044631958,-0.0147028295,1.387886,0,0.022753766,16128,23,0.5652173913043478,685.2608695652174
0.7340059280395508,0.0027812961,-0.0139805665,26.66644859313965,-0.0054090023,1.3980566,1,0.014820168,16384,24,0.3333333333333333,674.2083333333334
0.6558478474617004,0.00845873,-0.014621024,27.096500873565674,-0.007907901,1.4621024,0,0.0256512,16640,24,0.3333333333333333,674.2083333333334
0.9092415794730186,0.0023202444,-0.014699362,27.494520902633667,-0.0021890923,1.4699361,0,0.03003315,16896,24,0.3333333333333333,674.2083333333334
0.8524701148271561,0.0020862161,-0.014881073,27.9675931930542,-0.0020609442,1.4881073,1,0.02994571,17152,25,0.4,676.28
0.9161086827516556,0.002818314,-0.01440822,28.364575624465942,-0.004681874,1.4408221,0,0.0225235,17408,25,0.4,676.28
0.55030557513237,0.024395432,-0.015365322,28.77968668937683,-0.026428891,1.5365324,1,0.018968431,17664,26,0.3076923076923077,677.5769230769231
0.8657500743865967,0.010065781,-0.015812133,29.23179030418396,-0.008178586,1.5812132,0,0.027620692,17920,26,0.3076923076923077,677.5769230769231
0.9291928112506866,0.0037438325,-0.015733875,29.674679279327393,-0.012048278,1.5733875,0,0.0260773,18176,26,0.3076923076923077,677.5769230769231
0.9455921985208988,0.012537859,-0.016595848,30.143529176712036,-0.021989742,1.6595848,1,0.015695237,18432,27,0.37037037037037035,677.074074074074
0.916804701089859,0.009810023,-0.01600428,30.600609302520752,-0.011101314,1.6004281,0,0.018428786,18688,27,0.37037037037037035,677.074074074074
0.8789389207959175,0.016009398,-0.015341721,31.019558906555176,-0.01755751,1.534172,0,0.022103632,18944,27,0.37037037037037035,677.074074074074
0.9459391497075558,0.017825719,-0.015401315,31.479572296142578,-0.01547168,1.5401316,1,0.012303481,19200,28,0.2857142857142857,677.3571428571429
0.6283928453922272,0.024610775,-0.01564752,31.874632358551025,-0.02821738,1.5647519,0,0.041186407,19456,28,0.2857142857142857,677.3571428571429
0.8401549160480499,0.004805309,-0.015958864,32.26955699920654,-0.010257501,1.5958863,1,0.022335105,19712,29,0.3103448275862069,679.6551724137931
0.9393761307001114,0.00058064004,-0.015425162,32.65662693977356,-0.002447635,1.5425164,0,0.012228259,19968,29,0.3103448275862069,679.6551724137931
0.5184374451637268,0.004897681,-0.015862685,33.039710998535156,-0.0075239483,1.5862685,1,0.023559464,20224,30,0.16666666666666666,673.5
0.8191145062446594,0.0045016524,-0.016361663,33.45948529243469,-0.0023713494,1.6361663,0,0.03329797,20480,30,0.16666666666666666,673.5
0.8655253499746323,0.0055368994,-0.016268132,33.839604139328,-0.010087173,1.6268132,0,0.027355691,20736,30,0.16666666666666666,673.5
0.7789440304040909,0.010892296,-0.016362185,34.23862338066101,-0.011961676,1.6362185,0,0.030647118,20992,30,0.16666666666666666,673.5
0.6469975113868713,0.003515388,-0.01720431,34.644609212875366,-0.0059179077,1.7204313,1,0.028015053,21248,31,0.1935483870967742,678.5806451612904
0.7374915778636932,0.0037393458,-0.01715386,35.02361559867859,-0.008135254,1.7153858,0,0.025198227,21504,31,0.1935483870967742,678.5806451612904
0.8461284935474396,0.004515291,-0.017485611,35.40312075614929,-0.013024341,1.7485613,0,0.033029173,21760,31,0.1935483870967742,678.5806451612904
0.9435156583786011,0.00709013,-0.01666136,35.79060244560242,-0.017779779,1.6661361,1,0.018035993,22016,32,0.21875,682.0625
0.7090296745300293,0.0067542912,-0.017197568,36.1647310256958,-0.0074372375,1.7197568,0,0.057134297,22272,32,0.21875,682.0625
0.91963030397892,0.0060463133,-0.017786205,36.54311156272888,-0.006711168,1.7786205,0,0.027928613,22528,32,0.21875,682.0625
0.8166850358247757,0.0021455176,-0.017980613,36.92260956764221,-0.0052332636,1.7980613,1,0.02778909,22784,33,0.18181818181818182,685.4242424242424
0.9437667466700077,0.008879899,-0.018689523,37.31373333930969,-0.018777497,1.8689524,0,0.021467492,23040,33,0.18181818181818182,685.4242424242424
0.9019107595086098,0.011166742,-0.019305322,37.72459959983826,-0.018784441,1.9305322,0,0.036823127,23296,33,0.18181818181818182,685.4242424242424
0.9119631797075272,0.008904448,-0.01834694,38.10842490196228,-0.013020137,1.8346939,1,0.02077586,23552,34,0.14705882352941177,686.6764705882352
0.8632377833127975,0.004521241,-0.018451422,38.49359154701233,-0.012623323,1.8451422,0,0.02793383,23808,34,0.14705882352941177,686.6764705882352
0.9277641251683235,0.0039709825,-0.018759122,38.90659832954407,-0.018801572,1.8759122,0,0.026328392,24064,34,0.14705882352941177,686.6764705882352
0.938549593091011,0.010218405,-0.017592192,39.284536838531494,-0.017348044,1.7592193,1,0.01542021,24320,35,0.11428571428571428,688.2285714285714
0.6403776705265045,0.008240441,-0.01783025,39.679548263549805,-0.01649467,1.7830253,0,0.075799935,24576,35,0.11428571428571428,688.2285714285714
0.8910971134901047,0.0051872334,-0.017595194,40.07219386100769,-0.010388754,1.7595196,1,0.015135705,24832,36,0.19444444444444445,686.4166666666666
0.895246647298336,0.007625719,-0.018033747,40.45676326751709,-0.012954526,1.8033748,0,0.01647339,25088,36,0.19444444444444445,686.4166666666666
0.8704194277524948,0.015719304,-0.01865504,40.86151456832886,-0.013198053,1.8655041,0,0.019437024,25344,36,0.19444444444444445,686.4166666666666
0.6916297376155853,0.006070462,-0.018265955,41.244596004486084,-0.0098183565,1.8265955,1,0.047129214,25600,37,0.13513513513513514,690.1081081081081
0.7225948572158813,0.00523035,-0.01868636,41.62899994850159,-0.0029254407,1.868636,0,0.0322252,25856,37,0.13513513513513514,690.1081081081081
0.902581699192524,0.006339884,-0.01871762,42.06857419013977,-0.016451601,1.8717623,0,0.027141824,26112,37,0.13513513513513514,690.1081081081081
0.9116401746869087,0.0055811387,-0.018660892,42.451010942459106,-0.0137744695,1.866089,1,0.016558066,26368,38,0.15789473684210525,690.2894736842105
0.9214970916509628,0.0062634386,-0.018767634,42.91685509681702,-0.008639462,1.8767636,0,0.022781815,26624,38,0.15789473684210525,690.2894736842105
0.9456896632909775,0.012269342,-0.017836822,43.301732301712036,-0.017057851,1.7836823,1,0.01665396,26880,39,0.07692307692307693,687.2564102564103
0.9324100017547607,0.010617432,-0.016721658,43.72532844543457,-0.008368712,1.6721659,0,0.021954391,27136,39,0.07692307692307693,687.2564102564103
0.7815530896186829,0.006743003,-0.017855275,44.10554599761963,-0.012102841,1.7855277,0,0.049395293,27392,39,0.07692307692307693,687.2564102564103
0.9398700036108494,0.010834986,-0.017997615,44.48642921447754,-0.007155437,1.7997615,1,0.024647363,27648,40,0.1,689.975
0.5087800920009613,0.011529751,-0.017059052,44.865570068359375,-0.02278475,1.7059054,0,0.039973974,27904,40,0.1,689.975
0.7699883878231049,0.005898061,-0.016951162,45.24204134941101,-0.005252339,1.6951163,1,0.027095143,28160,41,-0.024390243902439025,682.4146341463414
0.8781177029013634,0.008111421,-0.016478464,45.623658418655396,-0.009907892,1.6478465,0,0.06544624,28416,41,-0.024390243902439025,682.4146341463414
0.6756188571453094,0.005075177,-0.015794192,46.00133991241455,-0.007950924,1.5794193,1,0.013447186,28672,42,0.047619047619047616,678.6904761904761
0.6564197540283203,0.009570055,-0.015737262,46.38459300994873,-0.014020441,1.5737262,0,0.02532005,28928,42,0.047619047619047616,678.6904761904761
0.9016406759619713,0.016697498,-0.015453806,46.76124358177185,-0.010052748,1.5453806,0,0.03225848,29184,42,0.047619047619047616,678.6904761904761
0.9378220587968826,0.0063570216,-0.015652576,47.1422975063324,-0.007237291,1.5652575,1,0.019283723,29440,43,0.06976744186046512,680.4186046511628
0.6660538613796234,0.015312327,-0.015829097,47.52644109725952,-0.011972737,1.5829096,0,0.017724335,29696,43,0.06976744186046512,680.4186046511628
0.43002980947494507,0.009579949,-0.01618809,47.91212725639343,-0.008986652,1.6188091,0,0.05792876,29952,43,0.06976744186046512,680.4186046511628
0.9047195240855217,0.0043187123,-0.016265709,48.32596468925476,-0.009657937,1.6265709,1,0.02408249,30208,44,0.09090909090909091,684.0454545454545
0.9160384610295296,0.010715265,-0.016097996,48.71757364273071,-0.016717868,1.6097997,0,0.022833819,30464,44,0.09090909090909091,684.0454545454545
0.8634952306747437,0.014189014,-0.016446954,49.10414719581604,-0.010440955,1.6446953,1,0.013278155,30720,45,0.0,680.0222222222222
0.8195528835058212,0.006267502,-0.016657837,49.484604597091675,-0.006727375,1.6657839,0,0.034453932,30976,45,0.0,680.0222222222222
0.8975171223282814,0.0106056165,-0.017255997,49.866334438323975,-0.012356207,1.7255998,0,0.027455023,31232,45,0.0,680.0222222222222
0.9172692894935608,0.014012546,-0.017850386,50.24637198448181,-0.01308056,1.7850387,1,0.02749062,31488,46,-0.043478260869565216,679.1304347826087
0.8040768057107925,0.008321229,-0.017566,50.62678074836731,-0.018455599,1.7565999,0,0.040532455,31744,46,-0.043478260869565216,679.1304347826087
0.9432347863912582,0.0087534655,-0.017776536,51.00432300567627,-0.008670353,1.7776537,1,0.016525226,32000,47,-0.02127659574468085,679.9148936170212
0.7278654873371124,0.010661053,-0.017964985,51.38547325134277,-0.025910776,1.7964983,0,0.04609497,32256,47,-0.02127659574468085,679.9148936170212
0.9168833717703819,0.005794348,-0.017624548,51.763700008392334,-0.009870362,1.7624547,0,0.018842863,32512,47,-0.02127659574468085,679.9148936170212
0.866132065653801,0.007408192,-0.01755573,52.139522552490234,-0.0137958955,1.7555732,1,0.017900705,32768,48,0.020833333333333332,679.9583333333334
0.8321800976991653,0.008580261,-0.01724201,52.51994848251343,-0.010451987,1.724201,0,0.029847126,33024,48,0.020833333333333332,679.9583333333334
0.9499585926532745,0.009049361,-0.01772393,52.90354061126709,-0.011827763,1.772393,1,0.0175208,33280,49,-0.04081632653061224,678.8163265306123
0.9440470561385155,0.006652034,-0.017532818,53.283586740493774,-0.010112766,1.7532818,0,0.019023526,33536,49,-0.04081632653061224,678.8163265306123
0.7352452576160431,0.005072214,-0.017824426,53.666884422302246,-0.010244764,1.7824427,1,0.01792312,33792,50,0.04,675.18
0.6958715915679932,0.01409415,-0.018336467,54.047566652297974,-0.012965396,1.8336468,0,0.05187775,34048,50,0.04,675.18
0.9233774840831757,0.0109270755,-0.018519212,54.492534160614014,-0.0211167,1.8519212,0,0.021469977,34304,50,0.04,675.18
0.8915629759430885,0.0058987057,-0.018236758,54.892542362213135,-0.007530093,1.8236759,1,0.015372331,34560,51,0.058823529411764705,676.1764705882352
0.9153548553586006,0.012107805,-0.01842179,55.340776443481445,-0.00085105,1.8421791,0,0.024556242,34816,51,0.058823529411764705,676.1764705882352
0.8474099785089493,0.015998801,-0.018740755,55.73539924621582,-0.0066740876,1.8740754,1,0.022887459,35072,52,0.1346153846153846,672.3269230769231
0.9069578573107719,0.013736723,-0.018519627,56.13938784599304,-0.011789247,1.8519628,0,0.028444907,35328,52,0.1346153846153846,672.3269230769231
0.5060306787490845,0.025639113,-0.018246094,56.581711292266846,-0.019813262,1.8246095,1,0.037746266,35584,53,0.07547169811320754,670.2641509433962
0.9070142284035683,0.0080255065,-0.018154185,56.97354745864868,-0.0075983815,1.8154185,0,0.025688253,35840,53,0.07547169811320754,670.2641509433962
0.804802194237709,0.0067981877,-0.018638398,57.3899610042572,-0.015450947,1.86384,0,0.029355137,36096,53,0.07547169811320754,670.2641509433962
0.9635943323373795,0.008274106,-0.019001553,57.80751419067383,-0.025303273,1.9001553,1,0.015085406,36352,54,0.05555555555555555,672.0925925925926
0.9191867038607597,0.0148544945,-0.018897912,58.19996881484985,-0.024353975,1.8897911,0,0.02081866,36608,54,0.05555555555555555,672.0925925925926
0.8003823608160019,0.008344842,-0.019141054,58.63374853134155,0.0026466222,1.9141054,1,0.018178686,36864,55,0.10909090909090909,670.1818181818181
0.892447829246521,0.0114282975,-0.019291807,59.0375759601593,-0.0133372005,1.9291807,0,0.022344673,37120,55,0.10909090909090909,670.1818181818181
0.760361060500145,0.012784796,-0.018800687,59.43439531326294,-0.0104887895,1.8800685,0,0.019853186,37376,55,0.10909090909090909,670.1818181818181
0.75914067029953,0.0063121077,-0.018995697,59.830411195755005,-0.019989148,1.8995697,1,0.046815164,37632,56,0.14285714285714285,670.8392857142857
0.8159580081701279,0.0039622574,-0.019013494,60.22342848777771,-0.0056026615,1.9013495,0,0.05349349,37888,56,0.14285714285714285,670.8392857142857
0.6552413702011108,0.009333523,-0.019285578,60.618558406829834,-0.016328227,1.9285579,0,0.028014084,38144,56,0.14285714285714285,670.8392857142857
0.3266639709472656,0.008507809,-0.01914486,61.015740633010864,-0.0046518594,1.9144859,1,0.035223994,38400,57,0.08771929824561403,672.4561403508771
0.9142163544893265,0.0069262916,-0.019163776,61.413620948791504,-0.016860347,1.9163778,0,0.028370554,38656,57,0.08771929824561403,672.4561403508771
0.8968561366200447,0.0038483138,-0.019326227,61.80589008331299,-0.00041420665,1.9326226,0,0.02579907,38912,57,0.08771929824561403,672.4561403508771
0.9481180794537067,0.0053960956,-0.0193118,62.19759154319763,-0.015266176,1.9311802,1,0.0119099375,39168,58,0.1206896551724138,672.2413793103449
0.8247936964035034,0.007960174,-0.019040823,62.59284424781799,-0.015236486,1.9040823,0,0.031009583,39424,58,0.1206896551724138,672.2413793103449
0.6238751411437988,0.012835581,-0.018746288,62.98352313041687,-0.006378375,1.8746289,1,0.035080813,39680,59,0.1864406779661017,669.2881355932203
0.9194951802492142,0.009612021,-0.018867742,63.377259731292725,-0.016359657,1.8867743,0,0.019373655,39936,59,0.1864406779661017,669.2881355932203
0.8947741612792015,0.014022531,-0.019396573,63.859368324279785,-0.015931483,1.9396572,1,0.03128797,40192,60,0.15,668.6166666666667
0.9227280989289284,0.010650959,-0.01945417,64.32751846313477,-0.008008685,1.9454169,0,0.027804619,40448,60,0.15,668.6166666666667
0.9130861163139343,0.007702467,-0.01914009,64.73460841178894,-0.008885693,1.9140091,0,0.027193291,40704,60,0.15,668.6166666666667
0.947200357913971,0.0035467325,-0.019369358,65.12844777107239,-0.004707657,1.9369359,1,0.011851172,40960,61,0.18032786885245902,668.1311475409836
0.7945490330457687,0.0132949,-0.01896639,65.52477407455444,-0.01820954,1.8966391,0,0.02332063,41216,61,0.18032786885245902,668.1311475409836
0.9311952590942383,0.004639282,-0.018813787,65.91828846931458,-0.0031662583,1.8813787,1,0.020380795,41472,62,0.14516129032258066,668.7741935483871
0.9187608733773232,0.004745315,-0.018912913,66.30755662918091,-0.005522766,1.8912914,0,0.017788552,41728,62,0.14516129032258066,668.7741935483871
0.9282179921865463,0.005583521,-0.019065425,66.7012414932251,-0.008781724,1.9065423,0,0.023470337,41984,62,0.14516129032258066,668.7741935483871
0.9405585452914238,0.005844489,-0.019263025,67.09358286857605,-0.0073694084,1.9263027,1,0.01762734,42240,63,0.1746031746031746,668.7142857142857
0.8835395351052284,0.0045519318,-0.019313753,67.48758888244629,-0.009548478,1.9313751,0,0.015918829,42496,63,0.1746031746031746,668.7142857142857
0.7040134370326996,0.007769,-0.019789685,67.8813407421112,-0.018049814,1.9789684,0,0.042362325,42752,63,0.1746031746031746,668.7142857142857
0.8060625791549683,0.003963263,-0.019737277,68.27381181716919,-0.0086128805,1.9737277,1,0.02133343,43008,64,0.1875,671.46875
0.6633788347244263,0.0042998954,-0.019553058,68.66658639907837,-0.0025734538,1.9553058,0,0.021223318,43264,64,0.1875,671.46875
0.8933610022068024,0.0060874554,-0.019422524,69.07258820533752,-0.009371102,1.9422524,1,0.021438297,43520,65,0.24615384615384617,668.2923076923076
0.9151020795106888,0.009201361,-0.019488432,69.47387552261353,-0.02503376,1.9488435,0,0.03201577,43776,65,0.24615384615384617,668.2923076923076
0.9154152497649193,0.006305604,-0.019622568,69.86586904525757,-0.021552201,1.9622569,1,0.023862863,44032,66,0.30303030303030304,665.1212121212121
0.9330427944660187,0.0075269747,-0.019042114,70.25557088851929,-0.018248558,1.9042115,0,0.01625771,44288,66,0.30303030303030304,665.1212121212121
0.3767396807670593,0.004313156,-0.019517161,70.64705276489258,-0.0030710455,1.9517162,1,0.029458698,44544,67,0.34328358208955223,664.5970149253732
0.9570704959332943,0.0048615173,-0.019317165,71.03639936447144,-0.015616421,1.9317167,0,0.01042458,44800,67,0.34328358208955223,664.5970149253732
0.9014334231615067,0.0041166143,-0.019690372,71.43461012840271,-0.0016892385,1.9690373,0,0.030792406,45056,67,0.34328358208955223,664.5970149253732
0.920663945376873,0.008234769,-0.019863322,71.82391214370728,-0.013967695,1.9863324,1,0.01387709,45312,68,0.35294117647058826,666.1470588235294
0.19615602493286133,0.0043935645,-0.019896207,72.21075892448425,-0.0034004347,1.9896207,0,0.042740136,45568,68,0.35294117647058826,666.1470588235294
0.6399984657764435,0.006066325,-0.02009314,72.60260653495789,-0.011969905,2.009314,0,0.02312085,45824,68,0.35294117647058826,666.1470588235294
0.8917743042111397,0.0038397638,-0.019964047,72.99850034713745,-0.0065184534,1.9964048,1,0.021481972,46080,69,0.3333333333333333,667.6666666666666
0.9232075437903404,0.0054071,-0.019926835,73.39011597633362,-0.017253237,1.9926836,0,0.027227413,46336,69,0.3333333333333333,667.6666666666666
0.861497163772583,0.0057166596,-0.019888239,73.77634119987488,-0.015078761,1.9888241,0,0.032563422,46592,69,0.3333333333333333,667.6666666666666
0.933312900364399,0.0086879125,-0.020175358,74.163898229599,-0.023942027,2.017536,1,0.021552563,46848,70,0.3142857142857143,668.8571428571429
0.795452743768692,0.008922318,-0.020187784,74.55320024490356,-0.009110309,2.0187783,0,0.031253837,47104,70,0.3142857142857143,668.8571428571429
0.8908568248152733,0.004829808,-0.020250307,74.94020342826843,-0.013083992,2.0250309,0,0.03247169,47360,70,0.3142857142857143,668.8571428571429
0.9370720684528351,0.005358272,-0.020100033,75.32952833175659,-0.0076696184,2.0100033,1,0.02221776,47616,71,0.323943661971831,669.7746478873239
0.9121533408761024,0.0034487327,-0.020141944,75.72460865974426,-0.0010695253,2.0141945,0,0.021554537,47872,71,0.323943661971831,669.7746478873239
0.6649200022220612,0.0050330358,-0.020239756,76.10952162742615,0.005298718,2.0239754,0,0.034618095,48128,71,0.323943661971831,669.7746478873239
0.974750405177474,0.0060129208,-0.0201859,76.49859094619751,-0.0032961853,2.01859,1,0.013407389,48384,72,0.2916666666666667,669.8055555555555
0.9103774130344391,0.0076982845,-0.01994369,76.8894293308258,-0.0061840042,1.994369,0,0.02179956,48640,72,0.2916666666666667,669.8055555555555
0.8996033519506454,0.0035545854,-0.019939201,77.27655839920044,-0.010729659,1.9939202,0,0.015196599,48896,72,0.2916666666666667,669.8055555555555
0.6888735890388489,0.008880042,-0.02014139,77.67125201225281,-0.015019897,2.0141392,1,0.019204061,49152,73,0.273972602739726,671.3972602739726
0.9198417514562607,0.005911497,-0.020029541,78.0585298538208,-0.010834408,2.0029542,0,0.026053175,49408,73,0.273972602739726,671.3972602739726
