#{"t_start": 1603103735.3038518, "env_id": "SlimeVolley-v0"}
r,l,t
-5,577,3.960777
-5,410,4.429797
-5,579,6.305211
-4,688,7.431628
-5,480,7.982051
-5,417,8.752383
-5,529,9.357405
-5,731,10.511488
-5,506,11.090526
-5,438,11.765723
-5,659,12.517713
-4,806,13.839404
-5,489,14.751075
-5,416,15.333696
-5,630,16.48767
-5,546,17.276871
-5,560,18.340981
-4,663,19.323283
-5,552,20.310217
-5,469,21.003735
-5,520,21.951267
-5,459,22.626377
-5,525,23.455766
-5,573,24.088075
-5,731,25.062792
-4,656,25.95405
-5,644,26.669406
-5,538,27.602543
-5,486,28.301457
-5,827,29.759555
-5,502,30.669444
-4,786,31.798722
-5,695,32.988844
-5,560,33.840464
-4,762,34.713338
-5,484,35.455684
-5,472,35.997247
-4,490,36.749169
-5,718,37.75659
-5,583,38.52467
-5,600,39.601008
-5,435,40.207657
-5,604,41.322968
-5,428,41.811407
-5,470,42.536671
-5,634,43.261093
-5,615,44.1628
-5,535,44.774806
-5,536,45.580978
-4,835,46.766121
-4,558,47.403986
-5,522,48.299045
-5,526,48.901481
-5,490,49.648182
-5,657,50.455229
-5,443,51.311942
-5,511,52.049894
-5,476,52.977138
-5,540,53.742997
-5,499,54.557958
-5,530,55.163499
-5,469,55.885303
-5,426,56.372339
-3,943,57.635003
-5,452,58.339875
-4,607,59.033091
-5,629,59.951139
-5,617,60.657406
-5,570,61.499633
-5,580,62.162438
-5,499,62.918245
-5,497,63.489855
-5,564,64.446264
-5,703,65.721994
-4,705,66.767222
-5,616,67.698378
-5,663,68.630996
-5,561,69.343394
-5,714,70.641431
-4,711,71.915487
-5,522,72.64353
-5,517,73.624547
-5,672,74.580882
-5,550,75.6059
-5,632,76.535533
-5,678,77.760262
-5,628,78.685382
-5,502,79.238757
-5,764,80.358487
-5,727,81.62396
-5,397,82.177476
-4,525,82.911642
-5,660,84.116491
-5,490,84.985277
-5,622,85.671803
-5,466,86.368835
-5,555,86.981519
-5,523,87.864947
-5,435,88.506604
-5,506,89.438386
-5,971,91.098907
-5,561,91.92423
-5,448,92.813061
-5,475,93.482265
-5,642,94.686576
-4,579,95.515806
-5,476,96.412152
-5,731,97.499839
-5,651,98.591139
-5,827,100.01783
-5,677,101.06351
-5,406,101.512512
-5,681,102.446953
-5,669,103.246685
-5,460,104.151084
-5,1050,105.813102
-5,801,106.727626
-5,445,107.42336
-5,577,108.082496
-5,455,108.789932
-5,515,109.37948
-5,527,110.195087
-5,638,111.112606
-5,638,111.841037
-5,608,112.878004
-5,557,113.660555
-5,592,114.604589
-5,780,115.649183
-5,578,116.287845
-5,846,117.418225
-5,666,118.349372
-5,578,118.989029
-5,722,119.96824
-5,454,120.46974
-5,706,121.43277
-5,628,122.391587
-5,683,123.146469
-5,450,123.823582
-4,627,124.515707
-5,574,125.320086
-5,444,125.812074
-5,695,126.76585
-5,928,128.013494
-4,748,129.105687
-5,752,129.965421
-5,551,130.783309
-5,552,131.600158
-4,814,132.528862
-5,847,133.930765
-4,678,135.134554
-5,556,135.93588
-5,504,136.911845
-5,489,137.63215
-5,525,138.646669
-5,671,139.821567
-5,654,140.732317
-5,431,141.471404
-5,533,142.059703
-4,828,143.229434
-5,572,143.861192
-5,821,144.951027
-4,655,145.856154
