EpThisIter,surrgain,explained_variance_tdlam_before,entloss,entropy,EpLenMean,EpRewMean,TimestepsSoFar,TimeElapsed,EpisodesSoFar,meankl,optimgain
2,0.012651281,-0.10902106761932373,0.0,1.7880186,467.0,-5.0,1024,6.78663444519043,2,0.0037778895,0.012651281
1,0.012551799,-0.03105151653289795,0.0,1.7857774,631.6666666666666,-4.666666666666667,2048,13.125694513320923,3,0.003850529,0.012551799
1,0.016980665,0.3253327012062073,0.0,1.785118,641.75,-4.75,3072,19.53621554374695,4,0.0037700338,0.016980665
2,0.012709285,0.46905088424682617,0.0,1.7846502,635.0,-4.833333333333333,4096,26.258525609970093,6,0.0035416302,0.012709285
2,0.013362461,0.6127547323703766,0.0,1.7813866,592.5,-4.875,5120,33.52537512779236,8,0.0057236864,0.013362461
