loss_pol_surr,loss_ent,EpisodesSoFar,loss_vf_loss,loss_pol_entpen,TimestepsSoFar,ev_tdlam_before,loss_kl,EpThisIter,TimeElapsed,EpRewMean,EpLenMean
-0.028889626,2.073048,0,0.03142698,-0.02073048,256,0.020750999450683594,0.006365509,0,0.43932271003723145,,
-0.025762979,2.0639887,0,0.02030875,-0.020639885,512,-0.2937347888946533,0.0050898893,0,0.614560604095459,,
-0.016050553,2.0610657,1,0.019792926,-0.020610657,768,0.4930429458618164,0.0033526355,1,0.7895810604095459,-5.0,752.0
-0.025000483,2.054348,1,0.012870389,-0.02054348,1024,0.7240574955940247,0.011260296,0,0.9647548198699951,-5.0,752.0
-0.016914163,2.0467806,2,0.014298094,-0.020467807,1280,0.715727835893631,0.004726379,1,1.139922857284546,-5.0,590.0
-0.020887593,2.0256517,2,0.065948844,-0.020256516,1536,0.20898699760437012,0.006258043,0,1.3143336772918701,-5.0,590.0
-0.015577521,1.9971371,2,0.011858208,-0.01997137,1792,0.829004630446434,0.005978963,0,1.4881982803344727,-5.0,590.0
-0.021306325,1.9199324,3,0.017582767,-0.019199325,2048,0.6730810701847076,0.014984938,1,1.6619975566864014,-4.666666666666667,676.6666666666666
-0.018052295,1.8427949,3,0.011207942,-0.018427948,2304,0.8215599656105042,0.017009497,0,1.8356761932373047,-4.666666666666667,676.6666666666666
-0.026428146,1.7538037,3,0.01008538,-0.017538039,2560,0.8658430278301239,0.011572648,0,2.0096747875213623,-4.666666666666667,676.6666666666666
-0.0089783445,1.813419,3,0.012483675,-0.01813419,2816,0.13215488195419312,0.0023613926,0,2.1833672523498535,-4.666666666666667,676.6666666666666
-0.016934384,1.6972117,4,0.014752269,-0.016972117,3072,0.7369803786277771,0.009254862,1,2.356830596923828,-4.75,708.25
-0.018789783,1.618051,4,0.012145007,-0.016180508,3328,0.8356965035200119,0.007513896,0,2.5318195819854736,-4.75,708.25
-0.020754889,1.717736,5,0.010873801,-0.01717736,3584,0.22431617975234985,0.016121771,1,2.70583176612854,-4.8,691.8
-0.02571337,1.5696772,5,0.017356865,-0.015696771,3840,0.6842507421970367,0.006731825,0,2.879598617553711,-4.8,691.8
