loss_kl,EpisodesSoFar,loss_ent,ev_tdlam_before,TimestepsSoFar,loss_pol_surr,loss_pol_entpen,EpThisIter,TimeElapsed,loss_vf_loss,EpRewMean,EpLenMean
0.014649998,0,1.7773632,0.5319996476173401,256,-0.041806236,-0.017773632,0,0.4156980514526367,0.016633864,,
0.009403962,1,1.7529073,0.5986289978027344,512,-0.025069302,-0.01752907,1,0.6341550350189209,0.028128415,0.030000000000004245,503.0
0.006935061,1,1.7533227,0.487432062625885,768,-0.022167549,-0.017533228,0,0.8541498184204102,0.028631361,0.030000000000004245,503.0
0.0068135746,1,1.7286398,0.4949209690093994,1024,-0.021956671,-0.017286398,0,1.077887773513794,0.046017617,0.030000000000004245,503.0
0.012722636,2,1.7169902,0.5710180997848511,1280,-0.03078093,-0.0171699,1,1.3111093044281006,0.02843523,0.9349999999999782,543.5
0.01167202,2,1.7347802,0.7875537723302841,1536,-0.02049837,-0.017347801,0,1.5302104949951172,0.024342906,0.9349999999999782,543.5
0.010212075,3,1.7502489,0.8175547569990158,1792,-0.03272199,-0.01750249,1,1.7450063228607178,0.029933821,0.7766666666666536,544.3333333333334
0.006463269,3,1.7447832,0.45873039960861206,2048,-0.02228303,-0.017447831,0,1.9554123878479004,0.039988723,0.7766666666666536,544.3333333333334
0.0031186577,4,1.751531,0.359824001789093,2304,-0.01749695,-0.01751531,1,2.1598281860351562,0.041365765,0.9999999999999847,575.0
0.0063062026,4,1.7503822,0.7238723039627075,2560,-0.020092279,-0.017503822,0,2.3711040019989014,0.012098636,0.9999999999999847,575.0
0.007555591,4,1.7371558,0.8442385196685791,2816,-0.030262655,-0.017371558,0,2.577528476715088,0.0132458005,0.9999999999999847,575.0
0.008959472,5,1.7184148,0.7137582302093506,3072,-0.021047086,-0.017184146,1,2.791008234024048,0.017157318,0.8579999999999884,565.8
0.0104142055,6,1.6569982,0.6676143407821655,3328,-0.02889788,-0.01656998,1,3.0063347816467285,0.037876505,0.8433333333333243,551.0
0.009734044,6,1.6506877,0.8118947446346283,3584,-0.024903702,-0.016506877,0,3.212658643722534,0.01681946,0.8433333333333243,551.0
0.008093875,7,1.6357547,0.7921205163002014,3840,-0.020365275,-0.016357549,1,3.4251906871795654,0.018481951,0.7314285714285642,544.5714285714286
0.013657511,7,1.6593872,0.692213773727417,4096,-0.022975858,-0.016593872,0,3.6329267024993896,0.017911369,0.7314285714285642,544.5714285714286
0.0065094773,7,1.6659257,0.6284626126289368,4352,-0.029012889,-0.016659256,0,3.8415377140045166,0.026542375,0.7314285714285642,544.5714285714286
0.011484957,8,1.6232507,0.8745084553956985,4608,-0.027841404,-0.016232507,1,4.076109409332275,0.0132427905,0.7724999999999926,552.25
0.013057739,8,1.590277,0.711863785982132,4864,-0.03182565,-0.015902769,0,4.299583673477173,0.019260777,0.7724999999999926,552.25
0.008914905,8,1.593317,0.7783277779817581,5120,-0.02155606,-0.01593317,0,4.511937379837036,0.011734253,0.7724999999999926,552.25
0.01882378,9,1.4804752,0.6991635262966156,5376,-0.041148238,-0.014804752,1,4.712903738021851,0.01826821,0.9177777777777671,569.5555555555555
0.013254022,9,1.5156437,0.7906325310468674,5632,-0.04228297,-0.015156437,0,4.907689094543457,0.040251262,0.9177777777777671,569.5555555555555
0.014506449,10,1.5107195,0.8026630878448486,5888,-0.017023232,-0.015107196,1,5.119574546813965,0.014165295,0.9159999999999908,571.6
0.013088254,10,1.4192533,0.8261101543903351,6144,-0.029684464,-0.014192534,0,5.326764345169067,0.017462306,0.9159999999999908,571.6
0.005985627,11,1.4793305,0.5389419198036194,6400,-0.021377582,-0.014793305,1,5.53364896774292,0.02882819,0.819090909090901,563.7272727272727
0.010674117,11,1.4099283,0.7979268878698349,6656,-0.035622828,-0.014099283,0,5.740328788757324,0.012414094,0.819090909090901,563.7272727272727
0.007641415,12,1.3732989,0.8380129337310791,6912,-0.016068254,-0.013732989,1,5.94107460975647,0.008275453,0.8958333333333233,572.9166666666666
0.0045131473,12,1.3670601,0.7867877930402756,7168,-0.01286222,-0.0136706,0,6.163546800613403,0.012172589,0.8958333333333233,572.9166666666666
0.024119137,12,1.3478215,0.7361074984073639,7424,-0.03522887,-0.013478215,0,6.401042699813843,0.012245288,0.8958333333333233,572.9166666666666
0.006765881,13,1.4127812,0.8137799352407455,7680,-0.021679271,-0.0141278105,1,6.619798183441162,0.013533219,0.94076923076922,578.6923076923077
0.008870765,13,1.4104111,0.8202281147241592,7936,-0.007999875,-0.01410411,0,6.8319151401519775,0.014960205,0.94076923076922,578.6923076923077
0.015632428,14,1.3491527,0.8842569068074226,8192,-0.01737536,-0.013491526,1,7.070997714996338,0.010509374,0.8435714285714189,570.0714285714286
0.0061859004,14,1.40221,0.7286835610866547,8448,-0.019817762,-0.0140221,0,7.292553186416626,0.022748139,0.8435714285714189,570.0714285714286
0.010427092,15,1.4357749,0.8713666498661041,8704,-0.027956951,-0.014357749,1,7.494570732116699,0.012782872,0.8439999999999911,571.0666666666667
0.011013377,15,1.4576848,0.8950524479150772,8960,-0.025499426,-0.014576847,0,7.729628324508667,0.013829379,0.8439999999999911,571.0666666666667
0.0043756645,16,1.3850052,0.72296541929245,9216,-0.012547638,-0.013850054,1,7.920793056488037,0.014750235,0.8324999999999918,570.75
0.006120939,16,1.3972907,0.9236114770174026,9472,-0.012586275,-0.013972906,0,8.141929626464844,0.009643336,0.8324999999999918,570.75
0.0042187804,16,1.4145823,0.15801680088043213,9728,-0.013892571,-0.014145821,0,8.350115299224854,0.018898431,0.8324999999999918,570.75
