EpLenMean,TimestepsSoFar,explained_variance_tdlam_before,entloss,optimgain,EpRewMean,EpisodesSoFar,TimeElapsed,entropy,meankl,EpThisIter,surrgain
455.5,1024,-1.3689637184143066,0.0,0.032134242,-5.0,2,3.597282886505127,2.07305,0.006501737,2,0.032134242
