loss_pol_surr,ev_tdlam_before,loss_kl,loss_ent,loss_vf_loss,loss_pol_entpen,EpRewMean,TimestepsSoFar,TimeElapsed,EpLenMean,EpisodesSoFar,EpThisIter
-0.0072526652,-0.22780632972717285,0.006393177,2.07304,0.013816738,0.0,-5.0,4096,3.850900173187256,584.4285714285714,7,7
-0.010233204,0.6966688334941864,0.0066332347,2.0641468,0.013308491,0.0,-4.928571428571429,8192,7.373307466506958,568.2142857142857,14,7
-0.010936247,0.8299373984336853,0.0070063807,2.0497584,0.01463818,0.0,-4.904761904761905,12288,10.756004095077515,567.7142857142857,21,7
-0.010913037,0.8364608436822891,0.006654452,2.043884,0.020285109,0.0,-4.888888888888889,16384,14.392030715942383,578.7777777777778,27,6
-0.010978397,0.7837064415216446,0.008179414,2.0266037,0.021953365,0.0,-4.882352941176471,20480,17.924973011016846,590.7058823529412,34,7
-0.010161043,0.8546023368835449,0.0074271187,2.0031874,0.01477236,0.0,-4.902439024390244,24576,21.28481101989746,583.9756097560976,41,7
-0.010044047,0.8567487150430679,0.00691019,2.0009832,0.012380281,0.0,-4.916666666666667,28672,24.771941900253296,590.5625,48,7
-0.014208393,0.771818071603775,0.008300826,1.9851056,0.0170232,0.0,-4.888888888888889,32768,28.0951566696167,601.7407407407408,54,6
-0.011890338,0.8037773668766022,0.007822767,1.9724953,0.016956825,0.0,-4.883333333333334,36864,31.61415386199951,606.65,60,6
-0.0107086655,0.8366007655858994,0.006048776,1.9469202,0.01424082,0.0,-4.880597014925373,40960,34.962202072143555,608.8059701492538,67,7
-0.010572381,0.824447438120842,0.007175561,1.9384087,0.015834084,0.0,-4.863013698630137,45056,38.511791706085205,611.013698630137,73,6
-0.010111412,0.8216638267040253,0.00800025,1.9290494,0.013150033,0.0,-4.860759493670886,49152,42.02077651023865,618.8987341772151,79,6
-0.011266455,0.7725587636232376,0.006440583,1.9125835,0.020325106,0.0,-4.8352941176470585,53248,45.3662486076355,619.2588235294118,85,6
-0.0080541745,0.8289748132228851,0.0054741,1.9035091,0.015569543,0.0,-4.824175824175824,57344,48.85889267921448,626.1648351648352,91,6
-0.01133184,0.8515603244304657,0.007117976,1.8816552,0.013354101,0.0,-4.835051546391752,61440,52.21425199508667,626.639175257732,97,6
-0.00989013,0.8844081461429596,0.0067175357,1.8817866,0.011329678,0.0,-4.84,65536,55.66085600852966,628.44,104,7
-0.012839289,0.8186812102794647,0.007494772,1.8565776,0.015190594,0.0,-4.83,69632,59.158360958099365,634.83,110,6
-0.011896396,0.8142226338386536,0.0069312467,1.8340964,0.014249482,0.0,-4.82,73728,62.50974726676941,642.4,116,6
-0.011264233,0.8447837233543396,0.00753544,1.8088065,0.014629492,0.0,-4.8,77824,66.13499450683594,649.73,122,6
-0.011848507,0.8413259834051132,0.007157073,1.7890172,0.012584746,0.0,-4.82,81920,69.71844720840454,645.72,129,7
-0.011853506,0.8572325110435486,0.0065403734,1.7968459,0.01113322,0.0,-4.82,86016,73.24685025215149,647.63,135,6
-0.013179335,0.8351022005081177,0.0055822865,1.7851422,0.011915801,0.0,-4.82,90112,76.64773917198181,652.66,142,7
-0.012062496,0.8180164992809296,0.0060507273,1.7787145,0.013135327,0.0,-4.8,94208,80.17917203903198,659.98,147,5
-0.012580567,0.7785288989543915,0.0068400456,1.7282777,0.014729978,0.0,-4.79,98304,83.71304249763489,657.82,153,6
-0.014323289,0.8125959038734436,0.0056764907,1.7576629,0.015070436,0.0,-4.78,102400,123.6191053390503,671.52,158,5
-0.0110163875,0.8288547545671463,0.0057975203,1.7219235,0.010649495,0.0,-4.79,106496,127.03976893424988,673.76,164,6
-0.013259264,0.8258013278245926,0.008400462,1.6825255,0.014142921,0.0,-4.79,110592,130.47610569000244,669.01,170,6
-0.010723428,0.8154108673334122,0.004764639,1.6230487,0.014332951,0.0,-4.78,114688,134.2092809677124,667.82,177,7
-0.0134804975,0.8341249227523804,0.0045937854,1.6213411,0.012475912,0.0,-4.77,118784,137.6531445980072,667.14,184,7
-0.013666788,0.7921641319990158,0.0063228025,1.619591,0.012008982,0.0,-4.81,122880,141.1687569618225,663.42,190,6
-0.013268946,0.8010480403900146,0.006329616,1.638103,0.01328303,0.0,-4.8,126976,144.57715916633606,664.92,196,6
-0.013008899,0.8425843119621277,0.0054772105,1.6586261,0.011631701,0.0,-4.8,131072,148.13345527648926,668.79,202,6
-0.0130355265,0.8101702481508255,0.006383645,1.6596986,0.012119901,0.0,-4.8,135168,151.5879135131836,670.83,208,6
-0.011313943,0.8218923956155777,0.0061063976,1.5836494,0.0128666,0.0,-4.83,139264,155.07118606567383,662.0,215,7
-0.012571319,0.8028270900249481,0.005181513,1.5860786,0.012605527,0.0,-4.82,143360,158.59079122543335,665.22,221,6
-0.010681594,0.8234546333551407,0.0046550767,1.5997826,0.011000104,0.0,-4.84,147456,161.97693920135498,665.37,228,7
