#{"t_start": 1604405048.6655145, "env_id": "SlimeVolley-v0"}
r,l,t
-5,524,1.273128
-5,626,1.602176
-5,742,1.996254
-5,633,2.352037
-5,648,2.692556
-5,452,2.956191
-5,466,3.210386
-5,581,5.09202
-5,546,5.381314
-5,505,5.648978
-5,569,5.949043
-4,697,6.320013
-5,540,6.597797
-5,426,6.819639
-4,534,8.468003
-5,651,8.790493
-5,621,9.097849
-5,531,9.36809
-5,517,9.624999
-5,499,9.877931
-5,614,10.195056
-5,438,11.728122
-4,743,12.110379
-5,728,12.52431
-5,545,12.820995
-5,609,13.167469
-5,642,13.507849
-5,821,15.368037
-4,868,15.832515
-5,422,16.055967
-5,552,16.351951
-5,717,16.743736
-5,618,17.063422
-5,459,17.311065
-5,569,18.94889
-5,521,19.206936
-5,656,19.531986
-5,499,19.779735
-5,539,20.046002
-5,450,20.274098
-5,625,20.581989
-5,737,22.278148
-5,453,22.519929
-5,623,22.854006
-5,527,23.131948
-5,814,23.556098
-5,605,23.878953
-5,645,24.21457
-4,879,25.977978
-4,1079,26.517975
-5,662,26.852782
-5,663,27.178977
-5,472,27.412856
-5,392,27.607616
-5,601,29.203576
-5,423,29.430558
-4,855,29.876082
-5,685,30.236583
-5,428,30.466967
-5,913,30.950933
-4,624,32.635636
-5,584,32.93795
-5,740,33.325785
-5,400,33.535945
-5,695,33.878064
-5,748,34.244049
-5,600,34.539277
-5,411,36.021128
-3,1124,36.629966
-5,457,36.88993
-5,505,37.172884
-5,407,37.386914
-5,910,37.87249
-5,707,39.587133
-5,590,39.897032
-4,894,40.369246
-5,686,40.739363
-5,813,41.170375
-5,599,41.49599
-5,477,43.068804
-5,532,43.33189
-5,631,43.648979
-5,661,43.971978
-4,856,44.389863
-3,587,44.68398
-4,637,46.317315
-4,844,46.758925
-5,715,47.130269
-5,866,47.582047
-5,774,47.991901
-5,508,48.255929
-5,455,49.846872
-5,417,50.068736
-5,1030,50.591164
-5,758,50.975142
-5,562,51.256027
-5,581,51.540014
-5,700,53.174017
-5,570,53.463964
-5,646,53.786008
-5,515,54.049914
-5,549,54.332911
-5,939,54.828038
-5,666,55.173855
-5,516,56.784059
-4,838,57.223518
-5,657,57.591618
-5,588,57.920668
-5,558,58.21628
-5,680,58.563013
-5,526,60.14548
-4,862,60.566071
-5,467,60.797144
-4,1048,61.314047
-4,779,61.701895
-5,492,61.952121
-5,661,63.610633
-5,527,63.884681
-5,622,64.207045
-5,686,64.563886
-5,614,64.885334
-3,843,65.334863
-5,533,67.097075
-5,663,67.451912
-5,602,67.769834
-5,789,68.219835
-5,463,68.46236
-5,502,68.73887
-5,1003,69.271483
-5,516,70.907241
-5,652,71.249677
-5,637,71.59241
-5,494,71.849961
-5,763,72.247921
-5,466,72.486267
-5,674,74.220801
-5,625,74.55289
-5,556,74.843047
-5,715,75.216672
-5,578,75.506887
-5,787,75.895955
-5,595,76.190345
-4,726,77.857251
-5,882,78.333168
-4,703,78.684087
-5,746,79.078886
-5,697,79.448001
-4,813,81.293375
-5,586,81.602032
-4,773,81.99907
-5,434,82.226878
-4,809,82.682802
-5,769,83.091777
-5,696,84.789014
-5,580,85.079034
-5,441,85.768247
-4,692,86.149482
-5,612,86.497914
-5,539,86.799854
-5,652,87.157877
-5,622,87.501332
-4,787,87.931005
-5,526,88.218982
-5,1102,88.823588
-4,799,89.258544
-5,424,89.504808
-5,727,89.910881
-5,794,90.357274
-4,855,90.833016
-5,668,91.204505
-5,687,91.586902
-5,802,92.023002
-4,767,92.446146
-5,682,92.819128
-5,566,93.124936
-4,771,93.56493
-3,1078,94.153494
-5,510,94.439985
-4,772,94.859781
-5,607,95.190135
-5,546,95.492812
-5,627,95.835951
-5,797,96.269735
-5,613,96.618275
-5,670,96.992928
-5,740,97.406081
-5,644,97.758849
-5,535,98.046307
-4,781,98.485024
-5,595,98.821051
-5,545,99.124008
-5,798,99.569983
-3,1266,100.276101
-5,557,100.592982
-5,597,100.925063
-5,739,101.332884
-5,537,101.633867
