policy_entropy,nupdates,fps,total_timesteps,explained_variance,value_loss
2.0794405937194824,1,4,5,-104358.9453125,0.007116189692169428
2.0794405937194824,100,200,500,-23085.884765625,0.012646114453673363
2.0794405937194824,200,278,1000,-1410.8531494140625,0.04245691001415253
