EpThisIter,surrgain,explained_variance_tdlam_before,entloss,entropy,EpLenMean,EpRewMean,TimestepsSoFar,TimeElapsed,EpisodesSoFar,meankl,optimgain
2,0.010910403,-0.027071237564086914,0.0,1.7889262,496.0,-5.0,1024,7.359809875488281,2,0.0028785977,0.010910403
1,0.01514376,-0.07582294940948486,0.0,1.7844862,588.6666666666666,-4.666666666666667,2048,12.559984922409058,3,0.0049275532,0.01514376
1,0.011603184,0.16566979885101318,0.0,1.7807088,614.0,-4.75,3072,17.871674299240112,4,0.006320035,0.011603184
2,0.019140191,0.3361145257949829,0.0,1.7780991,601.0,-4.833333333333333,4096,23.66720199584961,6,0.008207338,0.019140191
2,0.012071496,0.399610698223114,0.0,1.7781824,603.75,-4.875,5120,28.778733015060425,8,0.007326552,0.012071496
