loss_pol_surr,loss_pol_entpen,loss_ent,EpThisIter,TimestepsSoFar,loss_kl,TimeElapsed,ev_tdlam_before,EpisodesSoFar,loss_vf_loss,EpRewMean,EpLenMean
-0.0057456773,-0.020785509,2.0785508,0,256,0.0009164177,2.8051559925079346,-0.02237844467163086,0,0.023772044,,
-0.0024954146,-0.020770676,2.0770676,0,512,0.0004681088,4.277127027511597,-0.20145177841186523,0,0.028259346,,
-0.0032484885,-0.02076265,2.0762653,1,768,0.0001743827,5.611403703689575,0.4765129089355469,1,0.025053088,-5.0,675.0
-0.003583122,-0.020752626,2.0752625,0,1024,0.0001934031,6.836346626281738,0.45299452543258667,1,0.035970487,-5.0,675.0
