EpLenMean,EpRewMean,loss_pol_surr,loss_kl,ev_tdlam_before,EpThisIter,EpisodesSoFar,loss_vf_loss,TimeElapsed,loss_ent,loss_pol_entpen,TimestepsSoFar
615.84,-4.89,-0.014458934,0.00683458,0.8191688358783722,7,283,0.013048654,573.8408660888672,1.6309904,0.0,167936
614.02,-4.9,-0.014182451,0.0065490417,0.8438923209905624,7,290,0.010854759,577.5553920269012,1.5922753,0.0,172032
622.64,-4.89,-0.012970999,0.006166044,0.8071950674057007,5,295,0.011185378,581.2681283950806,1.562564,0.0,176128
617.91,-4.89,-0.016771944,0.0075850217,0.8320436030626297,8,303,0.012187565,584.9847695827484,1.5799906,0.0,180224
614.65,-4.89,-0.01333013,0.0058345683,0.8640356957912445,7,310,0.011181904,588.9999010562897,1.548678,0.0,184320
615.55,-4.89,-0.012422406,0.0065913377,0.8608872592449188,6,316,0.010147324,592.7141425609589,1.5355744,0.0,188416
606.7,-4.94,-0.01562999,0.006261826,0.8146271854639053,7,323,0.014632852,596.4257342815399,1.558735,0.0,192512
609.73,-4.94,-0.013606819,0.0056628142,0.7649472504854202,5,328,0.012643586,600.1418335437775,1.5433545,0.0,196608
618.71,-4.94,-0.014091846,0.007023978,0.7975084334611893,7,335,0.011275534,1028.9599375724792,1.54883,0.0,200704
615.24,-4.94,-0.017776154,0.0074629067,0.8207006901502609,6,341,0.012392103,1033.1016058921814,1.5432873,0.0,204800
608.39,-4.94,-0.01343603,0.004286923,0.8616193681955338,8,349,0.011146761,1037.2565376758575,1.5649137,0.0,208896
609.38,-4.93,-0.014811136,0.0067321686,0.8016460090875626,6,355,0.013173779,1041.2874217033386,1.5105007,0.0,212992
612.26,-4.93,-0.014771076,0.004844616,0.8347587585449219,7,362,0.012517273,1045.3892803192139,1.488036,0.0,217088
618.01,-4.93,-0.012551768,0.0062950035,0.8011611253023148,6,368,0.012332097,1049.561188697815,1.4784272,0.0,221184
627.78,-4.91,-0.014654213,0.00662342,0.8125530034303665,6,374,0.014243027,1053.3605723381042,1.4605627,0.0,225280
629.7,-4.91,-0.015786398,0.0057820794,0.8394105583429337,7,381,0.011647382,1057.1451833248138,1.4975668,0.0,229376
630.67,-4.89,-0.014493476,0.0054699928,0.8129589706659317,6,387,0.0155986035,1060.8920106887817,1.4744613,0.0,233472
620.19,-4.9,-0.015354449,0.006531763,0.8330207467079163,7,394,0.012261799,1064.7067036628723,1.4759836,0.0,237568
627.47,-4.91,-0.014544028,0.005351895,0.8481338918209076,6,400,0.013025986,1068.480887889862,1.4245596,0.0,241664
628.71,-4.9,-0.01513812,0.0053951764,0.8482972532510757,7,407,0.010148227,1072.274748802185,1.4516994,0.0,245760
