TimestepsSoFar,EpThisIter,EpisodesSoFar,meankl,entloss,optimgain,EpLenMean,TimeElapsed,entropy,explained_variance_tdlam_before,EpRewMean,surrgain
1024,1,1,0.0065849805,0.0,0.030179396,730.0,1.3791613578796387,2.0730076,-0.7870010137557983,-5.0,0.030179396
2048,2,3,0.0076244697,0.0,0.043567948,594.0,2.284670829772949,2.068203,0.502544641494751,-5.0,0.043567948
3072,1,4,0.007085395,0.0,0.038732257,628.0,3.1855545043945312,2.06207,0.42839956283569336,-4.75,0.038732257
4096,2,6,0.005611497,0.0,0.033829167,633.1666666666666,4.030958890914917,2.061637,0.5178624987602234,-4.5,0.033829167
5120,2,8,0.0059344755,0.0,0.038694408,625.0,4.779469728469849,2.0530276,0.7736255526542664,-4.5,0.038694408
6144,2,10,0.0072433036,0.0,0.040708862,595.4,5.556086540222168,2.056268,0.7451382279396057,-4.6,0.040708862
7168,1,11,0.009218499,0.0,0.051257014,608.3636363636364,6.335615873336792,2.041656,0.4376891255378723,-4.545454545454546,0.051257014
8192,2,13,0.0065153777,0.0,0.035228617,605.5384615384615,7.147625923156738,2.0285475,0.3314918875694275,-4.538461538461538,0.035228617
9216,2,15,0.007392252,0.0,0.04174242,601.1333333333333,8.021343469619751,2.0256524,0.7676766067743301,-4.6,0.04174242
10240,2,17,0.0074391053,0.0,0.045551952,598.2941176470588,8.89463472366333,2.0271478,0.6461094915866852,-4.647058823529412,0.045551952
11264,0,17,0.007962039,0.0,0.041333705,598.2941176470588,9.765013217926025,2.009821,0.396817147731781,-4.647058823529412,0.041333705
12288,1,18,0.0079152845,0.0,0.047110967,635.5555555555555,10.633612155914307,2.00116,0.5740245282649994,-4.666666666666667,0.047110967
13312,1,19,0.008035107,0.0,0.04706198,656.7894736842105,11.501025915145874,2.0001535,0.5146981477737427,-4.684210526315789,0.04706198
14336,2,21,0.008150192,0.0,0.048344396,674.2380952380952,12.364640951156616,2.0054119,0.6376836895942688,-4.666666666666667,0.048344396
15360,2,23,0.008870049,0.0,0.05509804,664.0434782608696,13.227322101593018,1.985547,0.7863656133413315,-4.695652173913044,0.05509804
16384,1,24,0.005956523,0.0,0.03896024,680.0416666666666,14.088552951812744,1.9914601,0.34209465980529785,-4.708333333333333,0.03896024
17408,1,25,0.009308646,0.0,0.051029418,676.28,14.839234828948975,1.9874597,0.4549800753593445,-4.72,0.051029418
18432,2,27,0.0072759883,0.0,0.041831963,666.1481481481482,15.58057975769043,1.9713683,0.7039015293121338,-4.7407407407407405,0.041831963
19456,2,29,0.0082054585,0.0,0.049469933,667.2068965517242,16.320549488067627,1.9828618,0.6724168360233307,-4.758620689655173,0.049469933
20480,1,30,0.009560207,0.0,0.05634759,663.5,17.06248140335083,1.9657677,0.6085288524627686,-4.766666666666667,0.05634759
21504,2,32,0.008210043,0.0,0.05695501,664.0,17.80237603187561,1.9700205,0.6008606255054474,-4.71875,0.05695501
22528,2,34,0.008746881,0.0,0.049200367,660.6176470588235,18.541359901428223,1.9684024,0.748520016670227,-4.735294117647059,0.049200367
23552,2,36,0.007404982,0.0,0.039519437,651.5555555555555,19.280601024627686,1.9519975,0.6677893400192261,-4.75,0.039519437
24576,2,38,0.009116737,0.0,0.0509782,645.5526315789474,20.064751625061035,1.9586874,0.6707920134067535,-4.7631578947368425,0.0509782
25600,1,39,0.008419354,0.0,0.05260877,639.4871794871794,20.962477207183838,1.9503403,0.678762823343277,-4.769230769230769,0.05260877
26624,3,42,0.007789443,0.0,0.04883313,633.375,21.85812759399414,1.9535153,0.7036502361297607,-4.775,0.04883313
27648,1,43,0.008777832,0.0,0.051952273,635.15,22.747877836227417,1.9387617,0.6171976029872894,-4.775,0.051952273
28672,1,44,0.0094479015,0.0,0.047650993,636.025,23.559751987457275,1.9190192,0.6480666697025299,-4.8,0.047650993
29696,2,46,0.00837004,0.0,0.05088892,644.425,24.434855461120605,1.9149923,0.696502298116684,-4.85,0.05088892
30720,1,47,0.0107754525,0.0,0.05578869,645.275,25.3241925239563,1.9378196,0.530252069234848,-4.85,0.05578869
31744,2,49,0.0091185495,0.0,0.052953698,649.65,26.190673828125,1.916209,0.5790943205356598,-4.825,0.052953698
32768,1,50,0.0112021845,0.0,0.062533095,662.1,27.058155298233032,1.9479518,0.24358439445495605,-4.775,0.062533095
33792,1,51,0.0092552425,0.0,0.06678085,661.75,27.927613496780396,1.9582434,0.6488637924194336,-4.8,0.06678085
34816,2,53,0.008684961,0.0,0.05315804,666.325,28.798376321792603,1.9377191,0.389346718788147,-4.775,0.05315804
35840,2,55,0.008786185,0.0,0.055488538,663.25,29.668009281158447,1.9425621,0.5929528474807739,-4.775,0.055488538
36864,1,56,0.007929754,0.0,0.05366085,670.825,30.535584926605225,1.9498892,0.4768487811088562,-4.75,0.05366085
37888,2,58,0.008177552,0.0,0.059222557,657.825,31.321229219436646,1.9310325,0.7412768602371216,-4.75,0.059222557
38912,1,59,0.009026076,0.0,0.04915113,652.75,32.027445554733276,1.9476169,0.6095753014087677,-4.75,0.04915113
39936,2,61,0.008910741,0.0,0.049721316,644.2,32.73008680343628,1.9088725,0.7739831805229187,-4.75,0.049721316
40960,1,62,0.008907037,0.0,0.067943804,651.975,33.43792104721069,1.919944,0.6948470771312714,-4.725,0.067943804
41984,2,64,0.008700497,0.0,0.057612985,635.125,34.14243745803833,1.8982198,0.6740482151508331,-4.725,0.057612985
43008,2,66,0.0076871593,0.0,0.056499887,627.4,34.844045877456665,1.9108942,0.7861194312572479,-4.725,0.056499887
44032,1,67,0.007958923,0.0,0.05702481,632.175,35.54932641983032,1.9078045,0.7750038802623749,-4.725,0.05702481
45056,2,69,0.007553638,0.0,0.047190942,630.35,36.254884481430054,1.9062555,0.6442652344703674,-4.725,0.047190942
46080,2,71,0.008625201,0.0,0.058204696,623.85,36.95608949661255,1.9141366,0.6696709990501404,-4.75,0.058204696
47104,2,73,0.008374737,0.0,0.05202184,628.125,37.659188747406006,1.9065219,0.539754718542099,-4.725,0.05202184
48128,1,74,0.009304921,0.0,0.06913955,631.275,38.36223292350769,1.9445292,0.5958064198493958,-4.7,0.06913955
49152,2,76,0.008453444,0.0,0.063227355,637.2,39.06593656539917,1.9141647,0.6148361563682556,-4.675,0.063227355
50176,1,77,0.00774499,0.0,0.050017007,639.7,39.76848649978638,1.9187508,0.7931705117225647,-4.675,0.050017007
51200,2,79,0.009048486,0.0,0.05568234,650.95,40.516398906707764,1.9366587,0.7006632685661316,-4.675,0.05568234
