loss_pol_surr,TimestepsSoFar,loss_kl,EpThisIter,EpLenMean,loss_pol_entpen,loss_ent,EpisodesSoFar,EpRewMean,TimeElapsed,loss_vf_loss,ev_tdlam_before
-0.035970047,12222464,0.022062564,2,2559.96,0.0,0.56105787,12828,-0.09,19711.000427007675,0.005042639,0.5868035554885864
-0.037701283,12226560,0.024224443,2,2569.64,0.0,0.5467488,12830,-0.15,19716.75398159027,0.007164542,0.6894915997982025
-0.03323248,12230656,0.022408854,1,2567.19,0.0,0.53176856,12831,-0.1,19722.59965133667,0.009161931,0.4370061159133911
-0.036779124,12234752,0.022865115,2,2566.65,0.0,0.5472996,12833,-0.02,19728.16385960579,0.008381939,0.6596546769142151
-0.039847154,12238848,0.023480203,2,2553.5,0.0,0.5577441,12835,-0.02,19733.37946510315,0.00623325,0.5940918624401093
-0.040093694,12242944,0.024824154,1,2556.95,0.0,0.57486355,12836,-0.02,19738.922248840332,0.0057942765,0.4840027093887329
-0.03741536,12247040,0.023395821,1,2558.34,0.0,0.5643202,12837,-0.03,19743.996474266052,0.0061621787,0.5071025490760803
-0.03540079,12251136,0.02241457,2,2561.06,0.0,0.54902184,12839,0.01,19748.83408999443,0.0060977098,0.5919993817806244
-0.035315897,12255232,0.025151871,1,2565.39,0.0,0.56783366,12840,0.03,19753.712455511093,0.0076726004,0.6339146196842194
-0.037200287,12259328,0.022852084,2,2582.33,0.0,0.5622061,12842,0.14,19758.536185264587,0.008887124,0.5609038770198822
-0.036150247,12263424,0.020953754,1,2582.04,0.0,0.55096745,12843,0.09,19763.352370738983,0.007348214,0.5140725672245026
-0.040136848,12267520,0.025840724,1,2582.04,0.0,0.5699634,12844,0.11,19768.13604235649,0.008351832,0.6201568245887756
-0.03886524,12271616,0.025120188,2,2582.04,0.0,0.5569277,12846,0.07,19773.66175365448,0.00504693,0.4692983627319336
-0.036072675,12275712,0.022422826,2,2572.19,0.0,0.5572943,12848,0.1,19779.147322893143,0.009232191,0.5124868452548981
-0.03847124,12279808,0.022368247,1,2564.71,0.0,0.5549905,12849,0.08,19784.749346494675,0.010706786,0.5493833124637604
-0.036900844,12283904,0.023596913,2,2566.27,0.0,0.56991607,12851,0.11,19790.817264556885,0.0070424485,0.49962157011032104
-0.039467946,12288000,0.019843804,1,2574.76,0.0,0.55252266,12852,0.1,19796.48493027687,0.009194068,0.5695552229881287
-0.037881855,12292096,0.02551024,2,2591.88,0.0,0.565318,12854,0.2,19802.223353147507,0.00824582,0.5753583610057831
-0.04007623,12296192,0.023959339,2,2586.49,0.0,0.55634433,12856,0.08,19807.374760389328,0.012760357,0.5719693303108215
-0.04168746,12300288,0.02514217,2,2574.7,0.0,0.5646213,12858,-0.01,19835.22070980072,0.011424357,0.5951369106769562
-0.03672663,12304384,0.022051472,1,2575.59,0.0,0.565736,12859,-0.01,19841.018587350845,0.007633164,0.4920440912246704
-0.037383586,12308480,0.025166577,1,2577.78,0.0,0.58281493,12860,-0.04,19845.813798666,0.003946452,0.5319946110248566
