optimgain,EpLenMean,TimeElapsed,meankl,EpThisIter,EpisodesSoFar,entloss,explained_variance_tdlam_before,TimestepsSoFar,surrgain,EpRewMean,entropy
0.011201456,582.0,2.424785614013672,0.0028253905,1,1,0.0,-0.013943672180175781,1024,0.011201456,-5.0,2.0766215
0.010722231,655.6666666666666,3.7762906551361084,0.0047651483,2,3,0.0,0.14821380376815796,2048,0.010722231,-4.666666666666667,2.0751195
0.010190967,580.2,5.127911329269409,0.008055607,2,5,0.0,0.42105191946029663,3072,0.010190967,-4.8,2.0725613
0.010753006,583.2857142857143,6.479306697845459,0.008168219,2,7,0.0,0.40904510021209717,4096,0.010753006,-4.857142857142857,2.0701926
0.0062170024,555.3333333333334,7.82830286026001,0.007877953,2,9,0.0,0.5479978621006012,5120,0.0062170024,-4.888888888888889,2.0693727
0.015430128,562.8,9.179000616073608,0.00941309,1,10,0.0,0.6296782791614532,6144,0.015430128,-4.9,2.0684118
0.006241636,580.1666666666666,10.572157621383667,0.008211577,2,12,0.0,0.45252525806427,7168,0.006241636,-4.833333333333333,2.0668888
0.010986015,589.5384615384615,11.87000823020935,0.009252011,1,13,0.0,0.45043468475341797,8192,0.010986015,-4.846153846153846,2.0648785
0.0186585,592.9333333333333,13.171733617782593,0.009134234,2,15,0.0,0.6100365519523621,9216,0.0186585,-4.866666666666666,2.0664353
0.01676492,582.1764705882352,14.664674043655396,0.009822235,2,17,0.0,0.6425165235996246,10240,0.01676492,-4.882352941176471,2.067718
0.012704849,599.7222222222222,16.28699231147766,0.009782171,1,18,0.0,0.515636533498764,11264,0.012704849,-4.833333333333333,2.0675833
0.0152686965,598.45,17.630677461624146,0.009449767,2,20,0.0,0.6558034121990204,12288,0.0152686965,-4.85,2.0675774
0.01607022,588.8181818181819,18.973827362060547,0.011459594,2,22,0.0,0.5747751593589783,13312,0.01607022,-4.863636363636363,2.0630279
0.010720093,593.5833333333334,20.31731653213501,0.011075573,2,24,0.0,0.43951112031936646,14336,0.010720093,-4.875,2.0643253
0.0114207845,601.0,21.662859201431274,0.014260208,1,25,0.0,0.6578778028488159,15360,0.0114207845,-4.84,2.0610476
0.01609809,600.7037037037037,23.00967764854431,0.012633944,2,27,0.0,0.5665648281574249,16384,0.01609809,-4.851851851851852,2.0541005
0.014233036,597.1428571428571,24.359521865844727,0.013280626,1,28,0.0,0.42293745279312134,17408,0.014233036,-4.821428571428571,2.0546627
0.022607367,609.6,25.703792095184326,0.014503209,2,30,0.0,0.6691893041133881,18432,0.022607367,-4.8,2.0529175
0.024749681,602.28125,27.04777193069458,0.013869447,2,32,0.0,0.7879559993743896,19456,0.024749681,-4.8125,2.0494595
0.026150685,606.5454545454545,28.487140417099,0.013406182,1,33,0.0,0.6272061169147491,20480,0.026150685,-4.787878787878788,2.0533934
0.01727753,602.9714285714285,30.20448923110962,0.014884323,2,35,0.0,0.6665226221084595,21504,0.01727753,-4.8,2.0462995
0.024193488,605.6756756756756,31.848100900650024,0.012688767,2,37,0.0,0.6956706643104553,22528,0.024193488,-4.8108108108108105,2.0493789
0.023409054,606.1842105263158,33.46623182296753,0.014205128,1,38,0.0,0.6032847762107849,23552,0.023409054,-4.815789473684211,2.0448632
0.010293404,601.55,34.812339305877686,0.014777138,2,40,0.0,0.752698078751564,24576,0.010293404,-4.825,2.0417292
0.014401419,600.725,36.349966049194336,0.01230634,2,42,0.0,0.5820366144180298,25600,0.014401419,-4.85,2.0402129
0.011176247,600.275,38.117363691329956,0.014265377,1,43,0.0,0.47379523515701294,26624,0.011176247,-4.85,2.0431194
0.012794558,618.15,39.836960554122925,0.01346371,2,45,0.0,0.6595119833946228,27648,0.012794558,-4.825,2.037082
0.02392209,621.25,41.56818628311157,0.014708152,1,46,0.0,0.7705523520708084,28672,0.02392209,-4.825,2.033061
0.012361642,619.425,42.90738344192505,0.01386573,2,48,0.0,0.5410369336605072,29696,0.012361642,-4.825,2.0361414
0.01171623,621.675,44.20958113670349,0.014721118,2,50,0.0,0.7485723197460175,30720,0.01171623,-4.8,2.0323257
-0.0039116144,619.275,45.63649892807007,0.011810502,2,52,0.0,0.5300245881080627,31744,-0.0039116144,-4.825,2.0336785
0.011178665,618.875,46.948699712753296,0.0145354085,1,53,0.0,0.7106973230838776,32768,0.011178665,-4.825,2.0254345
0.011357468,613.4,48.263665437698364,0.013834332,2,55,0.0,0.48723846673965454,33792,0.011357468,-4.8,2.0365787
0.025368482,622.45,49.735453605651855,0.014438728,2,57,0.0,0.421511709690094,34816,0.025368482,-4.75,2.0351162
0.0064110775,617.0,51.46448636054993,0.014219614,1,58,0.0,0.6322319507598877,35840,0.0064110775,-4.775,2.0279434
0.01726637,617.0,53.22414445877075,0.013892341,2,60,0.0,0.7543490380048752,36864,0.01726637,-4.775,2.0319142
0.015366312,615.2,54.946383476257324,0.014672122,1,61,0.0,0.7182595729827881,37888,0.015366312,-4.775,2.0292282
0.0033932207,626.55,56.70820999145508,0.01454827,2,63,0.0,0.647405356168747,38912,0.0033932207,-4.775,2.0199924
0.009288746,619.225,58.422287464141846,0.01343297,2,65,0.0,0.5643993318080902,39936,0.009288746,-4.8,2.0272212
0.019272996,624.625,60.091675758361816,0.013960252,1,66,0.0,0.7358374297618866,40960,0.019272996,-4.775,2.0242696
0.0134998225,626.9,61.4506630897522,0.014814535,1,67,0.0,0.5524832308292389,41984,0.0134998225,-4.775,2.0269272
0.010525448,625.875,63.023228883743286,0.014921898,2,69,0.0,0.5062072277069092,43008,0.010525448,-4.8,2.0213761
0.014795307,626.6,64.76892280578613,0.0143084265,1,70,0.0,0.6858312487602234,44032,0.014795307,-4.775,2.029643
0.014613437,636.075,66.46514987945557,0.013311711,2,72,0.0,0.7374362349510193,45056,0.014613437,-4.75,2.0260987
0.011496492,635.275,68.19802260398865,0.014011514,2,74,0.0,0.7506950944662094,46080,0.011496492,-4.775,2.0255585
0.017589748,640.5,69.85945105552673,0.013698624,1,75,0.0,0.710431307554245,47104,0.017589748,-4.775,2.0319371
0.015310517,639.7,71.55632066726685,0.014411431,2,77,0.0,0.6699968576431274,48128,0.015310517,-4.775,2.0306973
0.013864201,637.5,72.86634922027588,0.013886489,2,79,0.0,0.5700553059577942,49152,0.013864201,-4.775,2.025994
0.008524267,638.2,74.17898654937744,0.014885054,1,80,0.0,0.6779923439025879,50176,0.008524267,-4.775,2.0320063
0.005605862,650.725,75.6906623840332,0.014764425,1,81,0.0,0.49140429496765137,51200,0.005605862,-4.775,2.0387793
0.009278479,647.975,77.05156779289246,0.014337953,2,83,0.0,0.6237218081951141,52224,0.009278479,-4.75,2.0364637
0.007002676,638.225,78.36409091949463,0.014234904,2,85,0.0,0.5410265028476715,53248,0.007002676,-4.75,2.0314038
