loss_kl,EpisodesSoFar,EpThisIter,loss_pol_surr,TimestepsSoFar,loss_ent,TimeElapsed,loss_vf_loss,loss_pol_entpen,ev_tdlam_before,EpLenMean,EpRewMean
0.005874714,0,0,-0.030036628,256,2.0735826,0.4516110420227051,0.022953449,-0.020735826,-1.180022954940796,,
0.008678725,0,0,-0.026838306,512,2.0621064,0.6366488933563232,0.02157976,-0.020621063,0.6961700022220612,,
0.002120858,1,1,-0.01588157,768,2.0665088,0.833188533782959,0.015407398,-0.020665089,0.2629525661468506,649.0,-5.0
0.0042938003,1,0,-0.021705568,1024,2.0649872,1.0168061256408691,0.013858737,-0.020649873,0.6590733826160431,649.0,-5.0
0.008306435,1,0,-0.032083996,1280,2.0529356,1.1932673454284668,0.013051031,-0.020529356,0.8515641242265701,649.0,-5.0
0.0070638545,2,1,-0.0130832195,1536,2.0229974,1.3689587116241455,0.014034532,-0.020229973,0.7898515462875366,688.0,-5.0
0.00864974,2,0,-0.023762072,1792,2.033289,1.5452518463134766,0.025236709,-0.020332888,0.7936425507068634,688.0,-5.0
0.004669486,2,0,-0.019842612,2048,2.048495,1.7206206321716309,0.013406991,-0.02048495,0.8581467121839523,688.0,-5.0
0.0075239064,3,1,-0.030289197,2304,2.0350518,1.8960566520690918,0.013863493,-0.020350518,0.53085857629776,708.3333333333334,-5.0
0.005987951,3,0,-0.015291015,2560,2.0165787,2.0713186264038086,0.010395081,-0.020165786,0.7192927300930023,708.3333333333334,-5.0
0.009175541,3,0,-0.026845088,2816,1.9811869,2.246782064437866,0.009750236,-0.019811869,0.640882819890976,708.3333333333334,-5.0
0.005932235,4,1,-0.019680653,3072,2.0215702,2.421891450881958,0.007538437,-0.020215705,0.6669666767120361,735.75,-5.0
0.00914464,4,0,-0.019161507,3328,2.0042157,2.598031520843506,0.013524491,-0.020042157,0.8294508457183838,735.75,-5.0
0.005344418,4,0,-0.02616841,3584,1.9483881,2.7742087841033936,0.01563564,-0.01948388,0.7809982746839523,735.75,-5.0
0.009038334,5,1,-0.03213577,3840,1.9561846,2.950709819793701,0.01909578,-0.019561846,0.738800972700119,745.8,-5.0
0.008894252,5,0,-0.012348382,4096,1.9621737,3.127653121948242,0.009784227,-0.019621737,0.890765093266964,745.8,-5.0
0.005066606,6,1,-0.019896299,4352,1.9625566,3.3039143085479736,0.011701093,-0.019625565,0.7200666964054108,707.3333333333334,-5.0
0.0063113915,6,0,-0.03391,4608,1.9598778,3.4803919792175293,0.017286256,-0.019598778,0.6605256795883179,707.3333333333334,-5.0
0.0047718845,6,0,-0.01619054,4864,1.9779496,3.657364845275879,0.0077780364,-0.019779496,0.7686718255281448,707.3333333333334,-5.0
0.006890783,7,1,-0.02603181,5120,1.9431131,3.8342220783233643,0.007453566,-0.01943113,0.7962773591279984,724.7142857142857,-4.857142857142857
0.006847464,7,0,-0.019136878,5376,1.8329049,4.010730028152466,0.024195326,-0.018329047,0.7731566727161407,724.7142857142857,-4.857142857142857
0.004886809,8,1,-0.011941036,5632,1.8596926,4.187068700790405,0.009211786,-0.018596925,0.7545557618141174,696.625,-4.875
0.019434871,8,0,-0.02300923,5888,1.907837,4.3630077838897705,0.011221741,-0.01907837,0.8495702147483826,696.625,-4.875
0.013767575,8,0,-0.022295453,6144,1.966326,4.539750814437866,0.013101695,-0.01966326,0.6000721156597137,696.625,-4.875
0.011348464,9,1,-0.033645034,6400,1.9457072,4.7171525955200195,0.026523732,-0.019457072,0.591911256313324,709.8888888888889,-4.777777777777778
0.008209625,9,0,-0.020933924,6656,1.9152064,4.894068479537964,0.013800433,-0.019152064,0.7732560336589813,709.8888888888889,-4.777777777777778
0.011666016,9,0,-0.019978313,6912,1.8408895,5.0712571144104,0.014075293,-0.018408895,0.6798593699932098,709.8888888888889,-4.777777777777778
0.019490052,10,1,-0.027512647,7168,1.9261683,5.247532844543457,0.030107867,-0.019261682,0.6874643564224243,691.4,-4.8
0.006588534,11,1,-0.027755592,7424,1.9588623,5.423580169677734,0.013190387,-0.019588623,0.6743050813674927,667.7272727272727,-4.818181818181818
0.003564571,11,0,-0.013885073,7680,1.9527824,5.5997514724731445,0.008779677,-0.019527825,0.8789004161953926,667.7272727272727,-4.818181818181818
0.012480777,11,0,-0.033599004,7936,1.9241533,5.775955438613892,0.01642659,-0.019241532,0.7470851838588715,667.7272727272727,-4.818181818181818
0.0056614773,12,1,-0.02612755,8192,1.8953843,5.952202320098877,0.0069428654,-0.018953843,0.6347585320472717,676.5833333333334,-4.833333333333333
0.008032385,12,0,-0.02513899,8448,1.9137436,6.128526210784912,0.012696266,-0.019137437,0.6823332011699677,676.5833333333334,-4.833333333333333
0.012092553,12,0,-0.016841104,8704,1.8893557,6.304307222366333,0.009879701,-0.018893559,0.8360974937677383,676.5833333333334,-4.833333333333333
0.00864554,13,1,-0.02747991,8960,1.8198931,6.480630874633789,0.011134286,-0.01819893,0.8690419495105743,678.9230769230769,-4.846153846153846
0.006651569,13,0,-0.019707425,9216,1.7690277,6.657212257385254,0.011006932,-0.017690275,0.8427854776382446,678.9230769230769,-4.846153846153846
0.007504986,14,1,-0.01233992,9472,1.8033328,6.833944797515869,0.002658194,-0.018033328,0.7961886674165726,662.3571428571429,-4.857142857142857
0.0037661544,14,0,-0.016124377,9728,1.8247776,7.010563373565674,0.019528808,-0.018247776,0.5659001767635345,662.3571428571429,-4.857142857142857
0.021431766,14,0,-0.033773072,9984,1.9149587,7.1871984004974365,0.0119389,-0.019149587,0.6185074150562286,662.3571428571429,-4.857142857142857
0.0067405044,14,0,-0.016141545,10240,1.8990226,384.6459891796112,0.023146495,-0.018990226,0.5312089025974274,662.3571428571429,-4.857142857142857
0.012337838,14,0,-0.025169834,10496,1.9075104,384.82298851013184,0.011308485,-0.019075103,0.7347799241542816,662.3571428571429,-4.857142857142857
0.011150358,14,0,-0.026389398,10752,1.8485477,384.9993226528168,0.013649648,-0.018485475,0.8523525297641754,662.3571428571429,-4.857142857142857
0.006425857,15,1,-0.018111607,11008,1.7821321,385.17638301849365,0.010675498,-0.017821321,0.8581227213144302,717.1333333333333,-5.133333333333334
0.011281177,16,1,-0.027767543,11264,1.7140946,385.3531959056854,0.016263314,-0.017140945,0.8098863810300827,700.1875,-5.125
0.00927785,16,0,-0.020578468,11520,1.802241,385.5295169353485,0.016563872,-0.01802241,0.7885605096817017,700.1875,-5.125
0.01462293,17,1,-0.031046031,11776,1.7279088,385.70563530921936,0.013033299,-0.017279088,0.7730394899845123,685.2352941176471,-5.117647058823529
0.015050873,17,0,-0.021188289,12032,1.6640942,385.8821301460266,0.012608534,-0.016640943,0.821733370423317,685.2352941176471,-5.117647058823529
0.0042973347,18,1,-0.02016583,12288,1.7128919,386.0582423210144,0.007602349,-0.017128918,0.7483830153942108,679.0,-5.111111111111111
0.009008079,18,0,-0.016163541,12544,1.6520895,386.23474526405334,0.008687118,-0.016520895,0.8406013399362564,679.0,-5.111111111111111
0.034722216,18,0,-0.029223077,12800,1.5300114,386.41217827796936,0.00840314,-0.015300113,0.8532951772212982,679.0,-5.111111111111111
0.00929942,19,1,-0.022359926,13056,1.611392,386.5891315937042,0.019620929,-0.01611392,0.5257808864116669,674.4736842105264,-5.105263157894737
0.0072546285,19,0,-0.0074386895,13312,1.520204,386.76619124412537,0.0090813935,-0.015202038,0.7871936857700348,674.4736842105264,-5.105263157894737
0.0015438115,20,1,-0.005507208,13568,1.3919635,386.94298553466797,0.02087173,-0.013919634,0.6782687604427338,675.65,-5.1
0.007550287,20,0,-0.016861413,13824,1.5546422,387.1196451187134,0.007202596,-0.015546422,0.8350411057472229,675.65,-5.1
0.033075444,20,0,-0.024892092,14080,1.2811041,387.29758882522583,0.012942053,-0.0128110405,0.8249600678682327,675.65,-5.1
0.010726223,21,1,-0.016022392,14336,1.4321904,387.47533082962036,0.005872806,-0.014321904,0.8799541220068932,673.3809523809524,-5.095238095238095
0.007995541,21,0,-0.017645944,14592,1.414374,387.65313386917114,0.012966908,-0.014143739,0.7865856885910034,673.3809523809524,-5.095238095238095
0.0054256925,22,1,-0.011705739,14848,1.28252,387.8301291465759,0.014558236,-0.0128252,0.8255175352096558,668.7727272727273,-5.090909090909091
0.011051243,22,0,-0.016488858,15104,1.0793042,388.00698471069336,0.008253122,-0.010793042,0.8647751361131668,668.7727272727273,-5.090909090909091
0.008678259,23,1,-0.011019286,15360,1.0575249,388.18389534950256,0.010488711,-0.010575248,0.7796716541051865,663.5217391304348,-5.086956521739131
0.018212222,23,0,-0.016748952,15616,1.1320606,388.3603856563568,0.016760416,-0.011320607,0.6530493497848511,663.5217391304348,-5.086956521739131
