TimestepsSoFar,loss_ent,loss_vf_loss,ev_tdlam_before,TimeElapsed,loss_pol_entpen,EpThisIter,EpisodesSoFar,loss_pol_surr,loss_kl,EpRewMean,EpLenMean
256,1.786219,0.020351179,-0.9615086317062378,1.2971484661102295,-0.01786219,0,0,-0.03312578,0.005665306,,
512,1.7850575,0.017138649,0.7618186473846436,1.9591245651245117,-0.017850574,1,1,-0.01696705,0.0019838305,-5.0,450.0
768,1.7809372,0.032072995,0.5711893737316132,2.5745084285736084,-0.017809372,0,1,-0.017553784,0.0016853526,-5.0,450.0
1024,1.7808398,0.01536523,0.8018209487199783,3.0668511390686035,-0.017808396,1,2,-0.0066663455,0.00021733582,-5.0,481.5
