loss_pol_surr,loss_pol_entpen,loss_ent,EpThisIter,TimestepsSoFar,loss_kl,TimeElapsed,ev_tdlam_before,EpisodesSoFar,loss_vf_loss,EpRewMean,EpLenMean
-0.008151879,-0.020777851,2.077785,0,256,0.0016544545,2.514145851135254,0.06287264823913574,0,0.020411735,,
-0.005012654,-0.020744491,2.074449,0,512,0.0010896064,3.9647111892700195,0.4398488998413086,0,0.021728914,,
-0.004953148,-0.020695258,2.069526,1,768,0.0009945324,5.468007802963257,-0.31542015075683594,1,0.07265787,-5.0,561.0
-0.0014514215,-0.02066404,2.0664039,0,1024,0.00028936006,6.937018871307373,0.6143357455730438,1,0.02561028,-5.0,561.0
