loss_kl,loss_vf_loss,loss_pol_entpen,EpRewMean,EpThisIter,TimestepsSoFar,EpisodesSoFar,TimeElapsed,ev_tdlam_before,loss_ent,EpLenMean,loss_pol_surr
0.0052083647,0.011837741,0.0,-4.88,6,184320,288,173.10730910301208,0.8081995248794556,1.4243222,656.67,-0.012562248
0.0066924244,0.011782137,0.0,-4.89,8,188416,296,176.69434428215027,0.8459178805351257,1.4016232,651.17,-0.014352666
0.004829928,0.013264421,0.0,-4.89,6,192512,302,180.24968647956848,0.7842605710029602,1.4380516,654.89,-0.011253079
0.0062215314,0.013201621,0.0,-4.9,6,196608,308,183.73432612419128,0.8297861069440842,1.4304986,651.48,-0.013102103
0.0067396443,0.014029182,0.0,-4.91,5,200704,313,187.25745749473572,0.7885439544916153,1.4377666,647.3,-0.013266969
0.0070720934,0.010522015,0.0,-4.91,7,204800,320,190.7512505054474,0.8377958834171295,1.3792915,650.78,-0.014220924
0.006015899,0.015193912,0.0,-4.89,6,208896,326,195.21516847610474,0.8030602186918259,1.3700365,646.56,-0.012988486
0.0067356136,0.011880001,0.0,-4.89,7,212992,333,199.67878198623657,0.8194233924150467,1.354899,643.86,-0.013539476
0.006900258,0.013652436,0.0,-4.88,6,217088,339,204.10830116271973,0.8304069191217422,1.3476497,645.83,-0.014135379
0.0054814597,0.014565712,0.0,-4.87,5,221184,344,208.2023618221283,0.7879917174577713,1.3147802,652.28,-0.013146013
0.006663635,0.011213267,0.0,-4.87,6,225280,350,213.14820218086243,0.8246359676122665,1.326288,654.27,-0.015125047
0.00541132,0.0130932145,0.0,-4.87,7,229376,357,216.97714352607727,0.8240811377763748,1.3029643,653.29,-0.013789035
0.005495571,0.010197052,0.0,-4.87,6,233472,363,220.72210717201233,0.8393770307302475,1.2956038,654.84,-0.013820482
0.006356848,0.012507046,0.0,-4.87,5,237568,368,224.76481294631958,0.8167887479066849,1.2519681,664.43,-0.01605824
0.0049626864,0.010841458,0.0,-4.88,7,241664,375,228.58225536346436,0.8521120399236679,1.2580109,660.93,-0.014170207
0.0058219135,0.009724592,0.0,-4.87,6,245760,381,231.86099982261658,0.8526800125837326,1.2680693,663.73,-0.016141135
0.005851471,0.015509328,0.0,-4.87,6,249856,387,235.26724100112915,0.7876359671354294,1.3094532,664.85,-0.013808857
0.0058062426,0.012447464,0.0,-4.87,5,253952,392,276.5375921726227,0.7790297716856003,1.2648481,672.04,-0.016291924
0.0067601902,0.014887354,0.0,-4.85,7,258048,399,280.92146706581116,0.7850603312253952,1.266526,674.49,-0.017224222
0.004663348,0.016260097,0.0,-4.84,5,262144,404,284.60863041877747,0.7601307332515717,1.272103,675.52,-0.013922198
0.0039340383,0.013552732,0.0,-4.82,5,266240,409,288.94215750694275,0.7482842206954956,1.284122,687.14,-0.013734313
0.006977538,0.011169069,0.0,-4.83,6,270336,415,292.8165650367737,0.7946014106273651,1.2259772,690.03,-0.015195247
0.0058554052,0.013257241,0.0,-4.83,5,274432,420,296.3076112270355,0.7906442731618881,1.2004175,691.85,-0.012116299
0.0041463636,0.009883282,0.0,-4.84,6,278528,426,300.09866213798523,0.8545522093772888,1.1907392,693.3,-0.013589696
0.0060993326,0.012177867,0.0,-4.81,5,282624,431,303.78971815109253,0.818652555346489,1.1882718,710.27,-0.0139980465
0.0056032334,0.011505242,0.0,-4.81,4,286720,435,307.36272287368774,0.8039665520191193,1.211159,715.67,-0.012826203
0.0052505764,0.011343185,0.0,-4.81,6,290816,441,310.94405245780945,0.8330591171979904,1.2001445,713.83,-0.013788123
0.004125205,0.014091918,0.0,-4.81,7,294912,448,314.5283055305481,0.8204117864370346,1.1649255,714.6,-0.013411194
0.0069842613,0.015233095,0.0,-4.8,5,299008,453,318.08399724960327,0.818074032664299,1.1515071,719.45,-0.016385416
0.0064709615,0.012387885,0.0,-4.77,6,303104,459,321.6145992279053,0.8174068331718445,1.1705296,729.12,-0.016299378
0.0052174022,0.013468621,0.0,-4.77,5,307200,464,325.12788486480713,0.790371835231781,1.1201645,723.04,-0.013925511
0.005912165,0.010840751,0.0,-4.77,6,311296,470,328.5874469280243,0.8365093916654587,1.1287298,723.34,-0.014401469
0.0052044443,0.013598969,0.0,-4.76,6,315392,476,332.0318601131439,0.7818336337804794,1.1368362,725.58,-0.017627548
0.0058561945,0.012775077,0.0,-4.76,6,319488,482,335.4754128456116,0.7837092578411102,1.1226593,727.58,-0.017444104
0.006466007,0.014199745,0.0,-4.76,7,323584,489,339.58087158203125,0.7803585380315781,1.1169401,720.31,-0.016412929
0.006852327,0.013351672,0.0,-4.78,5,327680,494,343.8115396499634,0.7585464417934418,1.1571622,722.41,-0.017043058
0.0054270313,0.012324902,0.0,-4.77,5,331776,499,347.99132537841797,0.7657827734947205,1.14861,736.01,-0.015215924
0.005146149,0.01435136,0.0,-4.78,6,335872,505,352.15573024749756,0.7328389585018158,1.1009886,735.82,-0.016150206
0.005809648,0.008996162,0.0,-4.8,5,339968,510,356.30594754219055,0.8417527079582214,1.1030927,730.82,-0.01468109
0.005978296,0.012536447,0.0,-4.79,5,344064,515,360.5967364311218,0.7798887342214584,1.1113355,731.07,-0.016316045
0.0049775233,0.01159739,0.0,-4.78,6,348160,521,364.87457489967346,0.8130129426717758,1.0822879,734.48,-0.014537373
0.004667398,0.010521679,0.0,-4.81,6,352256,527,369.09223079681396,0.8212513625621796,1.057619,731.1,-0.014367028
0.0054605254,0.010944505,0.0,-4.83,5,356352,532,373.0676910877228,0.805319532752037,1.0730226,719.09,-0.015572099
0.006209792,0.013110494,0.0,-4.79,6,360448,538,376.7914981842041,0.814774364233017,1.04989,722.84,-0.015130893
0.0050885454,0.011178478,0.0,-4.8,5,364544,543,380.4416871070862,0.8269463181495667,1.0275352,721.36,-0.01467005
0.0046346947,0.011409303,0.0,-4.82,6,368640,549,383.935715675354,0.8389800190925598,1.0357804,725.95,-0.0131956935
0.0047608535,0.010611294,0.0,-4.82,6,372736,555,387.5767683982849,0.801416352391243,1.0226315,728.37,-0.015940346
0.005540411,0.01337046,0.0,-4.83,6,376832,561,391.0137176513672,0.7593449056148529,1.0034394,721.49,-0.013861633
0.004785637,0.012145717,0.0,-4.84,5,380928,566,394.92160534858704,0.7755042314529419,0.97589695,720.49,-0.015427491
0.004600752,0.010735738,0.0,-4.86,7,385024,573,399.07358026504517,0.8162643909454346,0.9964347,719.31,-0.013875335
0.0049707494,0.010514009,0.0,-4.85,5,389120,578,403.1944363117218,0.7774459570646286,0.9706831,729.12,-0.013879355
0.0048354534,0.012039627,0.0,-4.85,5,393216,583,407.580534696579,0.7988921999931335,0.98213875,731.27,-0.014806695
0.0050518243,0.011126315,0.0,-4.85,6,397312,589,411.83465552330017,0.8138094693422318,0.9739635,734.31,-0.015347919
0.00561386,0.010755265,0.0,-4.84,5,401408,594,415.932501077652,0.7484839558601379,0.9569125,739.47,-0.015126955
0.0049883393,0.015195097,0.0,-4.83,5,405504,599,420.32464504241943,0.7428218722343445,0.94647163,733.63,-0.014879238
0.005990409,0.014618008,0.0,-4.82,5,409600,604,423.8616797924042,0.7477067410945892,0.9093564,740.87,-0.01638662
0.0050033685,0.01492686,0.0,-4.81,5,413696,609,427.46395659446716,0.7356782257556915,0.9431637,743.82,-0.01610588
0.0046405117,0.012025339,0.0,-4.81,5,417792,614,430.9319598674774,0.7825181633234024,0.91041636,742.52,-0.013616617
0.005474766,0.012906335,0.0,-4.83,5,421888,619,434.76870369911194,0.7836986035108566,0.95781106,749.07,-0.015266861
0.005103268,0.01071457,0.0,-4.82,4,425984,623,438.885799407959,0.7303056418895721,0.97406197,767.52,-0.016965237
0.004833236,0.01253274,0.0,-4.82,3,430080,626,442.29098749160767,0.7335010170936584,0.9867045,773.36,-0.0144545045
0.004774539,0.00884897,0.0,-4.81,6,434176,632,445.75655126571655,0.8539000451564789,1.008087,782.93,-0.015450675
0.00635251,0.010243432,0.0,-4.84,4,438272,636,449.4976258277893,0.7923712134361267,0.97709656,790.67,-0.016314069
0.005301933,0.010840519,0.0,-4.85,5,442368,641,453.46338963508606,0.7617760747671127,0.9722561,794.5,-0.017209863
0.0045888238,0.013465529,0.0,-4.85,5,446464,646,457.72268652915955,0.7537821978330612,0.9520353,799.54,-0.013840822
0.0041905167,0.012060812,0.0,-4.85,5,450560,651,462.0964629650116,0.7700050622224808,0.9347798,807.89,-0.01594355
0.0052865623,0.011233764,0.0,-4.85,4,454656,655,466.3496148586273,0.7442773282527924,0.9397288,816.69,-0.014396539
0.0059001236,0.010775875,0.0,-4.86,5,458752,660,470.5686616897583,0.7627208083868027,0.92310876,827.29,-0.0138578145
0.0050831367,0.012212906,0.0,-4.86,4,462848,664,475.0806293487549,0.7392213642597198,0.9052408,835.25,-0.016794842
0.004712394,0.01312503,0.0,-4.85,5,466944,669,479.3044023513794,0.7494350969791412,0.90605056,835.49,-0.014931895
0.004375028,0.012132342,0.0,-4.83,3,471040,672,483.49476504325867,0.6856432855129242,0.9096882,850.4,-0.0125460345
0.0032108729,0.013812091,0.0,-4.83,6,475136,678,487.38553285598755,0.6708210110664368,0.9022175,858.39,-0.014048165
0.003995768,0.0122966105,0.0,-4.83,3,479232,681,490.90163922309875,0.7566954344511032,0.9258828,872.44,-0.014469795
0.0042604124,0.009991112,0.0,-4.81,4,483328,685,494.4929220676422,0.720229297876358,0.90152436,887.11,-0.015613965
0.003703402,0.012794213,0.0,-4.81,4,487424,689,498.0933835506439,0.7099025845527649,0.8910836,900.68,-0.012531747
0.005808412,0.0120862415,0.0,-4.81,4,491520,693,501.84973883628845,0.7472890615463257,0.8869653,906.05,-0.015320048
0.0066842437,0.010917323,0.0,-4.83,4,495616,697,505.5948209762573,0.6904866993427277,0.8688034,918.82,-0.014842339
0.004386631,0.013532599,0.0,-4.83,4,499712,701,510.1847403049469,0.6702031195163727,0.8595114,926.09,-0.017632073
0.005471659,0.012067667,0.0,-4.85,5,503808,706,563.8213634490967,0.7028369605541229,0.81721485,926.76,-0.0135673545
0.0041181985,0.011174221,0.0,-4.85,4,507904,710,568.8356032371521,0.5678808987140656,0.8510501,935.46,-0.016542546
0.006192864,0.010639993,0.0,-4.83,3,512000,713,572.7035191059113,0.6462515890598297,0.8358159,952.33,-0.0151563
0.004975437,0.012792658,0.0,-4.83,4,516096,717,576.8755767345428,0.6671001613140106,0.83745563,956.6,-0.012751022
0.005711353,0.009352465,0.0,-4.83,4,520192,721,581.0678708553314,0.6495791077613831,0.8402006,966.18,-0.017419403
0.004555876,0.010794481,0.0,-4.83,3,524288,724,585.807516336441,0.7141482830047607,0.81217694,973.3,-0.014463912
0.00382541,0.011642073,0.0,-4.83,3,528384,727,589.6405169963837,0.6505325436592102,0.8224043,970.27,-0.014621971
0.006151703,0.011912703,0.0,-4.83,3,532480,730,593.3805015087128,0.6350173950195312,0.8195661,986.94,-0.014398942
0.004260612,0.010073953,0.0,-4.83,3,536576,733,597.6374745368958,0.6262652575969696,0.843847,1009.52,-0.015706614
0.004740901,0.010222328,0.0,-4.83,4,540672,737,601.5545213222504,0.6611303091049194,0.8233869,1012.44,-0.016823051
0.0047909706,0.012648495,0.0,-4.82,3,544768,740,605.3421030044556,0.6908383071422577,0.8413739,1028.71,-0.015490726
0.005600824,0.010358688,0.0,-4.83,4,548864,744,609.0877323150635,0.6677430272102356,0.8624502,1044.69,-0.016797902
0.0043616956,0.009919297,0.0,-4.82,3,552960,747,613.011057138443,0.7075774669647217,0.8513958,1059.14,-0.014456073
0.0053056926,0.012322555,0.0,-4.82,4,557056,751,616.713475227356,0.6930523812770844,0.84784883,1064.2,-0.01449812
0.005510277,0.010363383,0.0,-4.82,3,561152,754,620.349728345871,0.6890653371810913,0.82759804,1071.91,-0.01619964
0.004962662,0.009268626,0.0,-4.82,2,565248,756,623.9568946361542,0.674113541841507,0.83924925,1082.82,-0.01386252
0.005115528,0.008583402,0.0,-4.82,3,569344,759,628.1465747356415,0.6412467062473297,0.8076808,1109.12,-0.014825298
0.0063849683,0.0121451905,0.0,-4.82,2,573440,761,633.5180940628052,0.6805499494075775,0.82004553,1121.58,-0.016504142
0.0049625854,0.009571629,0.0,-4.79,2,577536,763,637.8825685977936,0.690513402223587,0.80820286,1147.38,-0.014046708
0.0049643544,0.008750051,0.0,-4.78,3,581632,766,642.0876243114471,0.7133418619632721,0.8271346,1176.6,-0.015959602
0.0048660166,0.0057365363,0.0,-4.79,1,585728,767,646.3135633468628,0.7159148156642914,0.8331219,1185.72,-0.013955046
0.00368855,0.0081236735,0.0,-4.78,3,589824,770,650.7506639957428,0.695894718170166,0.78650004,1223.0,-0.013426762
0.0050645657,0.010898208,0.0,-4.8,2,593920,772,655.0400137901306,0.6293644607067108,0.78030765,1231.6,-0.01273308
0.005702846,0.008320592,0.0,-4.8,2,598016,774,659.2700333595276,0.6192179322242737,0.7796376,1249.84,-0.014053934
0.005445396,0.0064969305,0.0,-4.8,1,602112,775,664.2660913467407,0.6808937191963196,0.8018289,1269.31,-0.015247308
0.0046826964,0.0070439302,0.0,-4.78,2,606208,777,667.9564328193665,0.6715797483921051,0.78895944,1315.32,-0.015362444
0.005062955,0.008599863,0.0,-4.77,2,610304,779,671.523589849472,0.43020153045654297,0.80067736,1340.45,-0.015789501
0.006270504,0.009889624,0.0,-4.75,1,614400,780,674.9286077022552,0.6571013033390045,0.78202343,1354.12,-0.014757907
0.003989869,0.007563315,0.0,-4.76,2,618496,782,678.1559801101685,0.5235658884048462,0.770777,1385.25,-0.0128085995
0.0057749846,0.008505869,0.0,-4.76,2,622592,784,681.4038066864014,0.46318382024765015,0.7721526,1397.08,-0.014372238
0.004425083,0.009164816,0.0,-4.74,2,626688,786,684.6949074268341,0.6114321649074554,0.75394714,1417.86,-0.013903044
0.006406642,0.008392148,0.0,-4.73,2,630784,788,687.9768168926239,0.5944633483886719,0.74898285,1439.45,-0.016512828
0.0041813245,0.006985819,0.0,-4.73,1,634880,789,691.2047853469849,0.6402446329593658,0.7129575,1462.05,-0.014865273
0.0050345114,0.007232016,0.0,-4.73,2,638976,791,694.4406814575195,0.6185342371463776,0.7364735,1483.47,-0.014106977
0.0033931853,0.009610853,0.0,-4.72,2,643072,793,698.078863620758,0.5754906237125397,0.7383587,1509.46,-0.013577579
0.004360571,0.008929103,0.0,-4.69,2,647168,795,701.417806148529,0.6616426408290863,0.7432747,1531.09,-0.0142706055
0.0046511125,0.009503447,0.0,-4.69,1,651264,796,704.8475522994995,0.603914201259613,0.7341053,1541.96,-0.012075511
0.005821909,0.0061315238,0.0,-4.64,2,655360,798,708.1311042308807,0.5603384673595428,0.7718322,1581.94,-0.016284628
0.006753547,0.0062791705,0.0,-4.6,2,659456,800,711.3213062286377,0.587174266576767,0.7548605,1608.29,-0.011605995
0.005126425,0.0068373294,0.0,-4.6,1,663552,801,714.5209243297577,0.6691955029964447,0.73357105,1625.87,-0.013373508
0.005710796,0.0076527772,0.0,-4.61,2,667648,803,717.7372860908508,0.6712134182453156,0.7408834,1647.88,-0.010301444
0.0059513287,0.0034778228,0.0,-4.58,2,671744,805,720.9956736564636,0.7280460000038147,0.7406886,1682.92,-0.013752633
0.0044371337,0.0060578,0.0,-4.53,1,675840,806,724.2224514484406,0.4199468493461609,0.74568975,1706.87,-0.015948877
0.0057585207,0.005333771,0.0,-4.51,1,679936,807,728.2969727516174,0.48473209142684937,0.7388199,1726.03,-0.014655538
0.0034575714,0.006705167,0.0,-4.49,2,684032,809,733.8033492565155,0.5839163959026337,0.7231558,1763.02,-0.013534838
0.0041640494,0.0038021475,0.0,-4.48,1,688128,810,738.1095788478851,0.16376173496246338,0.7331375,1783.54,-0.015527654
0.0052865283,0.005170154,0.0,-4.42,2,692224,812,742.2044153213501,0.5573887825012207,0.7181356,1817.66,-0.01119442
0.004265808,0.0030382855,0.0,-4.41,1,696320,813,746.1736948490143,0.5162907838821411,0.74955416,1837.15,-0.012504252
0.004851033,0.0036121416,0.0,-4.38,1,700416,814,750.0715708732605,0.5828979015350342,0.7430644,1856.84,-0.013211417
0.0044673574,0.0041297944,0.0,-4.36,2,704512,816,753.9747936725616,0.5415578186511993,0.7547035,1895.42,-0.012982881
0.0040843715,0.0038224396,0.0,-4.32,1,708608,817,757.7841007709503,0.360870897769928,0.753555,1918.96,-0.012772207
0.0054622977,0.003456575,0.0,-4.33,1,712704,818,761.6656031608582,0.5681813061237335,0.7126707,1933.79,-0.01738321
0.0057692453,0.0050721862,0.0,-4.29,2,716800,820,765.4937605857849,0.5034274160861969,0.7875265,1969.8,-0.014710998
0.0062345634,0.003207023,0.0,-4.27,1,720896,821,768.713535785675,0.5170523226261139,0.78113025,1990.19,-0.015918888
0.004082675,0.0060478644,0.0,-4.23,2,724992,823,772.1959326267242,0.5490832924842834,0.77744544,2017.55,-0.013487781
0.004733476,0.0068224487,0.0,-4.18,1,729088,824,775.3621997833252,0.3914784789085388,0.77640307,2037.62,-0.011747684
0.004749171,0.0043163635,0.0,-4.17,1,733184,825,778.6062173843384,0.6491155326366425,0.78716594,2057.94,-0.013712664
0.005149919,0.00613995,0.0,-4.13,2,737280,827,781.8563897609711,0.6729832589626312,0.7959112,2093.6,-0.0132957995
0.0057591316,0.0036180075,0.0,-4.11,1,741376,828,785.0329966545105,0.6475771069526672,0.77679557,2109.49,-0.015232701
0.008177106,0.00057508354,0.0,-4.08,1,745472,829,788.225227355957,-0.04197514057159424,0.81810504,2125.31,-0.01588972
0.0067653074,0.0018101191,0.0,-3.99,2,749568,831,791.4249935150146,0.4646627902984619,0.8040517,2155.12,-0.013892252
0.005493762,0.0026612629,0.0,-3.95,1,753664,832,878.5845513343811,0.338337779045105,0.8183897,2184.47,-0.012044972
0.0040596486,0.0010220158,0.0,-3.9,1,757760,833,881.882720708847,0.5777604579925537,0.7627902,2200.69,-0.014406608
0.006851666,0.0023212829,0.0,-3.85,1,761856,834,885.1515672206879,0.3213403820991516,0.8257039,2215.22,-0.014240532
0.004836643,0.0035552047,0.0,-3.79,2,765952,836,888.4038536548615,0.4815012812614441,0.83179915,2259.78,-0.0141896615
0.009686524,0.0051894,0.0,-3.78,1,770048,837,891.5543899536133,0.569616973400116,0.84617835,2278.1,-0.012479922
0.007354313,0.005148612,0.0,-3.72,2,774144,839,894.9141855239868,0.3187525272369385,0.843914,2317.49,-0.015554518
0.005082691,0.0028896313,0.0,-3.68,1,778240,840,898.605058670044,0.5500641465187073,0.8196717,2329.16,-0.013173056
0.0071020457,0.0024501951,0.0,-3.64,1,782336,841,903.1944074630737,0.4402869939804077,0.87030363,2345.83,-0.013223132
0.005361095,0.0036664256,0.0,-3.57,2,786432,843,907.7335722446442,0.34526461362838745,0.80215913,2383.52,-0.011041049
0.0045962883,0.0045351973,0.0,-3.54,1,790528,844,914.914041519165,0.5590135157108307,0.8219477,2401.56,-0.013563675
0.0048348457,0.0010773074,0.0,-3.51,1,794624,845,921.0127105712891,0.026226818561553955,0.83381015,2415.16,-0.01526577
0.0051004565,0.0052344385,0.0,-3.43,2,798720,847,927.169451713562,0.5016235113143921,0.8414066,2453.17,-0.012236254
0.0033505338,0.0043841414,0.0,-3.41,1,802816,848,932.4988071918488,0.5242486894130707,0.8149518,2474.09,-0.009915604
0.006462785,0.0043096016,0.0,-3.37,1,806912,849,936.0814988613129,0.6423439979553223,0.82307166,2494.87,-0.014820639
0.008185276,0.0033366296,0.0,-3.3,2,811008,851,939.3214490413666,0.4186192750930786,0.7981319,2531.36,-0.014824101
0.00810878,0.005347155,0.0,-3.29,1,815104,852,942.5693783760071,0.623493105173111,0.84355146,2549.38,-0.018215017
0.0059733526,0.0019089199,0.0,-3.24,2,819200,854,945.8079562187195,0.34354209899902344,0.8443035,2584.0,-0.013725672
0.01273532,0.009373584,0.0,-3.22,1,823296,855,949.0204374790192,0.5568674206733704,0.82136357,2599.88,-0.013243221
0.0056035537,0.0029782234,0.0,-3.21,1,827392,856,952.2372887134552,-0.027709364891052246,0.81317526,2613.69,-0.015102856
0.005979427,0.003793135,0.0,-3.14,2,831488,858,955.5330815315247,0.44040602445602417,0.8457517,2640.08,-0.013749587
0.0047809137,0.0025166473,0.0,-3.11,1,835584,859,959.0363345146179,0.46920067071914673,0.88652116,2652.02,-0.013320658
0.0051515885,0.004434114,0.0,-3.09,1,839680,860,962.465301990509,0.6054483652114868,0.8120975,2661.12,-0.011710699
0.0049492614,0.0039858585,0.0,-3.07,2,843776,862,965.7670300006866,0.6311627328395844,0.8298822,2690.07,-0.015007028
0.0062051862,0.006138219,0.0,-3.03,1,847872,863,969.051251411438,0.543353259563446,0.82659656,2697.46,-0.018236108
0.006754861,0.004401802,0.0,-3.03,1,851968,864,972.3835048675537,0.5094885230064392,0.8023863,2706.76,-0.012185729
0.003708528,0.0016405175,0.0,-2.92,2,856064,866,975.6139345169067,0.43352198600769043,0.81424385,2737.1,-0.0091628
0.006153495,0.00040463923,0.0,-2.87,1,860160,867,978.8321812152863,-0.07148456573486328,0.8586032,2752.01,-0.015471168
0.007858512,0.0017331319,0.0,-2.79,2,864256,869,982.9289753437042,0.1555619239807129,0.85284334,2757.98,-0.013567936
0.0058103474,0.0013431472,0.0,-2.75,1,868352,870,987.0778334140778,0.3668670654296875,0.8017507,2777.49,-0.01231176
0.006907719,0.005968722,0.0,-2.72,1,872448,871,991.6429407596588,0.4842427372932434,0.8339639,2786.72,-0.016089173
0.006861032,0.003945206,0.0,-2.66,2,876544,873,995.679817199707,0.004911303520202637,0.8432347,2808.97,-0.013073755
0.0068973717,0.002761383,0.0,-2.63,1,880640,874,999.5431606769562,0.40324777364730835,0.81024927,2821.27,-0.014093197
