policy_entropy,total_timesteps,explained_variance,nupdates,fps,value_loss
2.0794308185577393,5,-585.4498901367188,1,9,0.21043217182159424
2.079413652420044,500,-10317.21484375,100,265,0.3720858693122864
2.0793445110321045,1000,-8157.74462890625,200,307,0.04046282917261124
