nupdates,value_loss,explained_variance,total_timesteps,fps,policy_entropy,ep_reward_mean,ep_len_mean
8100,0.0009433298255316913,-7.656026840209961,40500,784,1.997033715248108,0.15873015873015872,637.5079365079365
8200,0.0013834871351718903,-92.99052429199219,41000,784,2.0481109619140625,0.109375,637.546875
8300,0.004066777415573597,-3.95530366897583,41500,784,2.0471694469451904,0.109375,637.546875
8400,0.0015207735123112798,-0.3771374225616455,42000,784,2.0168285369873047,0.13846153846153847,638.9846153846154
8500,0.0006588444812223315,-2.1521127223968506,42500,785,2.054154396057129,0.15151515151515152,641.469696969697
8600,7.131679740268737e-05,-0.09594607353210449,43000,785,2.0524184703826904,0.208955223880597,639.7611940298508
8700,8.415621414314955e-05,-5445.9951171875,43500,786,2.027595281600952,0.2647058823529412,637.1176470588235
8800,0.00040402618469670415,-4.160491943359375,44000,785,2.041731357574463,0.2647058823529412,637.1176470588235
8900,6.929046503501013e-05,-56.013511657714844,44500,785,2.066930055618286,0.30434782608695654,638.2753623188406
9000,0.0002592700766399503,-9.58829116821289,45000,786,2.056645154953003,0.3142857142857143,640.2
9100,0.2921682298183441,-0.04334890842437744,45500,786,1.9481909275054932,0.3142857142857143,640.2
9200,0.0001820589241106063,-72.08969116210938,46000,786,2.071202278137207,0.29577464788732394,641.7887323943662
9300,0.0006442611338570714,-0.9167295694351196,46500,786,2.019704818725586,0.2777777777777778,643.8055555555555
9400,0.0036154878325760365,-24.389751434326172,47000,786,2.0503487586975098,0.2777777777777778,643.8055555555555
9500,0.005012245383113623,-207.5531768798828,47500,786,2.0672736167907715,0.2876712328767123,644.6575342465753
9600,0.0019796891137957573,-53.11823654174805,48000,787,2.0575199127197266,0.2702702702702703,647.2162162162163
9700,0.0015377318486571312,-2.197187662124634,48500,787,2.0466675758361816,0.2702702702702703,647.2162162162163
9800,0.00041486966074444354,-10.560599327087402,49000,787,2.053079843521118,0.24,647.4533333333334
9900,0.00043713985360227525,-0.5828131437301636,49500,787,2.013401746749878,0.18421052631578946,645.6973684210526
10000,0.00028037134325131774,0.6349401772022247,50000,787,2.0523669719696045,0.22077922077922077,645.4935064935065
10100,0.00048476364463567734,-32.17595672607422,50500,787,2.028520345687866,0.20512820512820512,647.0641025641025
10200,0.0012665075482800603,-13.369462013244629,51000,787,2.0384905338287354,0.13924050632911392,644.1772151898734
10300,0.0005288033280521631,-330.5871276855469,51500,787,2.054110288619995,0.2,641.5625
10400,0.0016307842452079058,-47.30022048950195,52000,787,2.041743755340576,0.2,641.5625
10500,0.003012139815837145,-10.702522277832031,52500,788,2.040194511413574,0.2222222222222222,642.8888888888889
10600,0.00034590245923027396,-2.8177123069763184,53000,788,2.0569889545440674,0.1951219512195122,643.109756097561
10700,0.005874947644770145,-34.67575454711914,53500,788,2.046710968017578,0.1686746987951807,642.8313253012049
10800,0.0009577278979122639,-1.2783665657043457,54000,788,2.0383787155151367,0.1686746987951807,642.8313253012049
10900,0.0009809446055442095,-0.7719683647155762,54500,788,2.0459835529327393,0.14285714285714285,643.7380952380952
11000,0.0006708870059810579,0.11924099922180176,55000,788,2.029357433319092,0.10588235294117647,642.564705882353
11100,0.0004834536521229893,-2.4370899200439453,55500,788,2.035217761993408,0.1511627906976744,641.5813953488372
11200,0.0025288998149335384,-14.522313117980957,56000,788,2.046286106109619,0.10344827586206896,640.3678160919541
11300,0.0012896748958155513,-1370.016845703125,56500,788,2.0581307411193848,0.06818181818181818,639.3636363636364
11400,0.0010773902758955956,-65.28701782226562,57000,788,2.0554707050323486,0.07865168539325842,640.1797752808989
11500,0.0018698793137446046,-26.22626495361328,57500,788,2.0609030723571777,0.07865168539325842,640.1797752808989
11600,0.00017457288049627095,-6.79415225982666,58000,788,2.068488597869873,0.06666666666666667,641.9777777777778
11700,0.001816796138882637,-7.990500450134277,58500,788,2.0594778060913086,0.04395604395604396,641.8571428571429
11800,0.41211605072021484,0.10703134536743164,59000,788,2.053264856338501,0.04395604395604396,641.8571428571429
11900,0.0010486638639122248,-15.110660552978516,59500,788,2.04809308052063,0.010869565217391304,642.054347826087
12000,0.1675962209701538,-3432.33203125,60000,788,2.048884391784668,0.0,643.3010752688172
12100,0.00019052378775086254,-0.04899930953979492,60500,788,2.027771472930908,0.0,643.3010752688172
12200,0.00013878931349609047,-6.53941535949707,61000,788,2.047577381134033,-0.02127659574468085,643.6276595744681
12300,0.0009147956734523177,0.18887180089950562,61500,788,2.062134265899658,-0.05263157894736842,642.6631578947369
12400,0.00047360273310914636,-82.51011657714844,62000,788,2.0701959133148193,-0.041666666666666664,643.8541666666666
12500,0.0006874171085655689,-17.672086715698242,62500,788,2.064060926437378,-0.010309278350515464,643.5154639175257
12600,7.202276901807636e-05,-1.003417730331421,63000,788,2.0669891834259033,-0.05102040816326531,642.5918367346939
12700,0.0007610839093104005,-22.7591495513916,63500,788,2.060392379760742,-0.05102040816326531,642.5918367346939
12800,0.00022144269314594567,-1.9297797679901123,64000,788,2.0520243644714355,-0.0707070707070707,642.7575757575758
12900,0.00012022772716591135,-6.213758945465088,64500,788,2.0587539672851562,-0.11,641.37
13000,0.00013299655984155834,-5.430900573730469,65000,788,2.0624840259552,-0.11,641.73
13100,0.007716058287769556,-44.650516510009766,65500,788,2.0671510696411133,-0.05,638.43
13200,0.00010135608317796141,-1.4381964206695557,66000,788,2.0662083625793457,-0.02,637.4
13300,0.0007830016547814012,-1.399334192276001,66500,788,2.0549681186676025,0.04,639.97
13400,0.00046710571041330695,-173.6268768310547,67000,789,2.073615312576294,0.04,639.97
13500,0.0034487557131797075,-154.3812255859375,67500,789,2.064429759979248,-0.03,641.06
13600,9.139749454334378e-05,-399.8605041503906,68000,789,2.0754663944244385,-0.03,640.73
13700,0.00012503289326559752,0.013654053211212158,68500,789,2.070835828781128,-0.09,639.27
13800,0.000342553888913244,-2.6970887184143066,69000,789,2.072831392288208,-0.09,639.32
13900,6.951837713131681e-05,-20.74522590637207,69500,789,2.076899528503418,-0.05,639.14
14000,0.00019327402696944773,-2.5027031898498535,70000,789,2.059596538543701,-0.04,637.61
14100,0.0004433583526406437,-0.06703603267669678,70500,789,2.052797794342041,-0.04,637.61
14200,0.0007023579091764987,-1.8937866687774658,71000,789,2.054318904876709,-0.05,638.54
14300,0.004172428511083126,-7960.02099609375,71500,789,2.0627388954162598,-0.05,638.65
14400,0.0005309851258061826,0.5568934679031372,72000,789,1.9602711200714111,-0.08,636.31
14500,0.00400828942656517,-33.67197799682617,72500,789,2.0382370948791504,-0.08,636.31
14600,0.00020742672495543957,-20.290021896362305,73000,789,2.0707037448883057,-0.11,636.27
14700,0.0002906077424995601,-6.420847415924072,73500,789,2.0758285522460938,-0.12,636.24
14800,0.010295143350958824,-78.77591705322266,74000,789,2.041234254837036,-0.11,635.85
14900,0.0013883949723094702,-7.286142349243164,74500,789,2.0721583366394043,-0.11,635.85
15000,7.813356205588207e-05,-16.29825210571289,75000,789,2.062930107116699,-0.11,634.78
15100,0.0014902513939887285,-51.723976135253906,75500,789,2.074235439300537,-0.17,638.06
15200,0.0016488563269376755,-10.29813289642334,76000,789,2.0759243965148926,-0.17,638.06
15300,0.0001791109680198133,-1.9543936252593994,76500,789,2.0660486221313477,-0.18,640.09
15400,3.763057975447737e-05,-6063.4677734375,77000,789,2.0772204399108887,-0.19,640.37
15500,0.00010850703984033316,-0.391204833984375,77500,789,2.0777814388275146,-0.18,639.35
15600,0.0005763360532000661,-4.036717414855957,78000,789,2.01812481880188,-0.14,639.63
15700,0.00023130470071919262,-0.8125653266906738,78500,789,1.9864403009414673,-0.08,637.52
15800,0.00030690623680129647,-8.757548332214355,79000,790,2.0490987300872803,0.0,638.55
15900,0.0001644329895498231,-0.2487245798110962,79500,790,2.027554988861084,0.0,638.55
16000,0.0003406855103094131,-2.131333112716675,80000,790,2.0238397121429443,0.06,640.73
16100,0.4176516532897949,-1.6806728839874268,80500,790,2.003817081451416,0.03,635.49
16200,3.990485129179433e-05,-12.217147827148438,81000,789,2.0313472747802734,0.03,635.49
16300,7.58875030442141e-05,0.1468302607536316,81500,789,2.0267982482910156,0.01,634.57
16400,9.877310367301106e-05,-0.6182990074157715,82000,789,2.0340800285339355,0.05,634.75
16500,6.130058318376541e-05,0.4339272975921631,82500,789,2.051997661590576,0.05,634.75
16600,0.0010780768934637308,-4.9455108642578125,83000,789,2.055567979812622,0.05,634.35
16700,0.00014389348507393152,-1.0514910221099854,83500,790,2.0626742839813232,0.04,633.7
16800,0.0002445845166221261,-2.099558115005493,84000,790,2.0090525150299072,0.04,633.54
16900,0.0016704261070117354,-66.32341766357422,84500,789,2.0466058254241943,-0.02,634.43
17000,0.0006545594078488648,-4.686344146728516,85000,790,1.9972727298736572,-0.1,632.47
17100,0.0007537769270129502,-21.160850524902344,85500,790,2.0415725708007812,-0.09,633.77
17200,0.0003869968932121992,-4.201726913452148,86000,790,2.030054807662964,-0.02,631.91
17300,5.142998998053372e-05,0.3013843894004822,86500,790,2.0420544147491455,-0.02,631.91
17400,0.0009563317289575934,-3.688572883605957,87000,790,2.076868772506714,-0.01,632.65
17500,0.0054306588135659695,-216.23187255859375,87500,790,2.065645933151245,-0.08,631.34
17600,0.0006969310925342143,-0.47090160846710205,88000,790,2.070922374725342,-0.08,631.34
17700,0.0015083272010087967,-33.81602478027344,88500,790,2.0724215507507324,-0.1,631.8
17800,0.00023288102238439023,-1809.613037109375,89000,790,2.0537772178649902,-0.11,630.87
17900,0.0005848915316164494,-55.012081146240234,89500,790,2.0652194023132324,-0.05,632.1
18000,0.0010194132337346673,-295.60003662109375,90000,790,2.0718579292297363,-0.05,632.1
18100,0.004568499978631735,-20664.20703125,90500,790,2.061931610107422,-0.09,629.76
18200,0.00162421609275043,-23.608062744140625,91000,790,2.063074827194214,-0.01,631.49
18300,0.0003485748893581331,-48.254642486572266,91500,790,2.0596232414245605,-0.07,631.53
18400,6.784698598494288e-06,0.9246881455183029,92000,790,2.0673651695251465,-0.07,631.53
18500,0.00012116043217247352,-2.8835461139678955,92500,790,2.0647881031036377,-0.14,630.91
18600,0.0017299748724326491,-6.43481969833374,93000,790,2.06589674949646,-0.07,628.47
18700,0.0009969703387469053,-1.9975483417510986,93500,790,2.07151198387146,-0.09,626.9
18800,0.001002699718810618,-0.7776676416397095,94000,790,2.0752673149108887,-0.07,625.31
18900,0.0012219295604154468,-8.320320129394531,94500,790,2.0657801628112793,-0.07,625.31
19000,9.922469325829297e-05,-0.15214991569519043,95000,790,2.0662341117858887,-0.08,625.32
19100,9.947146463673562e-05,-408.728759765625,95500,790,2.0571658611297607,-0.09,624.63
19200,0.0006610216805711389,-0.7002419233322144,96000,790,2.039475440979004,-0.11,626.45
19300,0.0009601249475963414,-3.1689672470092773,96500,790,2.035452365875244,-0.11,626.45
19400,0.00019038186292164028,0.9325651675462723,97000,790,2.045790195465088,-0.13,629.27
19500,0.0003251869056839496,-449.6796875,97500,790,2.0712101459503174,-0.18,631.45
19600,0.19092798233032227,-0.020138144493103027,98000,790,2.0566351413726807,-0.18,631.45
19700,0.2554505169391632,-15635.7421875,98500,790,2.0546889305114746,-0.17,632.62
19800,3.140284024993889e-05,-0.22885656356811523,99000,790,2.069432497024536,-0.17,632.62
19900,0.005190917290747166,-23.565418243408203,99500,790,2.063281536102295,-0.14,634.33
20000,0.17225492000579834,-0.033164262771606445,100000,790,2.0537304878234863,-0.19,633.51
20100,0.00021832370839547366,-11.210243225097656,100500,790,2.0602283477783203,-0.25,632.71
20200,0.4942728579044342,-7579.47998046875,101000,790,2.0594210624694824,-0.22,632.91
20300,0.0006742110708728433,-14.030567169189453,101500,790,2.0444560050964355,-0.22,632.91
20400,0.0001447228860342875,-7.441643714904785,102000,790,2.0331802368164062,-0.22,633.64
20500,0.0011317991884425282,-12.747940063476562,102500,790,2.059385299682617,-0.18,633.41
20600,8.004271512618288e-05,-13.820744514465332,103000,790,2.0295310020446777,-0.19,632.27
20700,0.0017402538796886802,-4.696357727050781,103500,790,2.0385847091674805,-0.19,632.27
20800,5.0605925935087726e-05,-0.016436219215393066,104000,790,2.069286823272705,-0.24,635.26
20900,0.0006044009351171553,-6.945616245269775,104500,790,2.0352559089660645,-0.16,633.22
21000,0.0003195309254806489,0.09041905403137207,105000,790,2.0085816383361816,-0.15,631.91
21100,0.0011552490759640932,0.3540882468223572,105500,790,2.0569729804992676,-0.14,631.18
21200,0.0006800995906814933,0.4749111533164978,106000,790,2.040513038635254,-0.14,630.66
21300,0.00019353088282514364,-3.2640562057495117,106500,790,2.068199634552002,-0.14,630.66
21400,0.9551366567611694,0.7418031096458435,107000,790,2.015612840652466,-0.17,634.48
21500,0.00041618230170570314,-22.933536529541016,107500,790,2.0664992332458496,-0.19,634.1
21600,5.742530993302353e-05,-2.844851493835449,108000,790,2.050778865814209,-0.19,634.1
21700,0.0058891186490654945,-11.673576354980469,108500,790,2.0369820594787598,-0.21,633.93
21800,0.00038272488745860755,-0.33314692974090576,109000,790,2.0448803901672363,-0.25,630.55
21900,0.0004605927097145468,-8.499800682067871,109500,790,2.020632028579712,-0.28,627.98
22000,0.0010996045311912894,-3.098900318145752,110000,790,2.071866989135742,-0.31,627.34
22100,0.00010212861525360495,-1.109205961227417,110500,790,2.0514309406280518,-0.31,627.34
22200,0.003527967957779765,-13.816756248474121,111000,790,2.0696892738342285,-0.29,626.33
22300,0.0005031494074501097,-0.5045223236083984,111500,790,2.036715030670166,-0.23,624.76
22400,0.0017640184378251433,-2.0800869464874268,112000,790,2.0620169639587402,-0.16,625.09
22500,0.05068136006593704,-216.72247314453125,112500,790,2.010472536087036,-0.23,623.74
22600,0.00038293490069918334,0.4822925329208374,113000,790,2.009636402130127,-0.21,624.53
22700,4.017652099719271e-05,-2.6058192253112793,113500,790,2.056489944458008,-0.19,625.92
22800,0.0005456273211166263,-13.87554931640625,114000,790,2.0638046264648438,-0.19,625.92
22900,0.0007048366824164987,-19.773704528808594,114500,790,2.0345187187194824,-0.21,627.79
23000,0.00035481207305565476,-3.2337818145751953,115000,790,2.0221006870269775,-0.24,627.87
23100,0.0007704705931246281,-105.81642150878906,115500,790,2.067817211151123,-0.27,625.76
23200,0.156670480966568,0.1616252064704895,116000,790,2.0571513175964355,-0.27,625.76
23300,0.00018286796694155782,-4.538251876831055,116500,790,2.0552473068237305,-0.24,627.64
23400,0.0007530473521910608,-1.538886547088623,117000,790,2.070695161819458,-0.2,627.75
23500,0.0006224543903954327,-20.490873336791992,117500,790,2.063005208969116,-0.2,627.75
23600,0.0001514993200544268,-0.19805371761322021,118000,790,2.053924560546875,-0.24,627.48
23700,0.0024703301023691893,-1.4635467529296875,118500,790,2.0664799213409424,-0.16,626.83
23800,0.0007772148819640279,-14.134446144104004,119000,790,2.0667667388916016,-0.16,626.83
23900,0.00024176345323212445,-3.0391669273376465,119500,790,2.035508871078491,-0.15,627.61
24000,0.0008238359587267041,-33.09423065185547,120000,790,2.050705909729004,-0.18,627.11
24100,0.00020613530068658292,-0.3845595121383667,120500,790,2.054290294647217,-0.15,625.9
24200,9.160373156191781e-05,0.8805877789855003,121000,790,2.0170669555664062,-0.09,624.47
24300,0.00029857823392376304,-0.6022341251373291,121500,790,2.010948657989502,-0.03,623.62
24400,0.002057983772829175,-69479.140625,122000,790,2.0638346672058105,-0.03,623.62
24500,0.0004442634526640177,0.2625719904899597,122500,790,2.0370631217956543,-0.04,622.51
24600,0.0004980976809747517,-2.3951241970062256,123000,790,2.033301591873169,-0.03,623.06
24700,0.014407278969883919,0.07627242803573608,123500,790,1.9565757513046265,0.05,621.31
24800,0.00030013773357495666,-87.97748565673828,124000,790,2.0721521377563477,0.02,620.85
24900,0.00017262223991565406,-0.2273176908493042,124500,790,2.0609192848205566,-0.05,619.46
25000,0.000802604656200856,-2.0526978969573975,125000,790,2.026122570037842,-0.05,619.46
25100,0.00015144198550842702,-2.6659393310546875,125500,790,2.07043194770813,-0.03,620.8
25200,0.0008353002485819161,-114.5916519165039,126000,790,2.0756945610046387,-0.02,621.99
25300,0.0020142528228461742,-4.647336006164551,126500,790,2.072974920272827,-0.01,622.49
25400,0.0002304421941516921,-7.469346046447754,127000,790,2.07228684425354,-0.03,623.36
25500,0.00017165536701213568,0.1747729778289795,127500,790,2.0371413230895996,-0.03,623.36
25600,0.26445284485816956,0.2579733729362488,128000,790,2.0613760948181152,-0.11,625.33
25700,0.00014781893696635962,-63.002296447753906,128500,790,2.0726659297943115,-0.12,625.98
25800,8.79077852005139e-05,-1.4110498428344727,129000,790,2.072667360305786,-0.1,623.9
25900,0.012918109074234962,-19454.158203125,129500,790,2.030092716217041,-0.04,623.72
26000,9.826976747717708e-05,-0.15839719772338867,130000,790,2.0426294803619385,-0.04,623.72
26100,0.0008141620201058686,-2.1601674556732178,130500,790,2.0125467777252197,-0.08,625.57
26200,0.00021618274331558496,-21.015071868896484,131000,791,2.0739822387695312,-0.07,625.96
26300,0.00037294666981324553,-42.54850387573242,131500,791,2.07478404045105,-0.05,624.44
26400,0.0002913467469625175,-2.922663927078247,132000,790,2.0732157230377197,-0.12,621.43
26500,0.0001756334531819448,0.28542447090148926,132500,790,1.8408615589141846,-0.19,622.83
26600,0.00016993428289424628,-1.676687240600586,133000,790,2.0721595287323,-0.21,622.84
26700,0.00015726755373179913,-2.114736318588257,133500,790,2.0657896995544434,-0.21,622.84
26800,7.132784958230332e-05,-52.081329345703125,134000,790,2.07542085647583,-0.15,621.34
26900,5.6030032283160836e-05,0.4126661419868469,134500,790,1.9592349529266357,-0.12,624.25
27000,0.0001458836195524782,0.029994666576385498,135000,790,2.0663135051727295,-0.07,623.47
27100,0.00345935788936913,-35.28083419799805,135500,790,2.0678815841674805,-0.07,623.47
27200,1.6824877093313262e-05,0.9253595620393753,136000,790,1.92928147315979,-0.08,622.07
27300,0.011187626048922539,-1292.415283203125,136500,790,1.8754466772079468,-0.09,622.45
27400,0.0005828303983435035,-10.590561866760254,137000,790,2.0319948196411133,-0.1,622.22
27500,0.0013597009237855673,-7.019281387329102,137500,790,2.050227403640747,-0.05,620.49
27600,0.00020929903257638216,-46794.3359375,138000,791,2.0443899631500244,-0.05,620.49
27700,0.0008423814433626831,-4.115494728088379,138500,790,2.07023286819458,-0.07,621.38
27800,0.1848573535680771,0.357941210269928,139000,790,1.9757108688354492,-0.09,623.27
27900,3.7958980101393536e-05,-0.30885159969329834,139500,790,2.0711464881896973,-0.09,623.27
28000,7.222765998449177e-05,0.1133926510810852,140000,790,2.072842836380005,-0.13,624.67
28100,0.0004893763107247651,-1.754746437072754,140500,790,2.073124408721924,-0.14,625.74
28200,0.0006019397405907512,-9.11515998840332,141000,790,2.058647394180298,-0.14,625.74
28300,0.00305666821077466,0.002521693706512451,141500,790,1.9897140264511108,-0.14,626.24
28400,4.294089740142226e-05,-1.0327050685882568,142000,790,2.0701167583465576,-0.14,626.24
28500,0.0025068812537938356,-7.373012542724609,142500,790,2.05647611618042,-0.14,626.43
28600,0.0006101633771322668,-2.187286853790283,143000,790,2.0665364265441895,-0.15,627.22
28700,0.012519417330622673,-10.93094539642334,143500,791,2.0661301612854004,-0.15,627.22
28800,0.00023249711375683546,-1.1340515613555908,144000,790,2.075164556503296,-0.09,628.09
28900,0.07763342559337616,-70263.921875,144500,790,2.040501356124878,-0.15,625.6
29000,6.789565668441355e-05,-1.636230707168579,145000,790,2.0543816089630127,-0.15,625.6
29100,0.0003869364154525101,0.243902325630188,145500,790,2.0292341709136963,-0.13,624.47
29200,0.0008017405052669346,-42.55443572998047,146000,790,2.0762181282043457,-0.07,625.86
29300,0.0010650416370481253,-4.407453536987305,146500,790,2.0463242530822754,-0.07,626.72
