loss_ent,loss_kl,EpisodesSoFar,ev_tdlam_before,TimeElapsed,loss_pol_surr,loss_vf_loss,EpThisIter,loss_pol_entpen,TimestepsSoFar,EpLenMean,EpRewMean
1.7911271,0.0006365348,0,-0.6874473094940186,0.9921674728393555,-0.006332199,0.01838503,0,-0.04321778,256,,
1.791136,0.0001927008,0,0.14378267526626587,1.412393569946289,-0.0038010767,0.020444937,0,-0.04321799,512,,
1.791518,0.0002613901,1,0.2710774540901184,1.8262081146240234,-0.004797872,0.023269562,1,-0.043227207,768,592.0,-5.0
1.7911894,0.00034605977,1,0.22880679368972778,2.2247254848480225,-0.00409533,0.036790255,0,-0.043219276,1024,592.0,-5.0
1.7906852,0.0002670252,2,0.5788641571998596,2.6257200241088867,-0.0027219616,0.015461078,1,-0.04320711,1280,588.0,-4.5
1.7895569,0.0003204645,2,0.5541718602180481,3.027231454849243,-0.002428919,0.013876589,0,-0.04317989,1536,588.0,-4.5
1.7889626,0.000252011,3,0.6624864935874939,3.423231840133667,-0.0018275222,0.01657893,1,-0.043165546,1792,574.0,-4.666666666666667
1.7888329,0.00042718652,3,-10.551002502441406,3.83345890045166,-0.0039471835,0.009618294,0,-0.043162417,2048,574.0,-4.666666666666667
1.786927,0.0005452876,3,0.42188286781311035,4.2304582595825195,-0.002984669,0.021288864,0,-0.043116428,2304,574.0,-4.666666666666667
1.7865272,0.00031207295,3,0.6552946865558624,4.629457950592041,-0.00490205,0.012061083,0,-0.043106783,2560,574.0,-4.666666666666667
1.7827847,0.000528688,4,0.5832835137844086,5.038686037063599,-0.0037353262,0.01514124,1,-0.043016482,2816,643.0,-4.75
1.7837656,0.00035792828,4,0.5621052980422974,5.448678255081177,-0.003754381,0.013680053,0,-0.04304015,3072,643.0,-4.75
1.7866384,0.00025684005,5,0.7615247815847397,5.861642599105835,0.0014478713,0.011799948,1,-0.043109465,3328,620.6,-4.8
1.7842667,0.00020566242,6,0.5891335308551788,6.258642673492432,-0.002680052,0.030964162,1,-0.043052237,3584,596.6666666666666,-4.666666666666667
1.7846648,0.0002061608,6,0.7733350396156311,6.659643173217773,-0.0020072302,0.012759251,0,-0.043061845,3840,596.6666666666666,-4.666666666666667
1.7847482,0.0001773373,6,0.7661693841218948,7.058642387390137,-0.0006604679,0.010151611,0,-0.04306386,4096,596.6666666666666,-4.666666666666667
1.7841465,0.00019986785,7,0.7415212690830231,7.458642482757568,0.000981858,0.01545196,1,-0.043049343,4352,591.5714285714286,-4.714285714285714
1.7836878,0.00017196902,7,-3.4768033027648926,7.858643054962158,0.0005210787,0.0060660047,0,-0.04303827,4608,591.5714285714286,-4.714285714285714
1.783992,0.00014025666,8,0.7967360317707062,8.255643367767334,0.001073597,0.011961816,1,-0.043045618,4864,600.0,-4.75
1.7843937,0.00013096805,8,0.6729098558425903,8.684667825698853,0.0018794807,0.013663415,0,-0.043055303,5120,600.0,-4.75
1.7910783,0.00072016544,0,-0.3598518371582031,0.8349156379699707,-0.008046539,0.03136707,0,-0.01834498,256,,
1.7877878,0.0017784477,0,0.22350794076919556,1.2369582653045654,-0.015241394,0.017812535,0,-0.018311277,512,,
1.7842143,0.00092590065,0,0.0668184757232666,1.6404623985290527,-0.0038097203,0.03050731,0,-0.018274674,768,,
1.7877966,0.000901322,1,0.45512616634368896,2.0373034477233887,-0.009371391,0.022677995,1,-0.018311366,1024,873.0,-5.0
1.7838191,0.000690288,1,0.47934961318969727,2.4324281215667725,-0.0034159757,0.018575158,0,-0.018270627,1280,873.0,-5.0
1.7780349,0.00095175975,1,0.5309031307697296,2.8199353218078613,-0.0060615726,0.025115496,0,-0.018211383,1536,873.0,-5.0
1.7873045,0.001141879,2,0.5414226651191711,3.213684320449829,-0.0055286177,0.021433607,1,-0.018306328,1792,818.5,-5.0
1.7880733,0.0024514736,2,0.24401098489761353,3.604269504547119,-0.008624969,0.03812669,0,-0.018314201,2048,818.5,-5.0
1.7871864,0.00051563873,3,0.724498063325882,3.996171712875366,-0.005987618,0.01872522,1,-0.018305117,2304,750.0,-5.0
1.7869518,0.00082338054,3,0.735462099313736,4.385961532592773,-0.0075069033,0.018458651,0,-0.018302713,2560,750.0,-5.0
1.788825,0.0002443761,3,0.6996624767780304,4.769618511199951,-0.0024748892,0.009884872,0,-0.018321902,2816,750.0,-5.0
1.7882954,0.00024173662,4,0.8120341151952744,5.162030935287476,-0.0013750428,0.010607278,1,-0.018316476,3072,708.5,-5.0
1.7883649,0.00028911687,4,0.6432304978370667,5.559995651245117,-0.001948379,0.015967999,0,-0.018317185,3328,708.5,-5.0
1.7877389,0.00023894239,5,0.7096426486968994,5.966214179992676,-0.00042583048,0.017882459,1,-0.018310776,3584,709.6,-5.0
1.7873285,0.0002104103,5,0.7912695109844208,6.392162084579468,-0.00051586004,0.01311581,0,-0.018306574,3840,709.6,-5.0
1.7868123,0.0002424602,6,0.7436923682689667,6.811405897140503,5.5901706e-05,0.029572107,1,-0.018301286,4096,668.8333333333334,-5.0
1.7883937,0.00015846628,6,0.6837789714336395,7.20591402053833,-0.00039800908,0.019645547,0,-0.018317483,4352,668.8333333333334,-5.0
1.7880832,0.00014924418,6,0.18477863073349,7.611314535140991,0.00033767894,0.0728558,0,-0.018314302,4608,668.8333333333334,-5.0
1.7879003,0.00021760527,7,0.8143348693847656,8.016772508621216,0.0026418976,0.015796069,1,-0.01831243,4864,660.8571428571429,-4.857142857142857
1.7881562,0.00019445925,8,0.8622187674045563,8.432106018066406,0.0049412064,0.00969725,1,-0.01831505,5120,626.875,-4.875
1.7906992,0.0010820301,0,-0.24003493785858154,0.8454627990722656,-0.008189481,0.024490012,0,-0.021995518,256,,
1.7893231,0.0007340227,1,0.19382113218307495,1.2538814544677734,-0.005095221,0.022480227,1,-0.021978613,512,429.0,-5.0
