optimgain,explained_variance_tdlam_before,meankl,TimeElapsed,EpLenMean,EpRewMean,EpisodesSoFar,entropy,entloss,EpThisIter,TimestepsSoFar,surrgain
0.0561619,0.8733303993940353,0.00903957,602.1712117195129,662.175,0.3,250,1.5153654,0.0,2,159744,0.0561619
0.055592194,0.896866075694561,0.013135986,611.0213170051575,660.5,0.325,251,1.5905015,0.0,1,160768,0.055592194
0.06736662,0.8151132166385651,0.011610195,618.2719416618347,653.05,0.35,253,1.5039847,0.0,2,161792,0.06736662
0.063774064,0.9193889498710632,0.008915164,626.1671116352081,650.225,0.2,255,1.5645986,0.0,2,162816,0.063774064
0.06391926,0.8836111798882484,0.010888092,630.5011882781982,645.7,0.25,256,1.5511532,0.0,1,163840,0.06391926
0.065742776,0.8597802221775055,0.013653705,637.6531281471252,649.4,0.45,258,1.5356891,0.0,2,164864,0.065742776
0.07552697,0.8420445173978806,0.009851406,642.2868473529816,656.475,0.275,259,1.5544817,0.0,1,165888,0.07552697
0.06809607,0.7759859710931778,0.012079487,650.0678408145905,664.675,0.2,261,1.5325153,0.0,2,166912,0.06809607
0.107547656,0.8883170932531357,0.011372533,654.8959577083588,665.95,0.2,262,1.6082933,0.0,1,167936,0.107547656
0.0861654,0.9204600006341934,0.012161216,663.1423416137695,662.65,0.075,264,1.5962485,0.0,2,168960,0.0861654
0.072055325,0.832640990614891,0.010855633,668.3583045005798,655.7,0.2,265,1.6121402,0.0,1,169984,0.072055325
0.064653486,0.8493696302175522,0.010893206,677.2440969944,659.7,0.325,267,1.5808148,0.0,2,171008,0.064653486
0.050804295,0.8825397342443466,0.01170454,681.8387675285339,660.625,0.325,268,1.6254842,0.0,1,172032,0.050804295
0.0498381,0.776802733540535,0.0101531055,689.1916999816895,661.725,0.475,270,1.6070418,0.0,2,173056,0.0498381
0.07183174,0.8749540597200394,0.010675739,697.5320041179657,651.625,0.625,272,1.5877924,0.0,2,174080,0.07183174
0.064416654,0.9181058332324028,0.010683087,710.9530465602875,644.9,0.6,274,1.5917327,0.0,2,175104,0.064416654
0.06099876,0.8153602927923203,0.011143398,715.4041604995728,643.35,0.675,275,1.5448804,0.0,1,176128,0.06099876
0.076265305,0.8661707788705826,0.010466367,722.5331189632416,649.75,0.825,277,1.5680722,0.0,2,177152,0.076265305
0.055704575,0.896159902215004,0.010130987,727.2986669540405,645.825,0.95,278,1.6379232,0.0,1,178176,0.055704575
0.07556814,0.9029304906725883,0.009333992,735.9244391918182,647.55,0.925,280,1.5469923,0.0,2,179200,0.07556814
0.079544775,0.8228264451026917,0.010213568,740.4147815704346,651.6,0.9,281,1.6150702,0.0,1,180224,0.079544775
