TimestepsSoFar,loss_ent,loss_vf_loss,ev_tdlam_before,TimeElapsed,loss_pol_entpen,EpThisIter,EpisodesSoFar,loss_pol_surr,loss_kl,EpRewMean,EpLenMean
256,1.7849355,0.04892484,-2.052644968032837,1.2651960849761963,-0.017849352,0,0,-0.034373935,0.0069889505,,
512,1.7823381,0.025499929,0.5417798757553101,1.830639123916626,-0.017823381,0,0,-0.015906371,0.0017229946,,
768,1.7793564,0.06048955,-0.13509130477905273,2.565577745437622,-0.017793562,1,1,-0.014550592,0.0011552088,-5.0,553.0
1024,1.779424,0.0323458,0.5476813912391663,3.330293655395508,-0.01779424,0,1,-0.007230439,0.0003208263,-5.0,553.0
