ev_tdlam_before,EpThisIter,EpisodesSoFar,loss_pol_surr,TimeElapsed,loss_kl,loss_vf_loss,TimestepsSoFar,loss_pol_entpen,loss_ent,EpRewMean,EpLenMean
0.06987196207046509,0,0,-0.0031613596,0.9770245552062988,0.0004307581,0.0522359,256,-0.020789986,2.0789986,,
0.35749292373657227,0,0,-0.004597389,1.3535168170928955,0.0010463223,0.022006594,512,-0.02076674,2.076674,,
0.45178669691085815,1,1,-0.0051911846,1.7303390502929688,0.0014207754,0.028607007,768,-0.02073986,2.073986,-4.0,710.0
0.6288526952266693,0,1,-0.010160074,2.1064867973327637,0.0015761321,0.022199616,1024,-0.020767916,2.0767918,-4.0,710.0
0.09192413091659546,0,1,-0.0046277903,2.4828872680664062,0.0010937033,0.08199781,1280,-0.020733856,2.0733855,-4.0,710.0
0.7881452143192291,1,2,-0.0036738217,2.859035015106201,0.0017637974,0.025772383,1536,-0.020661928,2.0661929,-4.0,654.5
0.7820527702569962,0,2,-0.012108961,3.2338454723358154,0.0057601035,0.01754367,1792,-0.020480389,2.048039,-4.0,654.5
0.8396682888269424,1,3,-0.015200492,3.6092402935028076,0.013256825,0.011151653,2048,-0.01998729,1.9987292,-4.333333333333333,613.0
0.8625474721193314,0,3,-0.017951008,3.983933687210083,0.0064927614,0.01862478,2304,-0.019869912,1.9869913,-4.333333333333333,613.0
0.7974485456943512,1,4,-0.015927095,4.361047029495239,0.00587154,0.012152936,2560,-0.020026926,2.0026927,-4.5,619.5
0.833242803812027,0,4,-0.011046354,4.735495567321777,0.003495966,0.014812728,2816,-0.020209743,2.0209742,-4.5,619.5
0.8207986801862717,1,5,-0.012474206,5.110352993011475,0.003136233,0.01431706,3072,-0.02027998,2.027998,-4.6,597.4
0.5367620885372162,0,5,-0.016224794,5.487436056137085,0.0041537993,0.037617132,3328,-0.020273536,2.0273538,-4.6,597.4
0.8528274595737457,0,5,-0.014638949,5.862737417221069,0.0052501103,0.010569269,3584,-0.020536946,2.0536947,-4.6,597.4
0.6356238126754761,1,6,-0.010563451,6.237313747406006,0.0029832874,0.035443753,3840,-0.020410433,2.0410433,-4.666666666666667,611.8333333333334
0.8256788700819016,0,6,-0.011657665,6.612369775772095,0.0042570336,0.016720919,4096,-0.020355761,2.0355763,-4.666666666666667,611.8333333333334
0.780348390340805,1,7,-0.014190216,6.987027883529663,0.0040991507,0.01338602,4352,-0.020413212,2.0413213,-4.714285714285714,619.2857142857143
0.7812487334012985,0,7,-0.017567195,7.361337184906006,0.011412904,0.014068164,4608,-0.02031799,2.0317993,-4.714285714285714,619.2857142857143
0.8340423852205276,0,7,-0.016220473,7.736862421035767,0.010017446,0.01872415,4864,-0.020273376,2.0273378,-4.714285714285714,619.2857142857143
0.4934401512145996,1,8,-0.026560474,8.111323118209839,0.01902248,0.02058521,5120,-0.019586245,1.9586246,-4.75,624.875
0.7510204911231995,0,8,-0.014948612,8.486652612686157,0.01706936,0.013463122,5376,-0.019086609,1.9086609,-4.75,624.875
0.7381843030452728,1,9,-0.025382105,8.86327576637268,0.013465282,0.020096079,5632,-0.019656084,1.9656084,-4.777777777777778,615.7777777777778
0.7650349289178848,0,9,-0.015962787,9.238020658493042,0.0073296167,0.019668495,5888,-0.019330736,1.9330735,-4.777777777777778,615.7777777777778
0.8279389441013336,0,9,-0.018922122,9.613611221313477,0.0135105625,0.015245184,6144,-0.018867362,1.8867363,-4.777777777777778,615.7777777777778
0.8469281494617462,1,10,-0.015568942,9.989063501358032,0.0059760693,0.00941063,6400,-0.018744161,1.8744161,-4.8,620.5
