policy_entropy,nupdates,fps,total_timesteps,explained_variance,value_loss
2.0794410705566406,1,6,5,-4567.91650390625,0.024596594274044037
2.079441547393799,100,174,500,-795.9134521484375,0.036981623619794846
2.0794410705566406,200,214,1000,-1642.362060546875,0.01489874254912138
