#{"t_start": 1604423923.0047853, "env_id": "SlimeVolley-v0"}
r,l,t
-5,536,1.095777
-5,579,1.417044
-4,683,1.794393
-4,815,2.243765
-5,489,2.514402
-5,548,2.816351
-5,800,4.888243
-5,614,5.248399
-5,516,5.568054
-5,505,5.881176
-5,503,6.192842
-5,461,6.477511
-5,522,6.799626
-5,590,7.164306
-5,621,9.025471
-4,798,9.463906
-5,516,9.747509
-5,591,10.071835
-5,586,10.392852
-5,518,10.677214
-5,642,12.408231
-5,965,12.940084
-5,460,13.193455
-4,598,13.523205
-5,765,13.945549
-5,570,14.260067
-5,544,14.559949
-5,591,16.309163
-5,624,16.697131
-5,580,17.058148
-5,627,17.448847
-5,936,17.988687
-5,632,18.337467
-5,551,20.022774
-5,761,20.444926
-5,443,20.690571
-5,839,21.153594
-5,696,21.538944
-5,746,21.952085
-5,576,23.648685
-4,730,24.050917
-4,680,24.42693
-5,499,24.702953
-5,684,25.079798
-5,852,25.550636
-5,607,27.265431
-5,662,27.631198
-5,568,27.946204
-5,696,28.330215
-5,500,28.606201
-5,925,29.119236
-5,536,30.792714
-5,492,31.064908
-5,684,31.441922
-5,1440,32.235925
-5,462,32.490419
-5,558,32.798901
-5,892,34.666824
-5,536,34.96277
-5,598,35.292535
-5,973,35.829002
-5,805,36.320612
-5,751,38.286776
-5,466,38.574956
-4,659,38.983798
-5,471,39.277642
-5,793,39.725974
-5,595,40.053822
-5,494,40.326402
-5,642,42.065915
-5,534,42.36361
-5,665,42.7311
-5,574,43.048065
-5,574,43.365896
-5,499,43.641888
-5,520,43.929019
-5,545,44.231172
-4,721,46.014318
-4,550,46.319098
-5,658,46.683591
-5,722,47.130188
-5,584,47.491581
-5,547,47.831935
-4,640,49.678527
-5,639,50.057393
-5,495,50.329465
-5,631,50.67712
-5,483,50.942438
-5,694,51.326534
-5,399,51.546583
-3,613,53.399944
-5,693,53.832419
-5,683,54.25779
-5,393,54.502377
-5,1071,55.096548
-5,562,55.407756
-5,624,57.127323
-5,454,57.37831
-5,682,57.754873
-4,734,58.160619
-5,875,58.643336
-5,572,58.958067
-5,510,59.239361
-5,668,60.984844
-5,534,61.278313
-5,778,61.706645
-5,549,62.008233
-5,509,62.288621
-5,771,62.713092
-5,558,64.400713
-5,605,64.735009
-5,582,65.056265
-5,624,65.401085
-5,495,65.674513
-5,530,65.968866
-5,479,66.232893
-5,519,66.518342
-5,814,68.34638
-4,805,68.792298
-4,565,69.10442
