loss_kl,TimeElapsed,ev_tdlam_before,EpThisIter,TimestepsSoFar,loss_pol_entpen,loss_pol_surr,EpisodesSoFar,loss_vf_loss,loss_ent,EpLenMean,EpRewMean
0.0022661604,61264.19273209572,0.7859780341386795,1,792832,-0.014887096,-0.005282283,1243,0.014921784,1.4887097,634.25,-5.07
0.0031932532,61264.77976799011,0.8586157858371735,0,793088,-0.015050985,-0.011011636,1243,0.010787558,1.5050986,634.25,-5.07
0.003402307,61265.37725400925,0.854191467165947,0,793344,-0.017768456,-0.00714368,1243,0.007697949,1.7768455,634.25,-5.07
0.0033235762,61265.97261428833,0.8508305549621582,1,793600,-0.014629972,-0.008058837,1244,0.010022158,1.4629972,628.18,-5.04
0.0027116756,61266.56042098999,0.8557983934879303,0,793856,-0.014681563,-0.009123551,1244,0.013389347,1.4681563,628.18,-5.04
0.004476074,61267.148773908615,0.8373458683490753,1,794112,-0.016611282,-0.014251452,1245,0.0054808436,1.6611282,629.24,-5.04
0.0028249533,61267.734109163284,0.9070056825876236,0,794368,-0.015549572,-0.0011809506,1245,0.008050339,1.5549574,629.24,-5.04
0.0024145981,61268.32732748985,0.9210487678647041,0,794624,-0.016732873,-0.005053957,1245,0.0067439657,1.6732874,629.24,-5.04
0.0018632355,61268.914786338806,0.8589441031217575,1,794880,-0.015592351,-0.006005509,1246,0.011460129,1.5592351,629.3,-5.05
0.003772771,61269.505400419235,0.7973020970821381,0,795136,-0.015610506,-0.006148206,1246,0.010973882,1.5610505,629.3,-5.05
0.0038212198,61270.112995386124,0.8320564478635788,1,795392,-0.01726237,-0.00989287,1247,0.0125497915,1.726237,627.36,-5.04
0.0023047214,61270.698749780655,0.9127033650875092,0,795648,-0.0153972525,-0.0036441255,1247,0.00605697,1.5397253,627.36,-5.04
0.0047533247,61271.28671693802,0.887450210750103,0,795904,-0.018091904,-0.0155624,1247,0.006872364,1.8091905,627.36,-5.04
0.0039562117,61271.867591142654,0.8976910635828972,1,796160,-0.015663082,-0.008344419,1248,0.009471592,1.5663083,628.42,-5.04
0.0020303943,61272.24023222923,0.7989792376756668,0,796416,-0.017961051,-0.0039637117,1248,0.009188839,1.7961053,628.42,-5.04
0.0034485902,61272.79381942749,0.8417966067790985,1,796672,-0.016596867,-0.0075968327,1249,0.011372287,1.6596868,629.07,-5.04
0.0033272824,61273.38013911247,0.8470822125673294,0,796928,-0.016687257,-0.014597552,1249,0.019482404,1.6687257,629.07,-5.04
0.0025921948,61273.97099971771,0.8497512936592102,1,797184,-0.016940413,0.0005369261,1250,0.010174904,1.6940413,631.11,-5.03
0.004877466,61274.56089901924,0.8673925250768661,0,797440,-0.018100321,-0.013304591,1250,0.005986256,1.8100321,631.11,-5.03
0.0047384463,61275.155138731,0.7425408959388733,0,797696,-0.01759128,-0.009455942,1250,0.01354591,1.7591281,631.11,-5.03
0.004523133,61275.75708580017,0.6440355181694031,0,797952,-0.017220452,-0.01359706,1250,0.0268884,1.7220454,631.11,-5.03
0.003179636,61276.36291909218,0.872454896569252,1,798208,-0.015880408,-0.01036888,1251,0.009887256,1.5880406,634.92,-5.02
0.0024136603,61276.9488530159,0.9084033071994781,0,798464,-0.016420018,-0.0051971385,1251,0.00904712,1.6420017,634.92,-5.02
0.003364847,61277.53809475899,0.6487979888916016,0,798720,-0.017717713,-0.020315854,1251,0.013844114,1.7717713,634.92,-5.02
0.0028524443,61278.12372136116,0.8823206946253777,1,798976,-0.016351666,-0.0030989572,1252,0.006274876,1.6351666,635.48,-5.02
0.0021005133,61278.710319280624,0.902543731033802,0,799232,-0.015606812,-0.0030269371,1252,0.008632989,1.5606813,635.48,-5.02
0.0027007717,61279.29728150368,0.6277549564838409,1,799488,-0.015813474,-0.007030624,1253,0.021060772,1.5813475,636.61,-5.02
0.0027092062,61279.888644218445,0.8833543658256531,0,799744,-0.015482421,-0.01447662,1253,0.011516688,1.5482421,636.61,-5.02
0.005058593,62249.06393742561,0.8006875514984131,1,800000,-0.013856241,-0.01213203,1254,0.016958348,1.3856239,635.89,-5.02
0.0037555892,62249.4456243515,0.8954883739352226,0,800256,-0.016784655,-0.007673461,1254,0.009784835,1.6784656,635.89,-5.02
0.0048588254,62249.96127986908,0.9308337047696114,0,800512,-0.014801709,-0.015667677,1254,0.006309024,1.480171,635.89,-5.02
0.001954216,62250.46871781349,0.8114330321550369,1,800768,-0.015534291,-0.0068404004,1255,0.011560813,1.5534292,637.5,-5.03
0.0025784816,62250.915078639984,0.90199413895607,0,801024,-0.016147237,-9.32999e-06,1255,0.007176994,1.6147238,637.5,-5.03
0.0027813036,62251.29068851471,0.6653730869293213,1,801280,-0.0143296085,-0.006156601,1256,0.018444186,1.432961,638.21,-5.03
0.002987549,62251.79929280281,0.8797653466463089,0,801536,-0.016521499,-0.011361844,1256,0.010172517,1.6521499,638.21,-5.03
0.002479231,62252.3093752861,0.7808969616889954,0,801792,-0.017132042,-0.0039409976,1256,0.010353563,1.7132043,638.21,-5.03
0.0024670647,62252.75105929375,0.8280919045209885,1,802048,-0.014436052,-0.005191162,1257,0.010602976,1.4436054,639.75,-5.03
0.0017049112,62253.15912914276,0.7645831108093262,1,802304,-0.0134476,-0.0013328176,1258,0.015394934,1.34476,637.51,-5.03
0.0024227356,62253.54152536392,0.9277286604046822,0,802560,-0.015909774,-0.0050890213,1258,0.0064607817,1.5909773,637.51,-5.03
0.0036004113,62253.91792988777,0.9162131547927856,0,802816,-0.016932081,-0.008221583,1258,0.006697083,1.6932082,637.51,-5.03
0.002048974,62254.29141116142,0.8049132078886032,1,803072,-0.012475837,-0.0023421627,1259,0.014226592,1.2475836,637.0,-5.03
0.002210822,62254.66841340065,0.83623968064785,1,803328,-0.015851159,-0.0059838025,1260,0.0095533645,1.5851161,633.9,-5.03
0.0019944168,62255.15964508057,0.8797160685062408,0,803584,-0.014862733,-0.0027771965,1260,0.009594034,1.4862733,633.9,-5.03
0.005262785,62255.670217990875,0.8418238759040833,1,803840,-0.015099015,-0.011878237,1261,0.012909444,1.5099015,630.45,-5.02
0.0024649883,62256.14857673645,0.8698709011077881,0,804096,-0.014096212,-0.0018980205,1261,0.008917816,1.4096211,630.45,-5.02
0.002228081,62256.51865148544,0.8624681532382965,1,804352,-0.01589099,-0.006227238,1262,0.008551342,1.5890989,628.98,-5.03
0.0022918112,62256.93177962303,0.8686026781797409,0,804608,-0.015722256,-0.0066500455,1262,0.011427535,1.5722257,628.98,-5.03
0.0041757035,62257.30304193497,0.8556541353464127,1,804864,-0.015679631,-0.006166883,1263,0.009451763,1.5679631,629.25,-5.03
0.0055433167,62257.673901319504,0.9024780094623566,0,805120,-0.01721422,-0.008454977,1263,0.004359636,1.721422,629.25,-5.03
0.0016038907,62258.132420539856,0.9000776708126068,0,805376,-0.015937058,0.00082951505,1263,0.0073130336,1.5937059,629.25,-5.03
0.0017677059,62258.60770511627,0.8555503785610199,1,805632,-0.013471524,-0.004478514,1264,0.011004727,1.3471525,630.09,-5.03
0.0014823949,62259.068863630295,0.863111674785614,0,805888,-0.013163838,-0.00047831982,1264,0.009701911,1.3163838,630.09,-5.03
0.0019438439,62259.53238630295,0.8324179649353027,1,806144,-0.015255086,-0.0048513096,1265,0.012442196,1.5255086,629.7,-5.03
