EpisodesSoFar,loss_vf_loss,EpLenMean,EpThisIter,loss_kl,loss_pol_surr,loss_pol_entpen,TimestepsSoFar,TimeElapsed,ev_tdlam_before,loss_ent,EpRewMean
1306,0.009805126,636.27,8,0.0055818176,-0.004351766,0.0,839680,2085.9573678970337,0.8888522684574127,0.46494782,-4.87
1312,0.009309933,635.38,6,0.0062442087,-0.0037675307,0.0,843776,2093.1671364307404,0.8934997096657753,0.45026323,-4.87
1319,0.008019503,631.36,7,0.0049652113,-0.005251756,0.0,847872,2100.7343366146088,0.8546222150325775,0.44825396,-4.87
1325,0.009142089,634.52,6,0.0053263996,-0.0027572548,0.0,851968,2108.3476469516754,0.8725414127111435,0.42900392,-4.87
1332,0.008688771,633.77,7,0.0055714436,-0.0039805425,0.0,856064,2115.624193906784,0.8799791783094406,0.42237893,-4.87
1337,0.0092555005,636.27,5,0.006111801,-0.0032361522,0.0,860160,2123.0934731960297,0.8360293656587601,0.38717797,-4.89
1344,0.010873851,621.67,7,0.0060226996,-0.0028775535,0.0,864256,2130.620607852936,0.8553776144981384,0.4003856,-4.88
1350,0.008359685,630.82,6,0.0061956407,-0.004567605,0.0,868352,2137.8939344882965,0.8751043528318405,0.3826914,-4.88
1358,0.011339174,619.59,8,0.0058700764,-0.000563885,0.0,872448,2145.4543120861053,0.8546820878982544,0.38916504,-4.87
1364,0.01120699,619.32,6,0.005107472,-0.0019472638,0.0,876544,2153.0278017520905,0.8578826636075974,0.37127116,-4.87
1370,0.009021055,624.21,6,0.0056410944,-0.0045685973,0.0,880640,2160.610276699066,0.8771535754203796,0.36631018,-4.9
1378,0.010670207,617.31,8,0.0055900794,-0.0019586696,0.0,884736,2168.190455675125,0.8783152252435684,0.4015744,-4.9
1385,0.0083187185,618.33,7,0.0062135537,-0.0033398704,0.0,888832,2175.771082162857,0.8772150203585625,0.38706616,-4.9
1392,0.009757682,611.13,7,0.0053489096,-0.0025339117,0.0,892928,2183.353249311447,0.8571601510047913,0.39296827,-4.89
1398,0.00881985,619.0,6,0.0072193886,-0.0029181095,0.0,897024,2190.922184228897,0.8688367307186127,0.3841129,-4.9
1404,0.009136938,618.27,6,0.005892617,-0.0037021206,0.0,901120,2268.8108203411102,0.8744054734706879,0.4065412,-4.91
1411,0.011554584,620.95,7,0.006470383,-0.0023505834,0.0,905216,2276.0854363441467,0.8568725883960724,0.39112243,-4.88
1417,0.011644628,625.31,6,0.0048131985,-0.0027066555,0.0,909312,2283.4479355812073,0.8490864336490631,0.36670554,-4.86
1422,0.009499014,629.4,5,0.0060017966,-0.0040613813,0.0,913408,2290.7229623794556,0.8650511652231216,0.3685913,-4.86
1430,0.010179602,625.35,8,0.005815851,-0.0030066844,0.0,917504,2298.0703117847443,0.8622618317604065,0.38516694,-4.85
1436,0.0098077245,620.68,6,0.0054062507,-0.0035402474,0.0,921600,2305.3809311389923,0.8692558705806732,0.36511928,-4.83
1442,0.009884861,630.51,6,0.0055644214,-0.0035592117,0.0,925696,2312.88924407959,0.8642378151416779,0.3554527,-4.85
