#{"t_start": 1603206180.2629292, "env_id": "SlimeVolley-v0"}
r,l,t
-5,412,2.898325
-5,894,4.262452
-4,951,5.610461
-5,976,7.055564
-5,608,8.000759
-5,571,8.822232
-5,441,9.407933
-5,514,10.162707
-5,760,11.28175
-5,600,12.216956
-5,726,13.294894
-4,864,14.528291
-5,591,15.368401
-5,637,16.345551
-4,585,17.179395
-5,535,17.95529
-5,536,18.781788
-5,500,19.623421
-5,533,20.510277
-5,566,21.438187
-4,857,22.773027
-5,739,23.867836
-4,695,24.824143
-5,865,26.148745
-5,502,26.888958
-5,856,28.185611
-5,826,29.54651
-5,475,30.355254
-5,427,31.057477
-5,627,31.938434
-5,675,32.963248
-5,552,33.760539
-5,666,34.772227
-5,423,35.336491
-5,609,36.283504
-4,682,37.226765
-5,858,38.53942
-5,653,39.449107
-5,469,40.151185
-5,563,40.961104
-5,423,41.611382
-5,826,42.80302
-5,633,43.777378
-4,775,45.01721
-5,506,45.779858
-5,442,46.366694
-5,564,47.260841
-5,487,47.983387
-4,663,48.90377
-5,773,50.190243
-5,927,51.732162
-5,519,52.491885
-5,604,53.354287
-5,456,54.041078
-5,474,54.827639
-5,430,55.480208
-5,783,56.877048
-5,801,58.054389
-5,483,58.773377
-5,726,59.76616
-5,561,60.658493
-4,610,61.525597
-5,691,62.568519
-5,483,63.294717
-5,653,64.209187
-5,685,65.242634
-5,960,66.674145
-5,554,67.473238
-5,832,68.671978
-5,634,69.562803
-5,780,70.703569
-5,453,71.388273
-5,428,72.04436
-4,579,72.87259
-4,681,73.901249
-5,820,75.086592
-5,524,75.853004
-5,429,76.511968
-5,492,77.240602
-5,629,78.127843
-5,459,78.82067
-5,740,79.92213
-5,401,80.462482
-4,514,81.219775
-5,484,81.943009
-5,522,82.709359
-5,597,83.645137
-5,645,84.549093
-5,608,85.495549
-5,669,86.426995
-5,726,87.507087
-5,395,88.128074
-5,532,88.902218
-5,456,89.503694
-4,690,90.543331
-5,599,91.395585
-5,610,92.344483
-5,652,93.253841
-5,514,94.010302
-4,608,94.956868
-5,531,95.7319
-5,633,96.620619
-5,494,97.352708
-5,454,98.03862
-5,549,98.83531
-5,626,99.814875
-5,548,100.611164
-5,603,101.473762
-5,526,102.257275
-5,514,103.027495
-5,724,104.124555
-5,447,104.818255
-5,519,105.596288
-5,471,106.309772
-5,563,107.131366
-5,915,108.437836
-5,487,109.169635
-5,761,110.310449
-5,453,111.007012
-5,576,111.920495
-5,542,112.826894
-5,541,113.676598
-5,405,114.312137
-5,657,115.330831
-5,482,116.05813
-5,563,116.887087
-5,537,117.684433
-5,568,118.514446
-4,674,119.55419
-5,625,120.451127
-5,504,121.203071
-5,667,122.246659
-5,626,123.144074
-5,592,124.002958
-5,571,124.919813
-4,716,125.913394
-5,582,126.84217
-5,476,127.565661
-5,591,128.422834
-5,562,129.245741
-5,657,130.281932
-5,621,131.178807
-5,771,132.334074
-5,843,133.569896
-5,555,134.466897
-5,612,135.346645
-5,388,135.879987
-5,793,137.152569
-4,885,138.431546
-5,592,139.283645
-5,687,140.335594
-5,904,141.725863
-5,650,142.655473
-4,591,143.518606
-5,619,144.503242
-5,589,145.357809
-5,688,146.40876
-5,517,147.180101
-5,708,148.256505
-5,482,148.894387
-5,733,150.00313
-5,619,150.986146
-4,831,152.945765
-5,632,153.700408
-3,965,154.856461
-5,450,155.394965
-5,677,156.203226
-5,609,156.931447
-5,794,157.881068
-5,505,158.485858
-5,638,159.248377
-5,956,160.47789
-5,513,161.187055
-5,543,161.938053
-5,440,162.470583
-5,536,163.110781
-5,743,163.998388
-5,756,164.901796
-5,747,165.793633
-5,619,166.644544
-5,484,167.315124
-4,573,168.14382
-5,883,169.383017
-5,558,170.085016
-5,749,170.979856
-5,860,172.012068
-5,501,172.610517
-5,536,173.250615
-5,947,174.382525
-5,752,175.279734
-4,977,176.445664
-5,673,177.252866
-5,474,177.819041
-4,918,178.918732
-5,741,179.808378
-5,479,180.379653
-5,904,181.459265
-5,719,182.317598
-5,600,183.034389
-5,472,183.597599
-5,507,184.25427
-5,604,185.089139
-5,832,186.238651
-5,531,186.931345
-5,618,187.67084
-5,706,188.513414
-5,580,189.20604
-5,674,190.012451
-5,571,190.696855
-5,822,191.679521
-5,598,192.394445
-5,871,193.436293
-5,652,194.214825
-2,1098,195.525939
-5,629,196.277146
-4,1018,197.492971
-5,535,198.131108
-4,794,199.08102
-5,584,199.776911
-5,649,200.551604
-5,603,201.270283
-5,926,202.372856
-5,435,202.895602
-5,679,203.706164
-2,1141,205.068121
-5,542,205.715631
-5,628,206.465789
-4,1008,207.667409
-5,473,208.232585
-4,676,209.040115
-5,552,209.698761
-5,521,210.321561
-5,487,210.903303
-5,571,211.585912
-5,546,212.237648
-5,547,212.891515
-4,690,213.714988
-5,546,214.366487
-4,688,215.193404
-5,577,215.881958
-5,751,216.781191
-5,428,217.291909
-5,525,217.918767
-5,756,218.820724
-5,793,219.766907
-5,616,220.503667
-4,664,221.296433
-4,884,222.352285
-5,478,222.923042
-4,529,223.554574
-4,584,224.251864
-5,486,224.831751
-5,564,225.505453
-5,578,226.195736
-5,625,226.945562
-5,560,227.615726
-4,631,228.369617
-3,854,229.39147
-5,798,230.343997
-5,545,230.99616
-5,736,231.875233
-5,626,232.62422
-5,487,233.204813
-5,689,234.029802
-5,524,234.656101
-5,635,235.41659
-5,736,236.297652
-5,635,237.05725
-5,895,238.127368
-3,1066,239.40459
-5,520,240.027156
-5,759,240.934213
-5,913,242.027816
-5,496,242.621086
-5,861,243.650028
-5,445,244.182743
-5,708,245.030195
-5,541,245.676975
-5,713,246.530317
-5,609,247.259197
-4,779,248.191772
-5,731,249.07139
-5,454,249.615601
-5,507,250.223354
-5,453,250.766098
-4,680,251.58396
-5,490,252.171743
-5,655,252.956287
-5,398,253.434314
-5,795,254.385671
-5,696,255.218703
-5,509,255.82822
-4,970,256.988024
-5,578,257.679138
-5,609,258.40829
-5,524,259.035585
-5,490,259.621949
-5,492,260.211733
-5,918,261.310442
-5,615,262.046338
-4,1072,263.327924
-5,571,264.014585
-5,596,264.727311
-5,759,265.634539
-5,624,266.378376
-5,1071,267.656998
-5,840,268.658976
-5,642,269.425131
-4,763,270.336624
-5,854,271.355617
-5,644,272.124139
-5,671,272.925789
-5,437,273.446739
-5,716,274.301412
-5,722,275.161822
-5,584,275.862298
-5,461,276.413351
-5,485,276.993275
-5,491,277.580419
-4,719,278.438909
-5,627,279.188318
-5,563,279.861594
-4,695,280.690578
-5,710,281.538476
-5,442,282.066966
-5,1001,283.262376
-5,558,283.929238
-5,498,284.524245
-5,674,285.329481
-5,458,285.876282
-5,703,286.71581
-3,708,287.562815
-5,480,288.220893
-5,586,288.919664
-5,625,289.666175
-4,701,290.504096
-5,568,291.181354
-5,460,291.72938
-5,858,292.75246
-5,501,293.350068
-5,541,293.996698
-5,621,294.738629
-5,413,295.23234
-5,627,295.981203
-5,585,296.680676
-5,559,297.355366
-5,527,297.984157
-5,458,298.530367
-5,509,299.137799
-5,465,299.692651
-5,790,300.639313
-5,375,301.088577
-5,551,301.750536
-5,532,302.387105
-5,456,302.932257
-5,596,303.644458
-5,447,304.177534
-4,881,305.227281
-3,1007,306.427227
-4,606,307.149482
-5,674,307.952294
-5,768,308.869345
-5,509,309.47682
-5,544,310.125012
-5,725,310.988925
-5,898,312.062712
-5,606,312.785704
-5,552,313.447452
-4,782,314.37966
-5,657,315.162528
-4,701,315.999738
-5,823,316.980747
-5,800,317.935519
-4,831,318.926465
-5,698,319.758878
-5,717,320.614232
-4,715,321.466081
-5,489,322.049324
-5,947,323.178168
-5,611,323.906717
-5,560,324.576781
-5,726,325.442379
-5,490,326.027906
-5,605,326.750209
-5,415,327.245332
-5,703,328.083961
-4,761,328.992398
-5,833,329.986467
-5,636,330.744512
-5,631,331.498474
-5,530,332.131345
-5,708,332.976353
-5,754,333.879173
-5,624,334.625678
-5,666,335.421683
-5,657,336.205346
-5,784,337.145147
-5,945,338.273738
-5,448,338.808096
-5,608,339.533285
-5,548,340.186519
-5,466,340.742781
-5,502,341.341442
-5,440,341.866068
-5,741,342.749151
-4,775,343.672912
-5,736,344.549722
-5,541,345.195703
-5,567,345.871968
-4,694,346.698879
-4,820,347.676255
-5,704,348.567669
-5,649,349.341643
-4,717,350.197595
-5,472,350.759779
-5,516,351.374828
-5,445,351.906233
-4,606,352.628693
-5,569,353.306574
-5,579,353.99666
-5,552,354.654932
-5,811,355.623336
-5,518,356.240772
-5,468,356.798595
-4,579,357.48915
-5,508,358.094611
-5,677,358.902077
-5,560,359.570688
-5,694,360.400239
-5,811,361.370543
-5,599,362.086074
-5,571,362.768343
-4,740,363.650394
-5,653,364.428441
-5,452,364.969536
-5,401,365.447321
-5,731,366.318316
-5,454,366.859597
-5,453,367.39964
-5,715,368.252964
-5,588,368.954242
-5,514,369.568398
-5,460,370.117337
-5,538,370.761168
-5,486,371.344508
-5,571,372.029062
-5,478,372.599596
-5,696,373.434639
-5,553,374.095987
-5,670,374.898352
-5,853,375.916683
-5,755,376.818952
-5,469,377.378927
-5,879,378.429639
-5,705,379.360446
-5,832,380.541119
-5,746,381.549725
-4,658,382.33602
-5,570,383.017384
-5,649,383.794114
-5,664,384.58813
-4,632,385.34672
-4,642,386.113833
-5,451,386.653704
-5,626,387.401793
-4,891,388.46576
-5,549,389.122725
-5,919,390.219984
-5,783,391.155329
-4,559,391.829034
-5,822,392.810791
-5,715,393.665025
-5,804,394.625401
-5,611,395.355604
-5,524,395.981429
-5,750,396.880075
-5,679,397.696248
-5,493,398.296067
-4,1159,399.719031
-5,620,400.462283
-5,894,401.530531
-5,432,402.046978
-5,464,402.602171
-5,487,403.184322
-5,508,403.790806
-5,1008,404.993058
-4,900,406.069835
-4,703,406.910426
-5,540,407.553912
-5,550,408.210828
-5,527,408.840154
-4,1053,410.098087
-5,584,410.794782
-5,454,411.336457
-5,609,412.063929
-5,470,412.62472
-4,663,413.439447
-5,411,414.013107
-4,664,414.924198
-5,778,415.851816
-5,551,416.50895
-5,496,417.10374
-5,544,417.753785
-5,503,418.409412
-5,733,419.427663
-5,527,420.194525
-5,519,420.938178
-5,608,421.757181
-5,464,422.313217
-5,781,423.246332
-5,479,423.819575
-5,715,424.673356
-5,929,425.782203
-4,686,426.600767
-5,511,427.21067
-5,585,427.909572
-5,702,428.748161
-5,445,429.279429
-5,552,429.937727
-5,575,430.624258
-5,607,431.349412
-5,659,432.135637
-5,662,432.926112
-5,530,433.559243
-4,571,434.24406
-5,672,435.046958
-5,485,435.62721
-5,495,436.218254
-5,636,436.978817
-5,546,437.630341
-4,659,438.418162
-5,516,439.034807
-5,520,439.654489
-5,668,440.452866
-5,541,441.099649
-5,934,442.213482
-5,847,443.22463
-5,648,443.998632
-5,599,444.713147
-5,595,445.423278
-5,675,446.23182
-5,694,447.060755
-4,852,448.079092
-5,529,448.70951
-5,510,449.318178
-5,715,450.170873
-5,511,450.780989
-5,678,451.709523
-5,417,452.285725
-5,585,453.095948
-5,587,453.90631
-5,751,454.865922
-5,689,455.689648
-4,734,456.564873
-5,542,457.212398
-5,693,458.041969
-5,453,458.583257
-5,545,459.233283
-5,522,459.855767
-5,1194,461.282304
-5,654,462.065466
-5,527,462.695018
-5,556,463.358662
-5,686,464.178553
-5,626,464.924293
-5,821,465.90396
-5,459,466.452106
-5,512,467.062718
-5,529,467.693551
-5,503,468.293383
-5,735,469.170166
-4,669,469.970957
-5,429,470.483394
-5,674,471.287106
-4,563,471.959302
-5,550,472.615616
-4,803,473.572816
-5,561,474.241246
-5,446,474.772654
-5,655,475.555338
-5,590,476.259186
-4,647,477.031549
-5,553,477.69119
-4,821,478.671586
-5,777,479.601018
-5,659,480.388613
-5,566,481.066447
-5,452,481.608753
-5,616,482.350527
-5,672,483.159636
-5,678,483.974326
-5,487,484.558012
-5,632,485.313604
-5,602,486.034259
-5,881,487.090552
-5,666,487.888172
-5,452,488.429027
-5,433,488.948483
-5,718,489.806815
-5,630,490.558953
-5,644,491.329655
-5,705,492.171453
-5,654,492.952482
-5,376,493.40125
-5,591,494.10926
-5,578,494.804338
-5,642,495.573606
-5,639,496.33756
-5,500,496.93542
-5,624,497.681303
-5,595,498.3928
-5,446,498.926248
-5,660,499.713983
-5,563,500.386415
-5,893,501.454118
-5,559,502.121732
-5,614,502.855744
-5,499,503.452796
-5,723,504.317803
-5,533,504.955572
-5,663,505.747353
-5,714,506.602625
-5,487,507.185307
-4,693,508.01405
-5,538,508.655941
-5,714,509.509434
-4,829,510.499981
-5,519,511.12021
-5,648,511.893858
-4,775,512.820708
-5,708,513.668443
-4,969,514.828631
-5,522,515.453405
-5,689,516.276201
-5,767,517.19304
-5,562,517.864673
-5,448,518.400177
-5,592,519.11247
-5,529,519.749049
-5,890,520.818977
-5,604,521.544182
-5,663,522.336648
-4,564,523.010822
-5,537,523.652299
-5,773,524.576885
