EpThisIter,loss_pol_surr,loss_pol_entpen,ev_tdlam_before,TimestepsSoFar,EpRewMean,TimeElapsed,loss_vf_loss,EpLenMean,EpisodesSoFar,loss_kl,loss_ent
7,-0.001747234,0.0,0.8742249011993408,1806336,-4.93,6646.700485706329,0.009262538,617.27,2867,0.0041866736,0.2947448
6,-0.0023078257,0.0,0.8454478979110718,1810432,-4.89,6654.861521720886,0.011310286,625.81,2873,0.004021915,0.34234256
7,-0.003961739,0.0,0.8630718737840652,1814528,-4.89,6663.064129829407,0.009196203,624.55,2880,0.003450436,0.27557403
6,-0.0033138157,0.0,0.8874603658914566,1818624,-4.89,6671.1861271858215,0.0088757835,633.93,2886,0.0040095835,0.289207
7,-0.0028169174,0.0,0.8880734220147133,1822720,-4.89,6679.618907213211,0.010286188,624.77,2893,0.0037477156,0.26864213
7,-0.0010931832,0.0,0.8766161501407623,1826816,-4.89,6687.806968927383,0.010209497,619.65,2900,0.0043216045,0.28784963
5,-0.002367186,0.0,0.8721356987953186,1830912,-4.88,6695.954363584518,0.009362633,625.62,2905,0.0045253695,0.3061201
6,-0.001988749,0.0,0.8502987176179886,1835008,-4.86,6704.133366584778,0.009951581,637.9,2911,0.0042468784,0.30312857
6,-0.0030793492,0.0,0.8385083228349686,1839104,-4.82,6712.368401765823,0.013323299,647.3,2917,0.0034482463,0.26583603
6,-0.0011026723,0.0,0.8776568099856377,1843200,-4.82,6720.779758214951,0.011311194,643.88,2923,0.0031180414,0.2646395
7,-0.0017152843,0.0,0.8690304756164551,1847296,-4.81,6728.84179186821,0.010423501,647.39,2930,0.0037304098,0.27962404
6,-0.0026873616,0.0,0.8837098330259323,1851392,-4.8,6736.992831468582,0.009106527,644.08,2936,0.004207097,0.3013234
6,-0.002278272,0.0,0.8797138780355453,1855488,-4.8,6745.763908147812,0.009540958,649.28,2942,0.0035082093,0.27292067
5,-0.0030436725,0.0,0.8496720045804977,1859584,-4.81,6753.9529066085815,0.008133886,657.35,2947,0.004521169,0.30231
6,-0.0009832727,0.0,0.8755174353718758,1863680,-4.81,6763.619908571243,0.007896041,657.78,2953,0.0037408,0.2770327
7,-0.0025458285,0.0,0.8689088523387909,1867776,-4.82,6774.029906749725,0.009477699,657.03,2960,0.0039654844,0.27552223
7,-0.00220503,0.0,0.8798197880387306,1871872,-4.82,6783.373942613602,0.010505403,654.65,2967,0.0037627788,0.25694072
