TimestepsSoFar,EpThisIter,EpisodesSoFar,meankl,entloss,optimgain,EpLenMean,TimeElapsed,entropy,explained_variance_tdlam_before,EpRewMean,surrgain
1024,1,1,0.0066046016,0.0,0.037165686,913.0,1.1680140495300293,2.0728571,-2.389754056930542,-5.0,0.037165686
2048,2,3,0.0062660784,0.0,0.040693916,679.6666666666666,1.9871089458465576,2.0681274,0.3204876780509949,-4.666666666666667,0.040693916
3072,1,4,0.0053553553,0.0,0.035214752,620.75,2.8624231815338135,2.0655565,0.30474573373794556,-4.75,0.035214752
4096,2,6,0.008759538,0.0,0.042578455,629.5,3.740072011947632,2.0561852,0.5594868659973145,-4.833333333333333,0.042578455
5120,2,8,0.0073802127,0.0,0.044004034,628.75,4.59478235244751,2.0512183,0.5318466424942017,-4.875,0.044004034
6144,1,9,0.0063224304,0.0,0.04055267,640.6666666666666,5.458800554275513,2.0456061,0.5118657052516937,-4.777777777777778,0.04055267
7168,2,11,0.007557437,0.0,0.039341703,613.0,6.303525686264038,2.0308204,0.6714640855789185,-4.818181818181818,0.039341703
8192,1,12,0.008674465,0.0,0.047673557,635.3333333333334,7.168542385101318,2.018774,0.5986339747905731,-4.833333333333333,0.047673557
9216,2,14,0.0071247057,0.0,0.05007896,653.0714285714286,8.046081066131592,2.0151315,0.5527658760547638,-4.785714285714286,0.05007896
10240,2,16,0.0074048573,0.0,0.045157783,640.0,8.922576904296875,2.0039763,0.6995834708213806,-4.8125,0.045157783
11264,1,17,0.0067902375,0.0,0.048455857,640.1176470588235,9.769423961639404,2.0023873,0.656183272600174,-4.823529411764706,0.048455857
12288,2,19,0.008106848,0.0,0.05281374,627.5263157894736,10.657319784164429,1.9974774,0.6624107658863068,-4.7894736842105265,0.05281374
13312,2,21,0.0072353026,0.0,0.046565704,618.7142857142857,11.52113652229309,2.0093846,0.8037558197975159,-4.809523809523809,0.046565704
14336,2,23,0.0100539755,0.0,0.055431664,614.0869565217391,12.419586181640625,2.0011892,0.5324889421463013,-4.782608695652174,0.055431664
15360,2,25,0.009098409,0.0,0.048992194,602.84,13.326537132263184,1.9791582,0.7037011981010437,-4.8,0.048992194
16384,1,26,0.008092791,0.0,0.05879943,619.3461538461538,14.238529920578003,1.9864169,0.6515391767024994,-4.8076923076923075,0.05879943
