norm_grads_policy,avg_norm_g,avg_norm_adj,norm_grads,avg_norm_k,loss_f,entropy,fps,avg_norm_k_dot_g,loss_policy,loss,total_timesteps,loss_bc,norm_grads_q,mean_episode_reward,mean_episode_length,explained_variance,avg_norm_grads_f,loss_q
0.0006691227899864316,0.013189442455768585,0.0,0.0010524343233555555,2.4494786262512207,-0.003692746628075838,37.6269416809082,0,0.013188737444579601,-0.003692746628075838,-0.37996020913124084,20,-0.0,0.0008123378502205014,0,0,-0.1630476713180542,0.013189442455768585,3.8563584894291125e-06
