loss_ent,loss_vf_loss,loss_pol_entpen,loss_pol_surr,EpLenMean,EpRewMean,ev_tdlam_before,EpisodesSoFar,loss_kl,EpThisIter,TimestepsSoFar,TimeElapsed
0.68145436,11.665707,0.0,-0.029287163,25.38,25.38,-2.777576446533203e-05,174,0.011591602,174,4096,2.548853874206543
0.6610151,29.469595,0.0,-0.01980793,31.39,31.39,0.21472233533859253,302,0.005826605,128,8192,4.910981893539429
0.6572135,56.721485,0.0,-0.005757976,45.49,45.49,0.30757302045822144,386,0.0003814269,84,12288,7.259722948074341
