#{"t_start": 1602833856.4576876, "env_id": "SlimeVolley-v0"}
r,l,t
-5,495,1.350963
-5,550,1.870917
-5,474,2.291205
-5,601,2.846687
-5,646,3.45437
-5,628,4.030689
-4,601,4.594123
-5,676,5.225545
-4,779,5.948157
-5,504,6.42423
-5,470,6.870182
-5,965,7.770357
-5,477,8.212847
-4,643,8.807871
-5,479,9.24177
-5,598,9.768922
-5,540,10.267883
-5,476,10.708904
-4,722,11.388861
-5,447,11.807513
-5,676,12.440935
-5,687,13.085749
-5,502,13.558486
-5,522,14.047209
-5,735,14.727707
-5,943,15.607819
-5,826,16.373909
-5,1003,17.305365
-5,480,17.749865
-5,591,18.260866
-4,929,19.077093
-5,745,19.756891
-5,660,20.369673
-4,743,21.061108
-4,668,21.713718
-5,601,22.276874
-5,529,22.791763
-5,880,23.599469
-5,749,24.252909
-5,538,24.728139
-5,484,25.15187
-5,469,25.560173
-5,627,26.117832
-5,490,26.571909
-5,438,26.972876
-5,491,27.433708
-5,665,28.055349
-5,866,28.862447
-5,493,29.324338
-5,546,29.830645
-5,700,30.485899
-5,584,31.030941
-5,479,31.473135
-5,585,32.016174
-4,617,32.592508
-5,645,33.187998
-4,795,33.929521
-5,511,34.404117
-5,524,34.89099
-5,672,35.512065
-3,789,36.240448
-4,770,36.96097
-5,667,37.578422
-5,412,37.964107
-5,1052,38.94106
-5,825,39.714796
-5,466,40.130972
-5,552,40.625802
-5,889,41.456845
-5,745,42.152122
-3,827,42.914065
-5,455,43.308186
-5,504,43.752896
-5,569,44.24924
-4,699,44.859782
-5,665,45.468014
-5,794,46.207726
-5,458,46.636158
-5,711,47.300291
-4,565,47.827852
-4,847,48.62595
-5,802,49.377406
-5,623,49.95503
-5,689,50.600244
-5,616,51.176166
-5,525,51.647643
-5,663,52.229963
-5,683,52.83617
-4,618,53.375125
-5,675,53.978186
-5,588,54.515955
-5,678,55.139393
-5,532,55.612075
-5,659,56.217981
-5,475,56.656023
-5,667,57.276636
-5,498,57.743031
-5,685,58.378255
-5,478,58.809597
-5,431,59.212046
-5,672,59.83776
-5,479,60.28883
-5,698,60.923871
-5,644,61.531978
-5,946,62.378881
-5,417,62.760827
-5,637,63.343688
-5,673,63.943947
-5,700,64.580925
-5,612,65.140709
-5,787,65.874361
-5,541,66.377899
-5,481,66.823233
-4,747,67.511002
-5,721,68.177464
-5,839,68.958518
-5,489,69.418879
-5,481,69.867938
-2,789,70.606622
-5,559,71.126861
-5,850,71.915385
-5,545,72.426774
-5,455,72.849185
-4,552,73.361698
-5,752,74.059738
-5,649,74.663836
-5,516,75.146571
-5,482,75.588252
-5,648,76.19409
-5,403,76.566988
-4,563,77.092288
-5,600,77.652056
-5,538,78.148885
-5,814,78.865976
-5,457,79.293922
-5,612,79.862738
-5,613,80.431971
-5,840,81.212038
-4,737,81.900161
-5,468,82.334938
-5,470,82.750169
-5,535,83.225981
-5,635,83.819845
-5,641,84.421758
-5,439,84.831419
-5,614,85.40392
-5,634,85.959186
-5,467,86.368516
-5,699,87.019879
-5,484,87.472925
-5,509,87.940929
-5,624,88.517876
-5,394,88.889038
-4,859,89.689123
-5,485,90.141099
-5,746,90.839291
-5,723,91.511257
-5,556,92.031429
-5,560,92.556049
-5,579,93.493636
-5,517,93.775636
-5,589,94.095636
-5,710,94.483637
-5,614,94.819636
-5,663,95.177636
-5,560,95.483637
-5,652,95.839636
-5,445,96.082637
-5,733,96.487636
-4,744,96.920636
-5,645,97.296636
-5,679,97.678636
-5,655,98.055636
-5,446,98.309636
-4,646,98.666636
-5,533,98.957636
-5,529,99.25465
-5,849,99.745636
-5,515,100.035636
-5,495,100.324637
-5,608,100.685726
-5,507,100.979726
-5,546,101.296726
-5,765,101.724726
-4,981,102.305044
-5,445,102.562044
-5,577,102.885043
-5,519,103.183043
-5,503,103.470043
-5,459,103.727044
-5,565,104.040043
-5,575,104.354126
-5,797,104.796044
-5,466,105.066044
-5,468,105.329044
-5,545,105.646198
-5,493,105.916884
-5,476,106.188218
-5,603,106.523217
-5,609,106.863217
-5,816,107.313751
-5,551,107.618751
-5,532,107.913751
-5,724,108.312751
-5,710,108.705752
-5,512,108.992751
-5,558,109.299752
-5,515,109.585751
-5,409,109.815093
-5,596,110.141751
-5,551,110.440752
-5,436,110.678751
-5,592,111.008752
-5,596,111.345301
-5,536,111.646811
-5,458,111.902811
-5,430,112.14181
-5,789,112.57981
-5,560,112.89081
-5,498,113.167811
-5,488,113.44981
-5,458,113.703809
-5,496,113.97932
-5,400,114.20832
-5,768,114.636321
-5,460,114.88532
-5,510,115.170335
-5,426,115.405319
-5,580,115.724321
-5,661,116.089321
-4,612,116.431321
-5,700,116.820321
-5,462,117.07632
-5,748,117.49432
-5,570,117.81432
-4,703,118.197321
-5,796,118.632332
-5,519,118.91432
-5,702,119.297321
-5,604,119.627321
-5,784,120.052321
-5,422,120.27932
-5,643,120.63332
-5,707,121.01932
-5,574,121.336319
-5,552,121.637321
-5,732,122.045117
-5,543,122.340117
-5,638,122.685117
-5,411,122.909117
-5,677,123.277116
-4,817,123.733117
-4,708,124.117117
-5,546,124.414117
-5,879,124.892118
-3,714,125.293799
-5,852,125.795084
-5,447,126.052085
-5,749,126.480012
-5,652,126.857909
-5,470,127.119122
-4,890,127.618844
-5,620,127.974753
-4,808,128.41188
-4,968,128.951219
-4,636,129.311846
-5,519,129.597918
-5,974,130.136972
-4,920,130.640009
-5,487,130.905889
-4,614,131.2402
-5,560,131.541935
-4,870,132.01293
-5,646,132.363701
-5,492,132.639145
-5,494,132.905126
-5,521,133.185864
-5,858,133.648137
-5,463,133.897558
-5,619,134.229926
-5,484,134.489251
-5,792,134.917307
-5,417,135.142951
-3,770,135.561868
-5,623,135.898253
-5,542,136.19137
-5,462,136.440303
-5,664,136.799985
-5,494,137.065844
-5,412,137.28949
-5,409,137.510765
-5,466,137.763699
-4,830,138.21103
-5,419,138.439914
-4,668,138.798994
-5,495,139.065119
-5,698,139.440913
-5,690,139.814611
-5,500,140.084174
-5,766,140.495322
-5,654,140.84906
-4,760,141.260571
-5,625,141.603843
-5,530,141.888919
-5,424,142.118912
-5,469,142.372671
-5,813,142.810468
-5,517,143.088901
-5,864,143.556935
-5,946,144.079069
-5,791,144.514731
-5,430,144.748426
-5,509,145.024137
-5,768,145.438889
-5,516,145.722219
-5,686,146.094941
