policy_entropy,total_timesteps,explained_variance,nupdates,fps,value_loss
2.0794355869293213,5,-2277.23583984375,1,8,0.00846948567777872
2.079434871673584,500,-620.2318725585938,100,203,0.048768870532512665
2.0794365406036377,1000,-558.1282348632812,200,230,0.05887659266591072
