loss_pol_surr,loss_pol_entpen,loss_ent,EpThisIter,TimestepsSoFar,loss_kl,TimeElapsed,ev_tdlam_before,EpisodesSoFar,loss_vf_loss,EpRewMean,EpLenMean
-0.0014920607,-0.020792922,2.0792923,0,256,0.00015023537,2.741422414779663,-0.07338988780975342,0,0.02382818,,
-0.00033599138,-0.020792149,2.079215,1,512,2.8718263e-05,4.222779273986816,0.5037586987018585,1,0.025925256,-5.0,452.0
-0.001956923,-0.02079373,2.0793731,0,768,0.000109246,5.128560781478882,0.5213332772254944,1,0.028060501,-5.0,452.0
-0.0006655734,-0.020794075,2.0794077,0,1024,2.2483058e-05,6.106916666030884,0.6786446571350098,1,0.0252283,-5.0,452.0
