policy_entropy,nupdates,fps,total_timesteps,explained_variance,value_loss
2.079439878463745,1,4,5,-676908.0,0.028121542185544968
2.079441547393799,100,155,500,-349.65338134765625,0.002867900300770998
2.079440116882324,200,220,1000,-153.4220733642578,0.0382174514234066
