EpisodesSoFar,loss_vf_loss,EpLenMean,EpThisIter,loss_kl,loss_pol_surr,loss_pol_entpen,TimestepsSoFar,TimeElapsed,ev_tdlam_before,loss_ent,EpRewMean
6,0.024119869,617.0,6,0.00878004,-0.0068657883,0.0,4096,7.800867795944214,0.13913941383361816,2.070634,-4.666666666666667
13,0.025603974,593.7692307692307,7,0.0058046556,-0.004139943,0.0,8192,15.064545631408691,0.6550408005714417,2.0752308,-4.615384615384615
20,0.019346237,610.85,7,0.006349492,-0.008462153,0.0,12288,22.093518018722534,0.7400254607200623,2.0652807,-4.7
27,0.018328318,593.8888888888889,7,0.005184202,-0.007296792,0.0,16384,29.122441053390503,0.8019420057535172,2.0569077,-4.7407407407407405
34,0.023737714,591.3529411764706,7,0.005857402,-0.0074356142,0.0,20480,36.1544976234436,0.763107106089592,2.0643783,-4.735294117647059
42,0.01702457,574.0952380952381,8,0.0052433563,-0.005406427,0.0,24576,43.38424777984619,0.7993790060281754,2.059897,-4.785714285714286
49,0.021205027,581.9387755102041,7,0.0049109673,-0.0047288407,0.0,28672,50.48954916000366,0.7574125528335571,2.0592835,-4.775510204081633
54,0.02426581,601.8333333333334,5,0.005904495,-0.00841829,0.0,32768,57.61664843559265,0.7128849625587463,2.0522099,-4.703703703703703
61,0.015361995,602.5081967213115,7,0.003918757,-0.0041515334,0.0,36864,64.71400761604309,0.7901980131864548,2.0524857,-4.721311475409836
68,0.01685793,595.7352941176471,7,0.005821382,-0.0075419424,0.0,40960,71.85817503929138,0.8236293792724609,2.0463052,-4.75
75,0.019276034,596.4666666666667,7,0.005547788,-0.0071445024,0.0,45056,79.03708481788635,0.7753625810146332,2.049825,-4.76
81,0.01630491,601.716049382716,6,0.0063627027,-0.007286554,0.0,49152,86.43069052696228,0.8034915179014206,2.0271428,-4.753086419753086
89,0.019056333,598.2808988764045,8,0.00542481,-0.0064937836,0.0,53248,93.82361197471619,0.8097855150699615,2.0264304,-4.730337078651686
95,0.01638249,601.1578947368421,6,0.007547892,-0.008034497,0.0,57344,101.18037486076355,0.7886388748884201,2.0112164,-4.747368421052632
101,0.01673424,599.88,6,0.008149057,-0.006911548,0.0,61440,108.40127110481262,0.8337251245975494,2.0130956,-4.75
108,0.015416357,604.09,7,0.0067248107,-0.0054240003,0.0,65536,115.59822368621826,0.8292233049869537,2.0127008,-4.77
115,0.018230798,603.94,7,0.006327392,-0.006691173,0.0,69632,122.65094351768494,0.8008010387420654,2.0045285,-4.79
121,0.01732269,604.11,6,0.0063718753,-0.007350747,0.0,73728,129.7695608139038,0.7944770306348801,1.9996568,-4.79
128,0.016989915,608.62,7,0.006683587,-0.0064044106,0.0,77824,137.02270483970642,0.8211610466241837,1.9909816,-4.78
135,0.01711592,609.19,7,0.0075170468,-0.005921323,0.0,81920,144.30248713493347,0.7979180365800858,1.9587109,-4.78
141,0.014994333,619.72,6,0.006904175,-0.0053268196,0.0,86016,151.6291699409485,0.7896488159894943,1.9352185,-4.78
148,0.01593032,616.63,7,0.00814018,-0.004371948,0.0,90112,158.68082690238953,0.8117465823888779,1.9145653,-4.78
156,0.01939748,601.26,8,0.007581044,-0.0058590723,0.0,94208,165.89974761009216,0.8067007064819336,1.8886214,-4.81
163,0.014371504,602.98,7,0.007257263,-0.004576513,0.0,98304,172.99975657463074,0.8487299382686615,1.892885,-4.8
169,0.01664672,613.64,6,0.006655927,-0.004141413,0.0,102400,244.82419443130493,0.8289048373699188,1.8828123,-4.8
174,0.0171079,616.6,5,0.009230882,-0.0072470275,0.0,106496,252.07722759246826,0.8217899203300476,1.8676789,-4.81
181,0.015394326,615.36,7,0.008193955,-0.0041454295,0.0,110592,259.1464846134186,0.8311404138803482,1.8431848,-4.81
187,0.014981737,621.83,6,0.008415205,-0.0064567127,0.0,114688,266.3683922290802,0.8242297470569611,1.8422278,-4.83
194,0.013443578,617.14,7,0.0072757136,-0.0044775596,0.0,118784,273.5904874801636,0.8503673076629639,1.8511987,-4.83
201,0.01761642,617.53,7,0.008910346,-0.0057615982,0.0,122880,280.6552104949951,0.8033359348773956,1.8501046,-4.84
207,0.012031047,618.71,6,0.0073720803,-0.0063017383,0.0,126976,287.79692363739014,0.8507152944803238,1.8492028,-4.83
214,0.0136639215,621.94,7,0.008700443,-0.0044251806,0.0,131072,295.03557443618774,0.8395693749189377,1.8575042,-4.84
221,0.013948584,612.9,7,0.007712386,-0.0028766086,0.0,135168,302.10494780540466,0.8341393023729324,1.8734667,-4.85
228,0.01624084,616.46,7,0.007670774,-0.008566764,0.0,139264,309.2833104133606,0.8099545538425446,1.855862,-4.86
234,0.015269906,621.91,6,0.008150365,-0.0046876,0.0,143360,316.5432319641113,0.7761161178350449,1.8320101,-4.84
240,0.017114494,622.11,6,0.009334568,-0.0070355097,0.0,147456,323.9456169605255,0.7995905578136444,1.8202274,-4.82
246,0.014653954,626.25,6,0.0073831636,-0.0030829678,0.0,151552,331.35973024368286,0.8201645910739899,1.804426,-4.82
253,0.014832186,629.67,7,0.0086978795,-0.007602526,0.0,155648,338.7848582267761,0.8258825093507767,1.7991545,-4.84
260,0.014874452,632.6,7,0.009938241,-0.0055810483,0.0,159744,345.9826707839966,0.8267082124948502,1.7536643,-4.86
266,0.014405502,630.63,6,0.007993481,-0.0046139685,0.0,163840,353.1732556819916,0.8178179860115051,1.752871,-4.86
272,0.012913673,627.66,6,0.0097748265,-0.0047470387,0.0,167936,360.4003837108612,0.8155996203422546,1.7516944,-4.84
278,0.011575528,630.04,6,0.007841779,-0.00222528,0.0,172032,367.4802756309509,0.8560401052236557,1.7455553,-4.86
284,0.011293041,634.07,6,0.008470587,-0.004484948,0.0,176128,374.5583791732788,0.8409582525491714,1.7450752,-4.85
290,0.012383043,637.47,6,0.00944977,-0.010468111,0.0,180224,381.7068192958832,0.8575837761163712,1.7119039,-4.85
298,0.013066444,631.33,8,0.008156684,-0.0035493928,0.0,184320,388.78112530708313,0.8643655180931091,1.7170961,-4.84
304,0.012359292,639.08,6,0.0092776,-0.0020589607,0.0,188416,395.84826946258545,0.849996030330658,1.7064418,-4.84
