EpThisIter,TimestepsSoFar,EpLenMean,loss_ent,loss_pol_surr,EpisodesSoFar,loss_vf_loss,EpRewMean,loss_kl,loss_pol_entpen,ev_tdlam_before,TimeElapsed
8,4096,500.0,1.0945256,-0.0042374707,8,5.103388,-500.0,0.0040698466,0.0,-0.023815155029296875,3.626620054244995
8,8192,500.0,1.0856624,-0.006033582,16,29.877224,-500.0,0.0034917889,0.0,0.04937940835952759,6.927242994308472
8,12288,493.4166666666667,1.0838366,-0.0017651675,24,93.590065,-493.375,0.00024615196,0.0,0.15785282850265503,10.090364933013916
