policy_entropy,total_timesteps,explained_variance,nupdates,fps,value_loss
2.0794310569763184,5,-1156.8896484375,1,9,0.012045693583786488
2.079425096511841,500,-7813177.0,100,192,0.014983423054218292
2.079413890838623,1000,-377.8728332519531,200,217,0.009572738781571388
