policy_entropy,nupdates,fps,total_timesteps,explained_variance,value_loss
2.079441547393799,1,9,5,-4777.5302734375,0.0031852559186518192
2.0794410705566406,100,373,500,-649.1018676757812,0.006301521323621273
2.079439878463745,200,460,1000,-101.50590515136719,0.035254187881946564
