TimestepsSoFar,EpThisIter,EpisodesSoFar,meankl,entloss,optimgain,EpLenMean,TimeElapsed,entropy,explained_variance_tdlam_before,EpRewMean,surrgain
1024,1,1,0.00774156,0.0,0.03453097,493.0,1.1804516315460205,2.071724,-2.817964792251587,-5.0,0.03453097
2048,2,3,0.0073757814,0.0,0.03576242,572.6666666666666,1.9204959869384766,2.0629606,-0.760746955871582,-5.0,0.03576242
3072,2,5,0.007104597,0.0,0.036750693,594.8,2.6599907875061035,2.060154,0.378009557723999,-5.0,0.036750693
4096,2,7,0.008189477,0.0,0.040511325,562.2857142857143,3.401124954223633,2.0524814,0.6386672854423523,-5.0,0.040511325
5120,2,9,0.0074155508,0.0,0.038325768,563.4444444444445,4.141681671142578,2.0490804,0.7251822650432587,-5.0,0.038325768
6144,2,11,0.0062733395,0.0,0.03737846,551.9090909090909,4.88737678527832,2.0460205,0.6492021977901459,-5.0,0.03737846
7168,1,12,0.007345977,0.0,0.05150837,560.75,5.58732271194458,2.0357537,0.5504308938980103,-4.916666666666667,0.05150837
8192,3,15,0.0071942834,0.0,0.050878767,546.1333333333333,6.2893571853637695,2.0230808,0.5256863832473755,-4.866666666666666,0.050878767
9216,1,16,0.008475023,0.0,0.051667597,552.375,6.992347717285156,2.023014,0.6789815127849579,-4.875,0.051667597
10240,2,18,0.008808074,0.0,0.053124495,558.8888888888889,7.692911624908447,2.0213847,0.658245861530304,-4.888888888888889,0.053124495
11264,2,20,0.00807797,0.0,0.04130182,562.7,8.393836259841919,2.0189395,0.5214192569255829,-4.9,0.04130182
12288,2,22,0.0077930335,0.0,0.047229905,557.6363636363636,9.096412181854248,2.007612,0.6240842938423157,-4.909090909090909,0.047229905
13312,1,23,0.0073369457,0.0,0.048831876,561.304347826087,9.894405603408813,1.9958694,0.4918906092643738,-4.869565217391305,0.048831876
14336,2,25,0.008755853,0.0,0.049707305,566.6,10.754193782806396,2.0039268,0.6962241530418396,-4.88,0.049707305
15360,1,26,0.008748042,0.0,0.049237214,566.3461538461538,11.535935163497925,1.9912378,0.4146459102630615,-4.884615384615385,0.049237214
16384,2,28,0.009155767,0.0,0.05020549,578.3214285714286,12.236032962799072,1.9957004,0.5303378403186798,-4.892857142857143,0.05020549
17408,2,30,0.009171439,0.0,0.054631077,579.4333333333333,12.932467460632324,1.9941015,0.6797944009304047,-4.9,0.054631077
18432,1,31,0.0077937287,0.0,0.047882557,576.0,13.627301931381226,1.9910095,0.618248701095581,-4.903225806451613,0.047882557
19456,2,33,0.007680585,0.0,0.04894743,580.3939393939394,14.327045202255249,1.9944794,0.7127164602279663,-4.878787878787879,0.04894743
20480,2,35,0.0074359695,0.0,0.053589106,578.5714285714286,15.027280569076538,1.9743992,0.6901231408119202,-4.885714285714286,0.053589106
21504,2,37,0.0098638395,0.0,0.0555539,578.0,15.72686219215393,1.9761386,0.7503501176834106,-4.891891891891892,0.0555539
22528,1,38,0.00778962,0.0,0.047219813,577.5526315789474,16.426542282104492,1.9791629,0.6140000522136688,-4.894736842105263,0.047219813
23552,2,40,0.00804389,0.0,0.05485116,578.0,17.126832723617554,1.95482,0.5900117754936218,-4.9,0.05485116
24576,2,42,0.008193443,0.0,0.044191316,580.25,17.823873281478882,1.9509535,0.7155795693397522,-4.9,0.044191316
25600,1,43,0.0087952465,0.0,0.05603161,578.65,18.52543020248413,1.9495516,0.655766487121582,-4.9,0.05603161
26624,2,45,0.008542843,0.0,0.053551324,583.05,19.228150606155396,1.965446,0.6687563359737396,-4.9,0.053551324
27648,2,47,0.008307504,0.0,0.05081032,591.425,19.927945137023926,1.9494709,0.7281793355941772,-4.9,0.05081032
28672,1,48,0.0081138555,0.0,0.052717075,595.45,20.62950587272644,1.9294589,0.7415847778320312,-4.9,0.052717075
29696,1,49,0.00964338,0.0,0.049290963,602.725,21.32938265800476,1.9430971,0.6042424142360687,-4.9,0.049290963
30720,2,51,0.008456911,0.0,0.05821802,612.85,22.031748056411743,1.9555304,0.6305251717567444,-4.875,0.05821802
31744,1,52,0.007818356,0.0,0.05587718,614.5,22.72970986366272,1.9438076,0.3751727342605591,-4.9,0.05587718
32768,2,54,0.007522916,0.0,0.043648914,616.35,23.42894721031189,1.9249442,0.6573237180709839,-4.875,0.043648914
33792,2,56,0.00977643,0.0,0.05256699,612.325,24.13190746307373,1.9162165,0.7640803754329681,-4.9,0.05256699
34816,1,57,0.009659879,0.0,0.051259533,609.075,24.832801342010498,1.9208333,0.6490200757980347,-4.9,0.051259533
35840,2,59,0.0077626063,0.0,0.047817796,619.55,25.53319525718689,1.9318826,0.6206408739089966,-4.875,0.047817796
36864,2,61,0.008302792,0.0,0.055096418,623.5,26.235891342163086,1.9281435,0.6774630844593048,-4.875,0.055096418
37888,1,62,0.008453347,0.0,0.051130917,627.325,26.938318014144897,1.9233167,0.6295288801193237,-4.875,0.051130917
38912,2,64,0.009795047,0.0,0.04730223,624.9,27.641565561294556,1.9312876,0.7821312844753265,-4.875,0.04730223
39936,2,66,0.007830244,0.0,0.05831549,629.225,28.343157529830933,1.9187524,0.8200042247772217,-4.875,0.05831549
40960,2,68,0.011364716,0.0,0.060386118,618.625,29.04374623298645,1.9315867,0.6994613111019135,-4.85,0.060386118
41984,1,69,0.008895472,0.0,0.056787826,620.9,29.744378805160522,1.9269998,0.7420163750648499,-4.85,0.056787826
43008,2,71,0.008666061,0.0,0.05742924,620.475,30.444897651672363,1.9355822,0.7451276779174805,-4.85,0.05742924
44032,1,72,0.007529026,0.0,0.048018053,616.9,31.144118309020996,1.9362344,0.7386218309402466,-4.875,0.048018053
45056,2,74,0.00862618,0.0,0.054023385,629.05,31.843505144119263,1.9216366,0.8072028756141663,-4.875,0.054023385
46080,1,75,0.007894999,0.0,0.054551125,632.225,32.54338049888611,1.9247969,0.6416396498680115,-4.85,0.054551125
47104,1,76,0.007821712,0.0,0.04790435,642.025,33.24198627471924,1.9370944,0.8405322581529617,-4.825,0.04790435
48128,2,78,0.00843434,0.0,0.05137726,648.15,33.94196844100952,1.9313333,0.8103818148374557,-4.825,0.05137726
49152,1,79,0.008488697,0.0,0.054669533,651.025,34.64279770851135,1.9587243,0.6767110824584961,-4.825,0.054669533
50176,3,82,0.0088968715,0.0,0.057985187,642.25,35.34359526634216,1.9444771,0.7642937898635864,-4.825,0.057985187
51200,2,84,0.008736652,0.0,0.054713566,636.05,36.04397678375244,1.9433081,0.7550774663686752,-4.825,0.054713566
52224,2,86,0.009974961,0.0,0.059448212,630.675,36.74816370010376,1.9347059,0.7183163166046143,-4.8,0.059448212
53248,1,87,0.008505233,0.0,0.051083118,633.5,37.449968576431274,1.8990331,0.7608022093772888,-4.775,0.051083118
54272,1,88,0.010283989,0.0,0.055224568,630.175,38.150771141052246,1.9224992,0.5006869435310364,-4.775,0.055224568
55296,1,89,0.009234445,0.0,0.049377285,629.7,38.853400468826294,1.8866913,0.5830578505992889,-4.775,0.049377285
56320,2,91,0.008773313,0.0,0.044570357,636.625,39.552393198013306,1.8786559,0.7367137372493744,-4.8,0.044570357
57344,2,93,0.008948601,0.0,0.060006898,634.325,40.250813245773315,1.8755268,0.6976538598537445,-4.825,0.060006898
58368,1,94,0.009581357,0.0,0.060337186,634.65,40.95068979263306,1.8776178,0.8088789284229279,-4.825,0.060337186
59392,2,96,0.009059135,0.0,0.052564528,644.775,41.65210509300232,1.8821807,0.7957423031330109,-4.825,0.052564528
60416,2,98,0.009202246,0.0,0.05458418,638.225,42.35401391983032,1.8739979,0.6857900321483612,-4.825,0.05458418
61440,2,100,0.0095529985,0.0,0.056398027,626.375,43.05594086647034,1.8615971,0.7889059484004974,-4.85,0.056398027
62464,2,102,0.009808171,0.0,0.056461975,621.4,43.75768756866455,1.8687248,0.7335188686847687,-4.85,0.056461975
63488,2,104,0.009078328,0.0,0.059650254,618.025,44.49056005477905,1.8837197,0.7771148383617401,-4.875,0.059650254
64512,1,105,0.009160775,0.0,0.06045826,621.2,45.356630086898804,1.8793697,0.7277511954307556,-4.875,0.06045826
65536,1,106,0.01010291,0.0,0.058775544,622.075,46.20906448364258,1.8736286,0.6674787402153015,-4.85,0.058775544
66560,2,108,0.011282587,0.0,0.06971647,639.25,46.95825481414795,1.8513484,0.8033320605754852,-4.875,0.06971647
67584,1,109,0.008945086,0.0,0.053207014,633.25,47.733875036239624,1.8371662,0.7942216247320175,-4.875,0.053207014
68608,2,111,0.009602657,0.0,0.06248734,640.55,48.57566475868225,1.8597052,0.8110377937555313,-4.875,0.06248734
69632,2,113,0.009406414,0.0,0.07050423,635.4,49.315659523010254,1.8428664,0.7498358190059662,-4.875,0.07050423
70656,2,115,0.007916028,0.0,0.053931028,625.85,50.05103898048401,1.822835,0.6459279954433441,-4.9,0.053931028
71680,2,117,0.00955631,0.0,0.05859925,611.925,50.78772473335266,1.8536311,0.7157313227653503,-4.925,0.05859925
