loss_pol_surr,loss_pol_entpen,loss_ent,EpThisIter,TimestepsSoFar,loss_kl,TimeElapsed,ev_tdlam_before,EpisodesSoFar,loss_vf_loss,EpRewMean,EpLenMean
-0.010657487,-0.020777782,2.0777783,0,256,0.0016550897,2.094574451446533,-0.4089946746826172,0,0.067441314,,
-0.00359023,-0.020740613,2.0740614,0,512,0.0011746483,3.5735580921173096,0.231816828250885,0,0.01848545,,
-0.0015189825,-0.020725401,2.0725403,1,768,0.00039781723,5.268285036087036,0.46376484632492065,1,0.020970836,-4.0,750.0
-7.2386116e-05,-0.020727064,2.0727067,0,1024,9.3665905e-05,6.786861896514893,0.43840938806533813,1,0.031144965,-4.0,750.0
