loss_vf_loss,EpisodesSoFar,loss_ent,EpThisIter,loss_kl,loss_pol_surr,EpLenMean,TimeElapsed,loss_pol_entpen,ev_tdlam_before,EpRewMean,TimestepsSoFar
11.313062,169,0.67993355,169,0.01307779,-0.030052606,23.67,4.2040696144104,0.0,0.00040036439895629883,23.67,4096
29.924828,295,0.66236424,126,0.004436978,-0.01951667,32.23,8.476543426513672,0.0,0.2101002335548401,32.23,8192
56.631466,391,0.657331,96,0.00038263167,-0.0054938477,42.13,12.736981868743896,0.0,0.27515721321105957,42.13,12288
