#{"t_start": 1604547091.0751896, "env_id": "SlimeVolley-v0"}
r,l,t
-5,562,2.388445
-4,783,3.200833
-5,544,3.76493
-5,465,4.246146
-5,659,4.929423
-5,530,5.478211
-5,732,9.543175
-5,460,10.023139
-5,435,10.473391
-5,630,11.129521
-5,633,11.786749
-5,505,12.310551
-5,769,13.11922
-5,541,16.508859
-5,549,17.085727
-5,485,17.595158
-5,447,18.065806
-5,540,18.633916
-5,512,19.173145
-5,481,19.678941
-5,624,20.335519
-5,518,23.737966
-5,553,24.30987
-5,588,24.920866
-5,452,25.397061
-5,696,26.129248
-5,686,26.851525
-4,517,27.396139
-5,485,27.906208
-5,591,31.341249
-3,794,32.16342
-5,423,32.602212
-5,666,33.29111
-5,463,33.769439
-5,535,34.323475
-5,501,34.842917
-5,571,38.26259
-5,486,38.774287
-5,654,39.463251
-5,456,39.941568
-5,525,40.485717
-5,586,41.094373
-5,522,41.636933
-5,757,45.281305
-4,775,46.139707
-5,653,46.863715
-5,597,47.524399
-5,632,48.209662
-4,829,49.083757
-5,609,52.550165
-5,648,53.232469
-5,613,53.878739
-5,471,54.37452
-5,694,55.105295
-4,625,55.763836
-5,576,56.371007
-5,532,59.745008
-4,642,60.409108
-5,415,60.838768
-5,647,61.512434
-5,794,62.348815
-4,656,63.039147
-5,458,63.513877
-4,620,67.038888
-5,529,67.587517
-5,744,68.368422
-5,563,68.960605
-5,794,69.795426
-5,819,70.67398
-5,435,74.050905
-4,793,74.907341
-4,877,75.830908
-5,839,76.714733
-5,688,77.438527
-5,599,80.901621
-5,565,81.498561
-5,780,82.317105
-5,641,83.00916
-5,648,83.680528
-5,616,84.328015
-5,460,84.805861
-5,814,88.65138
-5,411,89.083743
-5,657,89.796425
-5,423,90.264553
-5,673,91.009069
-5,700,91.748603
-5,479,92.253703
-5,866,95.990159
-4,576,96.586556
-5,720,97.332224
-5,447,97.795605
-5,579,98.396553
-5,840,99.267271
-5,450,102.565828
-4,820,103.415803
-4,632,104.071675
-5,492,104.585067
-5,486,105.098203
-5,895,106.041513
-5,723,109.636594
-5,592,110.26085
-5,690,110.988772
-5,580,111.599758
-5,793,112.436027
-5,597,113.074327
-5,547,113.678182
-5,725,117.384363
-5,752,118.215626
-4,651,118.933622
-5,809,119.825762
-5,706,120.604124
-5,711,121.387569
-5,652,125.017379
-5,542,125.615453
-5,501,126.170208
-5,771,127.024417
-4,597,127.676969
-5,737,128.489721
-5,455,131.904131
-5,433,132.383017
-5,698,133.154872
-4,763,133.997547
-5,583,134.642581
-4,689,135.404673
-5,973,139.395882
-5,415,139.83424
-5,652,140.521521
-5,542,141.101517
-5,690,141.864098
-5,611,142.538268
-5,435,143.017869
-5,389,143.446516
-5,444,146.855753
-5,886,147.837614
-5,608,148.509333
-5,818,149.411711
-5,723,150.204611
-5,642,150.899051
-5,568,154.332015
-5,665,155.038087
-5,789,155.87513
-5,671,156.581048
-4,867,157.48388
-5,556,158.060563
-5,641,161.593609
-5,514,162.135411
-4,820,162.999977
-5,898,163.948321
-5,728,164.715876
-5,521,165.263879
-5,539,168.665229
-5,810,169.514551
-5,547,170.081268
-5,679,170.785582
-5,566,171.380912
-5,402,171.804976
-5,445,172.290059
-5,705,175.948693
-5,564,176.533839
