#{"t_start": 1604453928.6854646, "env_id": "SlimeVolley-v0"}
r,l,t
-5,682,2.720015
-5,531,3.267766
-5,544,3.828796
-4,691,4.540615
-4,754,5.320903
-5,500,5.861793
-5,527,9.808958
-5,518,10.352813
-4,546,10.924862
-5,519,11.471378
-4,704,12.201819
-4,512,12.75367
-5,691,13.50427
-5,552,17.0166
-5,545,17.580695
-5,739,18.34368
-5,412,18.768032
-5,729,19.520043
-5,731,20.273012
-4,790,21.087447
-5,629,24.53973
-5,491,25.045887
-5,552,25.616008
-4,597,26.230878
-5,585,26.833939
-5,523,27.375168
-5,441,27.829505
-5,496,31.144475
-5,666,31.830636
-5,447,32.291392
-4,770,33.085545
-4,617,33.721135
-5,603,34.343833
-5,472,34.830743
-5,506,38.170633
-5,622,38.856904
-5,416,39.314848
-5,555,39.889828
-5,456,40.362193
-5,554,40.937815
-5,485,41.441139
-5,412,41.867708
-5,504,45.296811
-5,574,45.899605
-5,740,46.674991
-5,584,47.286345
-4,684,48.002256
-4,755,48.792715
-5,562,49.381852
-3,898,53.125534
-5,709,53.856719
-2,923,54.808627
-5,776,55.608043
-5,678,56.306638
-5,512,59.74164
-4,906,60.689693
-5,535,61.249946
-5,612,61.890117
-5,539,62.454802
-5,574,63.054994
-5,576,63.65783
-5,664,67.153672
-5,529,67.704744
-5,420,68.144679
-5,521,68.690437
-5,418,69.127554
-5,689,69.848724
-5,516,70.388054
-5,461,73.740913
-5,949,74.744365
-5,544,75.314886
-4,610,75.94609
-5,585,76.56078
-5,568,77.157985
-5,508,77.690648
-4,742,81.369743
-5,600,82.030885
-5,686,82.785368
-5,570,83.411305
-5,711,84.193162
-4,695,84.957904
-5,476,88.370775
-2,928,89.394898
-4,695,90.156811
-5,605,90.820181
-5,440,91.302579
-5,463,91.810336
-5,456,92.311633
-5,445,92.801459
-5,620,96.37543
-5,511,96.940056
-5,848,97.874787
-5,682,98.625101
-5,687,99.380641
-5,515,99.945896
-5,634,103.469997
-5,673,104.175957
-5,451,104.649483
-5,730,105.414286
-4,531,105.971437
-5,541,106.539062
-5,829,110.339169
-5,479,110.887087
-5,549,111.514591
-5,488,112.060169
-5,895,112.980861
-5,624,113.623009
-5,622,114.263139
-4,841,117.943188
-5,420,118.376106
-5,669,119.066185
-5,480,119.562111
-5,491,120.067581
-5,514,120.597419
-5,639,121.254926
-5,576,124.682842
-4,969,125.6974
-5,580,126.30505
-5,675,127.012435
-5,551,127.589369
-5,696,128.318956
-5,652,131.826775
-5,682,132.530516
-5,487,133.03389
-4,517,133.576558
-4,718,134.329645
-5,521,134.900775
-5,559,135.515188
-5,521,138.992646
-5,704,139.766762
-5,622,140.443741
-5,664,141.139575
-5,450,141.6118
-4,586,142.227489
-4,591,142.847753
-5,673,146.486315
-5,761,147.32795
-5,713,148.113086
-5,678,148.860409
-5,701,149.63199
-5,615,150.307142
-5,559,153.722448
-4,684,154.430372
-5,558,155.00806
-5,438,155.461987
-5,731,156.216602
-4,559,156.793714
-5,415,157.222595
-5,511,160.567001
-5,504,161.088402
-4,726,161.834697
-5,591,162.442653
-4,524,162.981673
-5,475,163.478682
-5,477,163.977913
-4,619,164.643422
-4,626,168.246502
-5,489,168.754793
-5,459,169.235713
-5,811,170.085986
-5,694,170.813531
-5,476,171.312568
-5,646,171.989881
-5,685,175.515771
-5,590,176.12638
-5,512,177.284632
-5,628,178.016275
-5,704,178.808249
-5,670,179.544618
-5,444,180.028497
-5,598,180.693573
-5,748,181.512282
-5,617,182.185082
-5,572,182.808012
-5,609,183.472266
-5,555,184.086197
-5,486,184.625546
-5,630,185.324303
-5,588,185.970431
-5,706,186.784222
-5,577,187.451328
-5,595,188.113568
-5,787,188.972116
-5,493,189.510717
-5,517,190.078048
-5,468,190.59806
-5,543,191.201199
-4,604,191.872045
-5,650,192.594359
-5,474,193.120846
-5,636,193.82196
-5,506,194.374896
-5,529,194.950803
-5,587,195.597671
-5,517,196.172128
-5,497,196.724107
-3,753,197.550555
-5,479,198.073512
-5,635,198.779994
-5,685,199.540138
-5,675,200.288178
-5,547,200.921032
-5,450,201.426754
-5,559,202.034983
-4,646,202.737425
-5,661,203.456016
-5,517,204.024733
-5,441,204.505951
-5,564,205.119363
-4,511,205.685517
-5,595,206.343647
-5,540,206.940947
-5,568,207.570882
-4,648,208.277243
