EpThisIter,surrgain,explained_variance_tdlam_before,entloss,entropy,EpLenMean,EpRewMean,TimestepsSoFar,TimeElapsed,EpisodesSoFar,meankl,optimgain
1,0.0074981293,0.15218031406402588,0.0,1.78948,639.0,-5.0,1024,7.1875364780426025,1,0.0022552907,0.0074981293
2,0.0062804446,0.23211586475372314,0.0,1.788033,558.6666666666666,-5.0,2048,11.993783950805664,3,0.0033972007,0.0062804446
2,0.015521362,0.2661234736442566,0.0,1.7865291,583.0,-4.8,3072,17.089752912521362,5,0.004138017,0.015521362
2,0.010016934,0.3852989077568054,0.0,1.786206,556.1428571428571,-4.857142857142857,4096,22.234941720962524,7,0.0054597976,0.010016934
2,0.014713775,0.6513672471046448,0.0,1.7833232,562.8888888888889,-4.888888888888889,5120,27.34831213951111,9,0.0059787203,0.014713775
