optimgain,EpLenMean,TimeElapsed,meankl,EpThisIter,EpisodesSoFar,entloss,explained_variance_tdlam_before,TimestepsSoFar,surrgain,EpRewMean,entropy
0.0124246385,650.0,2.7391254901885986,0.0030553713,1,1,0.0,-0.44414210319519043,1024,0.0124246385,-5.0,2.0763736
0.010078215,657.3333333333334,4.453016757965088,0.0038273805,2,3,0.0,-0.08350205421447754,2048,0.010078215,-4.666666666666667,2.075632
0.015501341,640.5,5.8027918338775635,0.0056662103,1,4,0.0,0.2742169499397278,3072,0.015501341,-4.75,2.07418
0.01321707,603.6666666666666,7.216526508331299,0.0067633353,2,6,0.0,0.37817811965942383,4096,0.01321707,-4.833333333333333,2.0736756
0.006633251,609.75,8.741095781326294,0.005597025,2,8,0.0,0.4889376759529114,5120,0.006633251,-4.875,2.072307
0.007857447,613.2222222222222,10.251755714416504,0.0070220903,1,9,0.0,0.5766811668872833,6144,0.007857447,-4.888888888888889,2.0685172
0.014433317,611.0,11.943804025650024,0.0069604293,2,11,0.0,0.5818977952003479,7168,0.014433317,-4.909090909090909,2.0664444
0.012719229,615.3846153846154,13.589609384536743,0.009198111,2,13,0.0,0.541166216135025,8192,0.012719229,-4.923076923076923,2.0628333
0.017079718,621.7857142857143,14.945487022399902,0.008935401,1,14,0.0,0.5360625088214874,9216,0.017079718,-4.928571428571429,2.0607886
0.019674681,616.9375,16.46067786216736,0.0077934414,2,16,0.0,0.6568328738212585,10240,0.019674681,-4.9375,2.0634205
0.008789107,614.9444444444445,18.11902403831482,0.007698186,2,18,0.0,0.6872237920761108,11264,0.008789107,-4.944444444444445,2.0565903
0.012181048,618.421052631579,19.560840845108032,0.007223905,1,19,0.0,0.5887171924114227,12288,0.012181048,-4.947368421052632,2.058899
0.018190086,627.4761904761905,20.91311502456665,0.007966908,2,21,0.0,0.6381572782993317,13312,0.018190086,-4.9523809523809526,2.0530386
0.0099413665,618.3478260869565,22.392792224884033,0.009635374,2,23,0.0,0.6325968503952026,14336,0.0099413665,-4.956521739130435,2.047612
0.018689733,614.04,24.107715606689453,0.011299524,2,25,0.0,0.742705374956131,15360,0.018689733,-4.96,2.0442135
