#{"t_start": 1603343429.0948107, "env_id": "SlimeVolley-v0"}
r,l,t
-4,707,3.374967
-4,620,5.081393
-5,525,5.825567
-5,713,7.002874
-5,501,7.721738
-5,685,8.935915
-5,612,10.064777
-5,538,10.860096
-5,480,11.794089
-5,579,12.657683
-5,497,13.447119
-5,592,14.103293
-5,566,14.899622
-5,783,16.025387
-5,717,16.922148
-5,657,18.03759
-5,709,19.275874
-5,475,19.9578
-4,971,21.600557
-5,609,22.68865
-5,818,24.019862
-5,711,24.808861
-5,466,25.493172
-5,556,26.109052
-5,581,26.918158
-5,540,27.576035
-5,667,28.636292
-5,561,29.703831
-5,604,30.588196
-5,463,31.422077
-5,456,31.92801
-5,525,32.695574
-4,774,33.556115
-5,562,34.352208
-5,915,35.539156
-5,541,36.140576
-5,617,37.19323
-5,396,37.648789
-5,768,38.711619
-5,600,39.715137
-5,567,40.531038
-5,615,41.619202
-5,803,42.976829
-5,397,43.563084
-5,574,44.326169
-5,656,45.235019
-5,723,46.219157
-5,568,47.045943
-5,709,48.317031
-5,589,49.395288
-5,706,50.429696
-5,715,51.740219
-5,752,52.971007
-5,419,53.514247
-4,792,54.908068
-5,727,56.270873
-5,533,57.056123
-4,796,58.250332
-5,668,59.199157
-5,556,59.81532
-5,522,60.594563
-5,724,61.655831
-4,633,62.605776
-5,632,63.70786
-5,738,64.659488
-5,661,65.718485
-5,478,66.406769
-5,455,67.320034
-4,633,68.2244
-5,578,69.32241
-5,425,70.67121
-5,493,72.398173
-5,606,73.620456
-5,801,74.779468
-4,617,75.882474
-5,579,76.735622
-4,937,77.960208
-5,769,78.99386
-5,476,79.90779
-5,740,80.990635
-5,859,82.408051
-5,586,83.365664
-5,465,84.001096
-4,671,85.113819
-5,624,85.803298
-4,851,86.928208
-4,1005,88.410536
-5,745,89.721153
-5,427,90.341588
-5,433,91.185758
-5,571,91.941404
-5,460,92.657957
-5,522,93.260862
-5,620,94.326868
-5,504,94.906975
-5,512,95.680121
-5,478,96.233015
-4,556,97.065339
-5,532,97.678504
-5,653,98.602955
-4,579,99.455657
-5,502,100.032106
-5,676,100.998638
-5,567,101.654728
-5,567,102.492887
-5,498,103.064939
-5,643,104.000705
-5,727,105.021581
-5,557,105.662383
-5,582,106.520339
-5,629,107.429835
-5,521,108.028022
-5,601,108.903476
-5,636,109.638542
-5,861,110.815001
-5,505,111.58071
-5,538,112.198191
-5,399,112.658007
-5,555,113.631259
-5,541,114.65167
-5,689,115.443536
-5,484,116.219477
-5,689,117.014509
-5,542,117.878101
-5,557,118.676708
-5,587,119.804631
-5,534,120.949149
