optimgain,EpLenMean,TimeElapsed,meankl,EpThisIter,EpisodesSoFar,entloss,explained_variance_tdlam_before,TimestepsSoFar,surrgain,EpRewMean,entropy
0.013592707,707.0,2.3252382278442383,0.0029111707,1,1,0.0,-0.24633467197418213,1024,0.013592707,-4.0,2.076531
0.012725878,617.3333333333334,3.8711793422698975,0.0043548523,2,3,0.0,-0.045792222023010254,2048,0.012725878,-4.333333333333333,2.0761042
0.006178706,613.2,5.5344908237457275,0.005121342,2,5,0.0,0.3122894763946533,3072,0.006178706,-4.6,2.0733714
0.010506025,625.1666666666666,7.2512876987457275,0.007861547,1,6,0.0,0.47356361150741577,4096,0.010506025,-4.666666666666667,2.0721042
0.008011257,612.625,8.990371227264404,0.007096935,2,8,0.0,0.56705242395401,5120,0.008011257,-4.75,2.0735674
0.012410748,596.0,10.681565523147583,0.007843316,2,10,0.0,0.6879463493824005,6144,0.012410748,-4.8,2.0721097
0.0089694075,587.4166666666666,11.985185384750366,0.008243734,2,12,0.0,0.5411206483840942,7168,0.0089694075,-4.833333333333333,2.0741196
0.017017134,585.7692307692307,13.375779867172241,0.009324683,1,13,0.0,0.5486516058444977,8192,0.017017134,-4.846153846153846,2.071265
0.013372152,607.6666666666666,14.84102725982666,0.009254625,2,15,0.0,0.6035230159759521,9216,0.013372152,-4.866666666666666,2.0716312
0.023667958,610.75,16.510934114456177,0.011055925,1,16,0.0,0.5462896823883057,10240,0.023667958,-4.875,2.0684404
0.016105298,608.6666666666666,18.208401679992676,0.0116650965,2,18,0.0,0.42641955614089966,11264,0.016105298,-4.888888888888889,2.0672665
0.017298918,627.7368421052631,19.922690391540527,0.01148499,1,19,0.0,0.3839350938796997,12288,0.017298918,-4.842105263157895,2.0642076
0.015224132,626.8,21.55454730987549,0.011544767,1,20,0.0,0.49053359031677246,13312,0.015224132,-4.85,2.0652127
0.021575361,639.3181818181819,22.859066009521484,0.012307711,2,22,0.0,0.4565988779067993,14336,0.021575361,-4.863636363636363,2.0634456
0.009744518,628.625,24.15877413749695,0.012993002,2,24,0.0,0.5439518392086029,15360,0.009744518,-4.875,2.0644038
0.009966996,623.3846153846154,25.543541431427002,0.012116523,2,26,0.0,0.5739025473594666,16384,0.009966996,-4.884615384615385,2.0645719
0.018342081,625.0,27.242846965789795,0.012359265,1,27,0.0,0.6177780628204346,17408,0.018342081,-4.888888888888889,2.0629706
0.005016336,622.0689655172414,28.924657344818115,0.012298968,2,29,0.0,0.7003644704818726,18432,0.005016336,-4.896551724137931,2.0595179
0.014439287,611.5806451612904,30.24549913406372,0.009923623,2,31,0.0,0.59431591629982,19456,0.014439287,-4.903225806451613,2.0582767
0.011823127,613.8787878787879,31.553792238235474,0.012158597,2,33,0.0,0.5334659814834595,20480,0.011823127,-4.878787878787879,2.055565
0.022028778,612.3529411764706,32.863481760025024,0.013879396,1,34,0.0,0.6454164981842041,21504,0.022028778,-4.882352941176471,2.0476215
0.017728608,618.7777777777778,34.25085473060608,0.010110248,2,36,0.0,0.7965642064809799,22528,0.017728608,-4.888888888888889,2.0480785
0.019383263,612.8684210526316,35.71137595176697,0.010827549,2,38,0.0,0.8273870497941971,23552,0.019383263,-4.894736842105263,2.0433974
0.014436372,616.8461538461538,37.20621991157532,0.012397839,1,39,0.0,0.7359905540943146,24576,0.014436372,-4.897435897435898,2.037634
0.018261407,612.925,38.86493921279907,0.014858559,2,41,0.0,0.561716228723526,25600,0.018261407,-4.925,2.0371475
0.009113108,612.8,40.53133940696716,0.012372316,1,42,0.0,0.6257734000682831,26624,0.009113108,-4.95,2.0396295
0.0063091945,613.675,42.12742376327515,0.012793456,3,45,0.0,0.7342719733715057,27648,0.0063091945,-4.95,2.03847
0.01442891,612.95,43.4449622631073,0.012537469,1,46,0.0,0.6111446917057037,28672,0.01442891,-4.95,2.0365925
0.0130303595,616.475,45.08540225028992,0.01314624,2,48,0.0,0.7782403975725174,29696,0.0130303595,-4.95,2.0327501
0.009532038,622.2,46.76993656158447,0.01387785,1,49,0.0,0.6124047935009003,30720,0.009532038,-4.95,2.0355349
0.011058691,627.675,48.5364134311676,0.013386569,2,51,0.0,0.7695472836494446,31744,0.011058691,-4.95,2.0352066
0.012006093,630.75,50.24153518676758,0.0149423145,1,52,0.0,0.7936846166849136,32768,0.012006093,-4.95,2.0305395
0.0071816305,626.3,51.82472276687622,0.014728381,2,54,0.0,0.49614548683166504,33792,0.0071816305,-4.95,2.0297914
0.004506301,628.175,53.62517189979553,0.014404373,1,55,0.0,0.6371386349201202,34816,0.004506301,-4.925,2.0301516
0.0019494449,625.525,55.32335710525513,0.014871502,2,57,0.0,0.5507656633853912,35840,0.0019494449,-4.925,2.0264502
0.0034633912,633.55,56.66685748100281,0.012555496,1,58,0.0,0.5645523071289062,36864,0.0034633912,-4.9,2.0282965
0.015444988,624.65,57.999632835388184,0.014716573,2,60,0.0,0.7376408874988556,37888,0.015444988,-4.925,2.0286126
0.025079817,617.575,59.64400577545166,0.014403404,2,62,0.0,0.7915831506252289,38912,0.025079817,-4.925,2.0276456
0.0066425866,621.75,61.145484924316406,0.0140074175,1,63,0.0,0.6423718929290771,39936,0.0066425866,-4.9,2.0265737
0.010707929,627.575,62.64299178123474,0.014436426,2,65,0.0,0.7287045419216156,40960,0.010707929,-4.9,2.0276067
0.01253115,625.875,64.35263061523438,0.013336383,2,67,0.0,0.7455382645130157,41984,0.01253115,-4.9,2.0262485
0.01518634,623.95,66.06433629989624,0.01440759,2,69,0.0,0.5822562277317047,43008,0.01518634,-4.875,2.020225
0.011589492,626.05,69.25656795501709,0.014968877,2,71,0.0,0.7077645361423492,44032,0.011589492,-4.875,2.0200486
0.0048827957,625.25,71.1367495059967,0.014325364,1,72,0.0,0.7350603640079498,45056,0.0048827957,-4.875,2.0222902
0.0097807385,627.025,72.83117318153381,0.014878953,2,74,0.0,0.6218631863594055,46080,0.0097807385,-4.9,2.020474
0.011986761,620.525,74.5113172531128,0.013416417,2,76,0.0,0.6755809187889099,47104,0.011986761,-4.875,2.0174441
0.007778355,628.525,75.8258330821991,0.013528798,1,77,0.0,0.49161297082901,48128,0.007778355,-4.85,2.016858
0.013344856,637.85,77.3022391796112,0.013058689,1,78,0.0,0.7098478078842163,49152,0.013344856,-4.85,2.0158684
0.014983743,634.05,79.00667357444763,0.012999697,2,80,0.0,0.7059715986251831,50176,0.014983743,-4.85,2.0152767
0.009233466,641.35,80.64244389533997,0.01393398,1,81,0.0,0.5721961259841919,51200,0.009233466,-4.85,2.0148692
0.014749216,632.175,82.21299147605896,0.014100824,2,83,0.0,0.7368396520614624,52224,0.014749216,-4.85,2.00695
0.008759367,640.275,83.58917880058289,0.013894817,2,85,0.0,0.5727778971195221,53248,0.008759367,-4.825,2.0078301
0.017652445,645.15,84.90696859359741,0.014632108,1,86,0.0,0.533906102180481,54272,0.017652445,-4.8,2.013336
0.0026651353,652.2,86.53410744667053,0.014039837,1,87,0.0,0.5513345003128052,55296,0.0026651353,-4.775,2.016193
0.0055189403,649.575,88.25505661964417,0.011289746,2,89,0.0,0.6003201305866241,56320,0.0055189403,-4.775,2.0111039
0.010178977,642.3,89.80781245231628,0.012799591,2,91,0.0,0.7415964305400848,57344,0.010178977,-4.775,2.0153596
0.006795056,630.175,91.23481011390686,0.012141418,2,93,0.0,0.6961358785629272,58368,0.006795056,-4.775,2.0074725
0.007907856,628.0,92.70592665672302,0.014804954,2,95,0.0,0.6377260684967041,59392,0.007907856,-4.8,2.0098028
0.009035898,621.25,94.07732582092285,0.013625726,2,97,0.0,0.6802240014076233,60416,0.009035898,-4.8,2.0079389
0.026224066,611.85,95.43158268928528,0.014529088,2,99,0.0,0.5126411020755768,61440,0.026224066,-4.8,2.0155363
0.017842036,614.275,96.79729557037354,0.0138810985,1,100,0.0,0.6754212081432343,62464,0.017842036,-4.8,2.0206635
0.017197682,610.15,98.1448917388916,0.014899886,2,102,0.0,0.5435730516910553,63488,0.017197682,-4.775,2.018571
0.008616164,609.6,99.53065514564514,0.014208493,2,104,0.0,0.75639808177948,64512,0.008616164,-4.8,2.0175605
0.00690315,601.25,100.90602970123291,0.013295218,2,106,0.0,0.7417783141136169,65536,0.00690315,-4.8,2.0187936
0.011630207,605.375,102.26682639122009,0.013276426,1,107,0.0,0.729893684387207,66560,0.011630207,-4.8,2.0183275
0.011649471,610.275,103.6325535774231,0.014225289,2,109,0.0,0.7103508114814758,67584,0.011649471,-4.825,2.0130687
0.009738109,610.375,104.99715948104858,0.014828559,1,110,0.0,0.7234407961368561,68608,0.009738109,-4.825,2.0118742
0.015707854,616.175,106.35760021209717,0.014022114,2,112,0.0,0.6134316623210907,69632,0.015707854,-4.825,2.0089884
0.016576894,611.925,107.72432589530945,0.014699949,2,114,0.0,0.42071670293807983,70656,0.016576894,-4.825,2.006897
0.009585658,618.025,109.08831334114075,0.014627552,1,115,0.0,0.7275714874267578,71680,0.009585658,-4.85,2.0013323
0.011957508,596.95,110.5607419013977,0.014142729,3,118,0.0,0.665295273065567,72704,0.011957508,-4.875,1.9954555
0.008143313,598.925,112.17660999298096,0.014242109,1,119,0.0,0.7649924904108047,73728,0.008143313,-4.875,2.0028427
0.004432,589.7,113.57234716415405,0.014287187,2,121,0.0,0.6355282366275787,74752,0.004432,-4.875,1.998883
0.004835551,592.75,114.95361852645874,0.014792822,2,123,0.0,0.5973224639892578,75776,0.004835551,-4.875,2.001202
0.00046017487,587.85,116.64272093772888,0.013981113,2,125,0.0,0.6974855363368988,76800,0.00046017487,-4.9,1.996151
0.0054835137,581.25,118.47862434387207,0.016074885,1,126,0.0,0.8037043809890747,77824,0.0054835137,-4.925,2.0043433
0.006118352,565.25,120.26960110664368,0.014932688,2,128,0.0,0.7098815441131592,78848,0.006118352,-4.95,2.0014405
0.0065582744,568.2,122.10492825508118,0.014331793,2,130,0.0,0.7123154997825623,79872,0.0065582744,-4.95,1.9963892
0.0048312424,568.35,123.67258286476135,0.014386682,2,132,0.0,0.7142412066459656,80896,0.0048312424,-4.95,1.9963773
0.0074430397,575.575,125.06192684173584,0.013850756,1,133,0.0,0.6477163434028625,81920,0.0074430397,-4.95,2.0030088
0.0069729867,577.675,126.48527812957764,0.014244499,2,135,0.0,0.7724303603172302,82944,0.0069729867,-4.95,2.0012546
0.0065311883,587.3,127.8697509765625,0.014674379,2,137,0.0,0.7118070423603058,83968,0.0065311883,-4.925,2.0003629
0.01726617,584.425,129.20125222206116,0.014050833,2,139,0.0,0.6927736103534698,84992,0.01726617,-4.95,2.003952
0.00857985,583.575,130.5177276134491,0.014884351,1,140,0.0,0.7657716274261475,86016,0.00857985,-4.95,2.00499
0.014590952,589.4,132.09097623825073,0.014495426,2,142,0.0,0.7606469988822937,87040,0.014590952,-4.975,2.0035918
0.012630484,586.425,133.64245080947876,0.014089302,2,144,0.0,0.7869505286216736,88064,0.012630484,-4.975,1.9942216
0.005565902,585.775,135.31414818763733,0.014157628,2,146,0.0,0.7174302041530609,89088,0.005565902,-4.975,1.9946334
0.014704488,582.5,137.03677821159363,0.013595608,1,147,0.0,0.6211384832859039,90112,0.014704488,-4.975,1.9953419
0.010641596,582.475,138.43317198753357,0.013589911,2,149,0.0,0.6846996247768402,91136,0.010641596,-4.975,1.9922789
