TimestepsSoFar,EpThisIter,EpisodesSoFar,meankl,entloss,optimgain,EpLenMean,TimeElapsed,entropy,explained_variance_tdlam_before,EpRewMean,surrgain
1024,2,2,0.007161859,0.0,0.035901338,486.5,1.2387175559997559,2.0725145,-0.8792746067047119,-5.0,0.035901338
2048,1,3,0.0073417146,0.0,0.037200544,493.3333333333333,1.8896541595458984,2.065559,0.33959871530532837,-5.0,0.037200544
3072,1,4,0.007887036,0.0,0.03548467,621.75,2.544711112976074,2.0549994,0.39831382036209106,-4.75,0.03548467
4096,2,6,0.0063541094,0.0,0.034045465,620.6666666666666,3.1984670162200928,2.0421205,0.5189764201641083,-4.833333333333333,0.034045465
5120,2,8,0.0054924646,0.0,0.03932458,612.875,3.852917432785034,2.0378332,0.7075311243534088,-4.875,0.03932458
6144,2,10,0.0067212,0.0,0.03712111,602.5,4.504497289657593,2.0352817,0.5911189913749695,-4.9,0.03712111
7168,1,11,0.009402211,0.0,0.045312434,593.7272727272727,5.156846761703491,2.0197482,0.5724614560604095,-4.909090909090909,0.045312434
8192,2,13,0.007122716,0.0,0.038649462,600.5384615384615,5.809672832489014,2.0354447,0.5831132233142853,-4.846153846153846,0.038649462
9216,2,15,0.00829509,0.0,0.045465887,593.5333333333333,6.463992118835449,2.0248523,0.5005517601966858,-4.866666666666666,0.045465887
10240,2,17,0.006761926,0.0,0.046236537,592.4705882352941,7.117333173751831,2.0295498,0.5623464584350586,-4.882352941176471,0.046236537
11264,1,18,0.0071424977,0.0,0.051078245,596.9444444444445,7.771089315414429,2.028987,0.5350231230258942,-4.833333333333333,0.051078245
12288,2,20,0.006831551,0.0,0.044307046,593.75,8.424278259277344,2.0190377,0.5666568577289581,-4.85,0.044307046
13312,2,22,0.00785332,0.0,0.040779054,590.0909090909091,9.078370571136475,2.0198295,0.5432466864585876,-4.863636363636363,0.040779054
14336,1,23,0.00684605,0.0,0.040592454,599.4782608695652,9.733134508132935,2.0181823,0.7087686061859131,-4.869565217391305,0.040592454
15360,2,25,0.007855399,0.0,0.05266749,606.64,10.386993408203125,2.0014105,0.81406070291996,-4.88,0.05266749
16384,2,27,0.0075547704,0.0,0.050831303,602.9629629629629,11.042840003967285,2.003095,0.6550584733486176,-4.851851851851852,0.050831303
17408,1,28,0.00953838,0.0,0.049988803,602.7142857142857,11.693866491317749,1.9991693,0.5712044537067413,-4.857142857142857,0.049988803
18432,2,30,0.00782982,0.0,0.042228527,610.5333333333333,12.346177816390991,1.9948124,0.6608200669288635,-4.866666666666666,0.042228527
19456,1,31,0.009143046,0.0,0.0508952,605.6129032258065,12.996801614761353,1.9907495,0.6616813838481903,-4.870967741935484,0.0508952
20480,2,33,0.008467029,0.0,0.04592573,611.7878787878788,13.649744272232056,1.9843162,0.6796033084392548,-4.848484848484849,0.04592573
21504,2,35,0.009184969,0.0,0.05165106,613.4857142857143,14.30140733718872,1.981097,0.6498682200908661,-4.857142857142857,0.05165106
22528,1,36,0.0078153135,0.0,0.04747025,613.3055555555555,14.953022480010986,1.9808135,0.6799883544445038,-4.861111111111111,0.04747025
23552,2,38,0.008046374,0.0,0.050969258,618.8421052631579,15.617831945419312,1.9674883,0.5489080250263214,-4.842105263157895,0.050969258
24576,1,39,0.008279763,0.0,0.061525732,620.0769230769231,16.320993900299072,1.9750848,0.7758788019418716,-4.846153846153846,0.061525732
25600,2,41,0.007896358,0.0,0.05270151,623.625,17.022690057754517,1.968062,0.7498458325862885,-4.85,0.05270151
26624,1,42,0.007953824,0.0,0.04883032,630.85,17.715333461761475,1.9675968,0.7492740750312805,-4.85,0.04883032
27648,2,44,0.00931236,0.0,0.05372095,620.575,18.345553398132324,1.9812078,0.7653094679117203,-4.875,0.05372095
28672,1,45,0.007801951,0.0,0.057992883,620.6,18.975107192993164,1.9869285,0.574077308177948,-4.875,0.057992883
29696,2,47,0.008285273,0.0,0.046919532,627.95,19.60428524017334,1.9730461,0.7233138382434845,-4.875,0.046919532
30720,2,49,0.006997033,0.0,0.049873926,621.95,20.232305765151978,1.9747849,0.7169491648674011,-4.875,0.049873926
31744,2,51,0.010204133,0.0,0.06395066,625.9,20.857739448547363,1.973502,0.5597153902053833,-4.875,0.06395066
32768,2,53,0.008982839,0.0,0.0544449,623.425,21.485239267349243,1.9709628,0.645698219537735,-4.875,0.0544449
33792,1,54,0.0073793996,0.0,0.051525492,627.6,22.116025686264038,1.9726933,0.6005846560001373,-4.875,0.051525492
